track_id,spectral_centroid_mean,spectral_centroid_var
000708,2171.5309466374115,375300.18187360204
000709,2226.988628596757,459820.8936181037
000714,1190.7600620466194,49173.80885078348
000715,820.250501671846,13177.770715517616
000716,1285.0351523754716,66650.32083673209
000717,996.3654521134625,20060.95064603803
000718,3095.6550054109034,421011.3151962735
000720,2281.4158178260714,257105.7660737851
000734,2127.139154254619,270851.877595613
000735,2922.2011289391658,800822.1352114689
000736,2052.3274476591373,542142.0502730304
000737,2565.843153433247,2337107.166022133
000738,2758.380445948842,1759478.8024737653
000739,1926.4992403573272,123000.02658998486
000740,1979.9435538611658,230171.34905913152
000741,2281.3179303372253,1033328.7196081913
000742,2366.5343327854494,249482.8031464831
000743,2983.4782682065584,708053.4202691279
000744,2470.0414901353533,728889.1253451091
000745,3620.617903624351,2424716.651895866
000747,2193.114443458723,728212.6362196723
000748,2917.786244270689,1192928.9329404258
000749,3473.9690119062357,938598.341833268
000750,2829.0645971155927,627772.4113746108
000751,2603.4780327127555,397167.6202093491
000752,1342.1132200710688,304104.149701189
000753,1606.8632734626678,431262.9852950698
000754,1564.7681837499456,772923.9158801924
000755,2662.7353164518754,283307.6180541034
000756,2013.8648131006648,1030152.8077326278
000757,3423.670592895296,764459.731607016
000758,2593.1977485427055,912249.7397943233
000759,2369.186349352023,343260.3530349932
000760,1791.0689151963145,37446.71054458457
000761,3608.0729330905556,999408.7729609173
000762,2833.1071892215355,53761.39827845559
000763,2658.185023948835,465207.38504889054
000764,1674.151792413164,135713.55122294324
000765,3414.08095091414,166408.0943865675
000766,2203.1339013021443,188901.21425597827
000767,3265.1687598104927,140378.03483804467
000768,3074.191751989915,1301838.8356458002
000769,3148.919190464921,143064.19168871452
000770,3085.926983064653,472744.9520245747
000771,3108.820168940616,288887.77302441164
000772,1943.7344768711234,232575.89759338263
000773,3732.0552970398476,233721.2712114766
000774,2985.940474562264,316402.86232679116
000775,3267.9579707242647,478304.3847083204
000776,3154.8755265517057,1002128.0247159194
000777,2375.0695761572606,557975.4890770994
000814,887.015794150034,144496.78214239064
000819,2604.92501933623,576518.7681011518
000820,2345.514611861335,184991.6868377486
000821,1263.9796591282586,1070547.7828625555
000822,1124.2326316919505,605392.1155760601
000823,1142.7457726636915,518485.4257803913
000824,1721.738023092343,50275.24681276973
000825,2235.2949364817932,26290.83041505488
000826,1959.0518189789234,61876.711277461785
000829,1791.4429044236,31721.96953730223
000830,1539.2369886918905,77445.71054698165
000831,1452.3686524389989,250965.12222313817
000832,1749.7390187468336,150556.28329073652
000833,1661.7331650570973,133780.29894087533
000834,1391.3472414917896,289662.83296086715
000835,1339.246050841218,186279.9737512407
000853,1214.361831845161,20870.325130899113
000854,3768.172127785744,1475098.7367847862
000855,3159.8303519860997,328055.9601493818
000858,3440.111483762522,259032.96141855698
000861,3039.9011209980376,357482.8916804149
000863,3046.583324817818,305595.1395790174
000868,1079.5392396628988,99536.91511057087
000878,1159.115884418379,38273.1627331351
000881,1085.991282841155,21346.665762864406
000889,1275.8702136164993,29246.59809598624
000890,1258.104381026173,14667.210244776497
000891,1118.9643932853821,131370.75805373813
000892,1042.2738879826086,26752.46291071219
000893,876.9951607158572,76590.1710753003
000894,788.1737618128002,70162.14829139454
000895,940.5565719111808,14442.406327711604
000896,2246.5715206957516,79397.1534827456
000897,4065.868419416881,26431.377334777386
000898,524.720732589706,2337.46470385808
000992,2255.434452652339,762890.9150754571
000993,2639.675812496055,226241.3545778217
000995,2743.938149356939,20164.6381364304
000997,3187.8740809897927,41620.27504992466
000998,3094.472976180529,36347.34815327345
001014,2036.3565026834185,92838.87484804558
001015,1926.9859735417228,57529.18915480974
001016,2028.9446008505818,46496.35798081194
001017,2101.6368495991132,82623.53670897962
001018,2086.932086217891,166545.95853319488
001022,699.6103485018342,178968.89718698157
001023,1444.1477198209936,64533.58817693776
001028,2682.1731712133546,724438.414015999
001029,1654.3659758870563,387526.45717963617
001039,2211.3139413698705,79730.50775213975
001040,2562.860345359896,163002.6148784119
001041,2011.1804133220398,97506.2002334911
001042,2066.1241896232705,676958.0282326571
001043,2646.272700967585,515452.3421527549
001044,2630.4616420500365,897930.1284809945
001045,899.4290703850822,135057.69170553595
001046,3299.19334667379,642706.169675256
001047,997.8794839933455,31729.83189130672
001048,838.0073554744826,140194.44207651756
001052,2307.3823869118587,695648.8928908735
001058,1886.8251099226964,207999.10084124445
001059,1881.4272476212734,363068.78574475914
001060,1777.2892153376322,139405.09574667184
001061,2498.5693126197607,132961.7722253884
001063,2606.7332497125863,249589.02913779675
001064,2300.143691803525,49252.44715763535
001066,1139.6857021278936,112473.84610667647
001068,1992.9049416626378,530392.6856205973
001069,2194.9614075861855,351970.59918378905
001071,1798.1339636316284,155684.3283673261
001072,5049.610149026914,3701946.1472619534
001073,2197.4908825700545,569243.5561484031
001075,2196.7525109742605,131692.81092923327
001082,1013.5308526685917,19644.39279279348
001083,1617.0755832340583,106677.45089776139
001085,1654.0124201594638,392681.17383721675
001086,2009.0290520156393,426102.5173039717
001087,2108.374432237224,246328.4361506373
001088,1992.5737849855145,321472.20758025465
001089,1107.9062811347421,137427.22744245877
001093,1951.8834208885514,222508.02681267206
001095,1720.9615423061782,88473.06052967269
001102,1722.0915045819436,970113.7516410531
001105,3119.3851567992115,367397.6480918961
001106,3164.847077404756,336263.43203358626
001107,3286.422964576678,1204577.112033694
001108,3037.48019551814,60392.47957212268
001117,2304.382598302442,121940.76302339182
001118,2376.5592392887265,93265.30067814632
001121,2550.0481296354474,17110.103817436986
001123,3821.9507414110462,337115.18731536414
001125,1259.9921567731344,567661.125151759
001126,3046.6417986349556,448210.0102355831
001130,3019.745185079338,280687.4580569296
001131,2277.884199162127,900100.8742711875
001138,1790.9375343637175,176847.6809881751
001147,2107.4122775972855,82692.30421499403
001148,1963.0061994204764,47365.68530965818
001149,2365.6569757424545,210855.56338199772
001150,2388.9538871247605,17769.670413890373
001151,1955.1106204861023,414383.7923874822
001152,1427.8241631715757,191402.54418027418
001153,1594.4042004144542,167472.6344610258
001154,1687.8964317680275,193048.4674141772
001155,1569.000400600232,176656.94239423532
001156,2406.4947675309368,100987.32897976956
001157,2270.6129952457964,444821.68599221215
001161,1871.5251509797574,120786.28443291127
001162,2531.385357837926,416859.54252933105
001165,2094.388665205518,62926.738904738486
001179,2405.1514646237065,565030.8282553536
001183,1738.6284836835925,56234.89640240995
001193,1111.8266181528859,180901.5209577246
001195,795.1008136123066,107563.90533995442
001196,1269.9766098577268,284959.92918975843
001197,761.2454691337615,121716.82967303436
001199,883.6696751198106,158837.01599229153
001201,2153.820897107943,123348.71438497028
001202,2020.4857089329796,270903.77499107085
001203,2205.9642263958513,216736.55361531183
001204,2008.4303471130288,102884.83549235099
001249,1678.736650633136,192215.21648113694
001259,2307.68341458889,256701.9149350102
001270,2433.920286375324,99221.92164286069
001276,1733.5113359389031,204795.37204533548
001277,2522.2164610193986,354166.17963979725
001278,1524.9692767649983,553945.2963481139
001279,1885.4054273095026,99695.12430584543
001280,2227.3664495810117,40742.29944802815
001289,1982.0168488534935,42595.48965285058
001290,3034.125185124889,300216.7011783141
001292,1214.225645739004,137494.02621299968
001298,2341.854922968795,116705.12717071806
001311,1712.6169587485367,359533.0350224129
001339,1373.727209634149,131419.9519700884
001354,2315.6645795124296,162324.86888841083
001356,2293.10223718916,316590.18549590034
001358,1618.9024863372283,283297.2817759186
001360,2140.7414990176953,207524.29626664647
001361,2412.8550454847086,251978.5644283125
001363,1826.5543805563223,249930.64833559553
001366,2127.3130868982103,112224.84813453697
001382,2439.686733423004,96536.21188132145
001383,2447.109251533988,92917.94148722735
001413,1837.2676179816704,40025.739168217115
001416,2652.262639747152,143913.80556326365
001417,1905.1849575597355,284019.674393032
001418,2272.779742591678,141893.11131289316
001419,1889.3645176082166,253398.31285503076
001427,1460.3552803303774,125990.90179071939
001443,1287.8331371043842,17349.88738903805
001450,2643.217431176986,245787.39404609354
001451,2298.1114083915986,259353.8695094477
001481,1498.2770624918644,795897.9046132397
001482,700.4178728475115,129858.45236410292
001483,2463.854135818541,68062.06753091617
001485,2597.634272088149,78825.7530943738
001498,1510.1078411104304,1104391.6101826662
001510,3519.409864921605,2408090.8054966186
001526,2878.179008921161,395560.64229817997
001528,3003.378875785886,340833.77131066844
001534,2887.7798098626777,180401.07621284266
001544,1594.4927775726405,50555.792140988764
001545,1288.2107722007977,436233.6960469412
001547,1725.508897217164,222885.33901610723
001548,771.9747423528903,40580.06803982039
001550,554.4280760990622,15149.810511921509
001551,700.3339886066427,52346.947078359815
001552,1014.3613990713686,51693.254621195825
001553,656.2322428216979,10726.841036265409
001554,1434.3498317278961,66284.31149455559
001555,598.467191171755,26816.7822092499
001556,578.7793047311409,5823.523370341938
001559,1547.0592891712608,511793.7886376529
001607,1741.1528576026965,64656.45662340382
001634,3248.5995479200587,776802.6907422645
001635,2476.9381500596432,1064257.1994513632
001638,1888.1957221875696,2068870.978957588
001640,2503.8001540045475,1075779.4033825519
001642,2806.156394919887,755588.2682694352
001644,3064.6973053433544,246635.85286574005
001649,2059.2928826148045,91680.28140306658
001652,3019.2819613766064,156278.91665163403
001661,2901.809788319271,331883.1458377151
001663,1877.3888838432645,89095.31674058572
001666,2137.7184547795314,296643.8321855693
001671,1307.5504071390208,57077.435081084994
001673,1155.6475614952985,21733.6464934599
001674,1112.204579640432,109209.04609819998
001677,2147.179459815045,63700.18285857188
001678,1863.7747415087317,342580.47840095445
001680,1639.7691786729206,203582.00829721015
001681,2459.424811772995,326946.6513160662
001682,2160.3302890769146,439847.4201316468
001683,2090.0405829373226,283652.3221037681
001684,1889.056349072368,560848.1053648228
001685,1674.8873493878866,236199.60217207536
001686,2477.795387679625,340145.5033251254
001687,1788.1366703834517,291537.63256335806
001688,2098.7892232889235,316154.6615778258
001689,2231.589384007071,220946.97872400846
001701,1515.2150035392453,198618.81376710508
001702,1014.3381633000384,112463.67459789348
001703,1135.1734167356758,109665.53105660221
001704,1919.3729377004538,221360.33189177807
001705,1119.330642701265,142273.55588060486
001706,2917.1135277256203,329488.2839611598
001720,2834.6368085522568,95811.24674606856
001730,2121.0271021282942,173927.38191527769
001732,3203.3470850960084,433069.17718910915
001733,2308.155861592897,77195.09361502751
001734,3560.0993855951338,114488.18230221124
001735,2716.4109723177735,437018.3433289815
001736,1814.0030521810045,165143.33638133755
001738,3181.15054314298,914319.4829998853
001739,2890.3015003658043,155486.56601463622
001783,1685.2635262209528,130418.37793924236
001793,3027.1056171466753,850957.8538354735
001797,2782.670316745997,582306.9366219367
001799,2395.3706533102345,309589.1220287851
001804,2439.699606569481,762192.6581186991
001810,2301.9292101575174,209907.29240472268
001822,2116.397733576237,209682.4378042386
001831,2064.2915094808877,278673.80577464064
001836,2135.539413474276,283829.29305224767
001837,2197.18336731002,88519.01308769484
001883,2724.829215408599,71935.72788423244
001884,2174.2509279082906,202965.61567956491
001888,1722.9128723303284,161683.183282507
001889,1902.7858343399962,161852.9201431717
001890,1953.4348251225854,213590.26650384735
001891,1516.2325729798654,129248.14861963093
001893,1152.5614949156206,295266.6393962658
001894,1735.4426359219256,145625.44311954864
001896,2196.554192632317,327046.3301984341
001898,1498.1155428414854,306055.72414808377
001899,1637.5093281824445,49851.84952746864
001900,1826.122366005224,150108.2296619001
001901,1704.7438887097912,298848.78954990406
001916,1730.0208727146023,302178.9168940598
001924,2548.892168708176,190731.3644926178
001925,1546.9833068661405,297550.50199047
001926,2266.8683090781856,254400.37854103465
001929,1031.8818303708053,25017.547056391133
001930,1875.288528798853,179993.21940049177
001940,2684.698696621706,177107.0995964315
001941,2280.2799451857823,277913.92874483624
001944,2890.528396561199,109378.00347185537
001963,2165.6650042271776,564958.3613641082
001964,2004.8150670957189,687029.6702989282
001965,1440.502256813745,334698.87778958277
001966,1374.6786217751937,367441.503356857
001967,1274.4475529304577,118576.11779665451
001995,1749.6818706475542,127513.06047700037
001996,2602.750268158939,96814.53627927216
002012,2507.375591949384,152985.55674277246
002096,1037.2241280397118,22594.78695551632
002097,1010.2859384271165,72840.96628402118
002099,2108.9422664028907,386881.8199394173
002125,2927.8053899613856,75829.80768592219
003263,640.4747391956671,190237.33479143365
003264,582.5901666718305,79269.06446683386
003265,823.717745885206,219183.38265398488
003266,1650.0075578061487,715952.8893320482
003268,2549.3378286547886,636744.1817059056
003270,1048.2657138314246,205889.3815242987
003271,927.986151677776,391611.41480306606
003272,1250.1405710773117,75630.03491361487
003273,1012.2049185884139,75202.27717299701
003274,958.0772134736674,41433.567480562786
003401,2657.698571755625,153111.18281694953
003446,1271.9837223982822,501600.5584068715
003449,1406.8506926805644,1121197.0382821679
003450,1184.6999002324073,672783.7553625116
003452,2131.801172001117,1137325.8247561115
003453,2196.5515649233757,1101536.1805681929
003454,1893.7038771692023,1097261.5615450572
003455,2298.9754329463963,654203.4927912857
003458,2597.2506788429055,513555.01563088124
003459,1639.821967647898,206046.2910657098
003460,1288.965923915879,1273279.545486561
003461,1780.7371142169566,259398.51379885318
003462,1686.1901858015585,248428.3950925685
003463,1599.3373029651916,128985.1129534629
003464,1303.0640161300437,297148.56662754045
003465,1891.5161112627002,342975.5353460858
003467,1687.9673332840996,149168.90319906888
003468,1742.1533678736096,305179.8843013001
003469,1523.618578111656,157350.22589113272
003470,2060.340554653252,136917.18567676964
003472,2083.191073708863,52926.03109592349
003473,1876.6761783014847,139917.652313713
003475,1716.0824287730234,76688.05780938658
003476,1490.8070993268384,164031.4285687607
003477,1640.2337491243832,255873.96084618615
003478,1546.9795350977233,158088.58706903429
003479,1854.3689439101015,247664.3597056981
003489,2086.061183098485,238939.76341142599
003490,1631.0669862962436,221321.39242987314
003491,1949.4257903087225,73313.50613423389
003492,1397.2133232237773,485255.43706909317
003493,2634.7219339607777,510950.9472130006
003495,1450.7312890981923,138100.69129896243
003497,2760.487498295946,275135.1102765621
003499,2644.6828367769017,455899.97467708384
003501,2193.095372398168,134197.4101204687
003502,1604.0420609415874,111669.3446935604
003503,1866.2124967076236,252838.28996913484
003504,1982.2233995080446,478819.81740914355
003505,2443.7197331839775,52315.385281972834
003514,2210.9091611290905,433938.2970029146
003515,1882.0275728741076,202918.27947767242
003516,1911.6932622881438,179967.62662666087
003517,1855.6999126500266,557372.1729922588
003518,1781.205971692823,406389.3574431714
003519,2013.8231193940069,207035.5947391259
003520,2135.8483729758536,235208.9045109589
003521,1878.943964624548,222787.47979845694
003522,2480.2851121103154,191446.0150705745
003532,1846.0604632614557,741297.6064567172
003533,2199.0387187206948,433468.81378887256
003534,931.5471432476035,813902.3633285444
003535,1379.8883814904164,240168.39503171243
003536,1604.260400319624,271300.84763694165
003537,1584.5602893870048,542085.2668135557
003538,1655.3584022941866,968519.2065878778
003551,1936.9012367583987,148238.72628075958
003552,2032.780861513736,125740.54698328816
003557,2101.906673800337,1282688.5580680436
003558,682.2477374719139,15666.158907322462
003559,1452.8548761859477,191510.67198889193
003560,2537.3824565804825,371211.84722829214
003561,2729.4105595581227,120081.88313208893
003563,1495.5551673429452,686563.2371683556
003564,2217.378127089137,321214.44047353655
003566,1764.3760339433709,752132.4456165619
003567,2561.7226312147177,341418.49414617324
003568,1726.6071110532366,130820.08736901668
003569,2513.0822341021303,207560.0404938367
003570,4298.639498463189,979504.5485841022
003571,2557.105111117929,114035.88209242401
003572,3440.573276809245,34536.27788996858
003573,3198.1548955882154,344856.7477805026
003574,2879.109655431534,90570.37282027732
003579,2058.7594293308466,81274.00400181497
003580,2321.785118160421,101152.33984261652
003581,2006.4161815359996,148644.58441521897
003582,2133.737958565609,80520.49319359507
003583,2105.1528457085783,120937.89816739252
003584,1882.2086321047777,226664.77793951656
003585,1942.6457174987295,169149.1603203293
003598,1676.6423553640086,749059.4351399313
003603,3152.344339175716,170704.09672145284
003604,2046.7507341131395,226323.13113450247
003606,2315.460655243325,425494.0486997801
003609,2690.202066128938,457267.88892952783
003612,1876.4267261970963,121595.82931336228
003613,1818.2440543135035,58037.09634344422
003614,1522.4318273913148,166586.85538455768
003616,1719.3047992165652,209340.9247199496
003618,1735.794333725254,144968.6491668143
003620,1508.2846374725386,80103.07064743516
003624,2012.9610557535073,152305.77335307378
003626,2294.7641745203487,168372.41828149362
003638,2088.368810327391,156404.4000791967
003681,1999.5900244622708,102790.20348789742
003696,1703.6053430033396,89688.98578223695
003698,2330.855010768182,214043.28653385
003707,1808.6168470568707,149042.36830087897
003708,1696.098108431849,394403.5265785113
003720,1289.6352251277956,43439.712393647416
003721,1281.3460910848312,58681.42325258481
003722,1309.2076106842421,50162.68059487342
003723,935.2212325183107,35421.33733786219
003724,1490.2982237641706,73558.74256361373
003725,1272.2683724663896,37930.43337314027
003727,2211.3453129119544,75249.93308668527
003761,1172.3303915532197,71705.32846265474
003762,1229.0864456818242,76025.69242896083
003763,2326.514571193186,146476.59973140765
003765,1058.1270443259737,65538.18980887569
003766,1826.2277915081136,97818.8467517258
003775,2117.0050352079497,303484.67680895625
003776,1812.2876171255748,277327.21575853694
003777,2343.788636463265,824570.075337763
003778,2013.5905087354852,298177.3240714289
003779,1955.7967235342048,284997.64633209276
003812,2598.5797101154776,212970.5196191622
003832,1344.9968146630727,550056.221710361
003833,2486.2996244834994,86507.03494086803
003834,2059.547374640594,201496.1133682671
003835,2181.0918746058414,78727.62192496851
003836,2290.769108844486,139797.1754994793
003839,2110.514776661663,80563.51635524385
003840,1537.0971837892162,143735.72054299072
003842,1636.7051853677308,473135.7793931359
003854,1551.042078319653,382145.9237996241
003855,2109.723123594542,480331.91523234465
003856,1906.3978975681994,860767.4032792564
003857,1866.5799771515767,835713.1296883187
003859,1834.2264498537616,286207.68331060105
003861,2028.578786838999,909556.4743371407
003862,1798.4251834373028,151434.73292238417
003863,1827.682442305746,460318.81562785705
003880,1895.2848411977968,156166.81494576315
003895,2164.844131356225,304603.1793489562
003896,1612.4704098514057,172754.05382956483
003904,989.7037107754225,138949.24178527485
003905,1016.5072385116891,146370.93700190762
003906,1249.6096984330425,310651.95268733107
003908,876.6619403771291,52039.348086430364
003909,894.2398984987061,141358.30720929423
003910,837.9799651323394,34192.71921762651
003911,901.3598689293412,77549.48657122435
003912,1009.5971374447522,180919.73306803338
003913,904.6789724665464,42008.63643077026
003915,1147.7778759660866,219920.24610260528
003919,1092.886440169446,70493.36546465878
003920,1003.6135951640707,36356.41658473696
003921,1414.6226762435363,305135.39684434095
003923,1309.705307220105,135473.40558271066
003924,2125.317552846199,253054.10647429226
003929,1115.8929951463647,535007.1173200266
003932,2833.2489965298037,245762.7319737612
003933,1591.7417164561475,599259.4831277299
003934,2633.0450825741814,216820.53412026254
003936,2437.222814326669,940763.2649601343
003939,2373.0782415655535,379275.64417966694
003941,1931.9839347732895,73493.12032775681
003942,1892.51722929328,115223.29828047777
003943,1830.922080920664,107461.63886313292
003944,1861.4706413530275,106514.0847435549
003945,2022.035300293959,117027.37614133011
003946,1920.947081228522,110355.98683473493
003947,1954.995934404252,104585.80201599965
003948,1900.8610983869328,113470.00149763562
003950,1858.5695163851217,179981.43384528067
003951,1974.0820847477999,156242.30993156222
003952,2473.193606943593,466028.28966303455
003953,1755.2129291319313,343557.7825203611
003954,1574.3628133327677,208800.53443207516
003955,2279.614356839948,236196.78820097417
003956,1842.4960166460112,243002.93310612114
003957,1713.1670044478265,193769.2312939903
003958,1777.115973437895,154334.93384928248
003959,1841.5642603227434,207124.31077940745
003960,1903.858287004707,1358119.1336394034
003973,1590.0037321555085,186306.57120655398
003974,2282.0253048520945,335224.64961770206
003975,1957.1950469148344,106829.47229127672
003976,2058.409456694751,132196.04808988603
003981,2048.0500406224082,80641.48991770753
003983,1749.6915761786668,276081.0417372936
003985,1995.3048261329373,103776.04783776894
003986,1726.0233525887697,189891.59935189382
003989,2321.6414308272797,244387.67052972724
004004,1876.9874568013247,108613.1316576156
004013,1905.9267456195494,762408.1259905593
004014,1843.9039245498589,227986.8753718252
004017,1867.1088214552624,294980.7013820077
004022,2064.9098709789305,76113.95074219297
004024,2039.1096977713232,79399.34293356717
004025,2124.8002702526132,106759.07991845271
004027,2172.465958298714,106615.08164534834
004028,1942.9686667792475,212865.1621608809
004029,2075.2719986242014,202568.369260169
004032,1601.4337318423088,83976.19188419188
004033,1885.5446373094421,197032.86443888056
004034,2176.337656591617,204658.40977876558
004035,2385.5250133405198,162201.037636809
004037,802.7021888613199,238061.43079528658
004038,2159.2320233985415,316312.8700871922
004042,2070.4707433890667,245827.24921210532
004043,1988.110254633867,270422.81940684246
004044,1451.4194358454695,681758.5356948995
004045,1862.5753621920978,334465.3597755498
004066,1174.7439966825725,407977.9176494332
004067,1037.6598820949184,347678.2538569215
004068,1189.823315881807,306483.0506366638
004069,1649.8881145968369,201672.0115752005
004070,2084.647081074346,523915.63305408356
004071,2053.3772409651006,302301.1935378941
004072,2145.175893196471,535499.5446807648
004073,2503.431818363456,496055.3265446902
004074,1862.556840788428,510317.1367016112
004075,2090.36888008333,164056.85002518268
004076,2091.183680450133,354592.9362028689
004077,2163.9978056358877,380081.7037112042
004078,2144.994314002826,427963.97991561325
004079,2727.3146461047095,439021.6234133238
004080,2174.6494618401166,206406.72596358668
004084,1251.8038000225804,14008.514986222963
004091,1712.85673436224,341272.9324110113
004092,1622.4993219043522,105314.43796657478
004093,1679.3065942384235,118956.9022905012
004094,1635.7071935330011,207330.51669055122
004095,1826.063008302281,348404.79707443493
004096,1474.5782389499795,241298.86410598576
004097,1491.1533639499858,160918.0031680366
004098,1837.7933276221422,293754.7236692362
004099,1657.5986641272311,138788.9571108544
004100,1714.9030965962638,166880.09280323316
004101,1465.4470945636876,172629.8757880931
004102,1531.9752358476183,166785.4832727323
004103,1740.0416827953193,135585.41433682462
004104,2145.8325639267787,113288.90659161353
004105,2008.673385611851,108017.26034358471
004108,2367.6850738015946,379068.2802966816
004109,2051.750115017971,364451.8140600347
004110,2194.1404108576407,240680.61261634072
004111,1978.791257533581,136432.1628650629
004112,2344.4201407963037,692935.2805594257
004119,1174.9877766166906,32652.990526896047
004125,1829.4292189765993,126598.50761840658
004126,1768.8878644091621,99544.8880193245
004133,2115.941525745932,1075965.307014968
004158,1684.3084957421518,350190.9387074425
004159,2080.626244492519,177231.06091760215
004160,2204.3099788854465,107584.61469939441
004161,1899.6311842466346,38400.654691873606
004167,2610.871073678327,75733.0954259548
004170,1658.4013117657669,316702.1423540673
004172,1508.6084303550608,197540.89517212656
004176,1825.8108596467134,225100.710098967
004181,1772.948977968376,173173.37764439086
004186,1697.8428533684187,98387.34588966965
004193,1506.6312107907247,149339.47306510835
004194,1713.997839902748,167498.87981563734
004195,1534.436366594333,122508.2372923896
004197,1750.5595559357407,133016.01037085845
004198,1736.0600515635488,125879.26985766283
004201,1848.620297290547,127210.88060043067
004202,1348.4510015646272,69879.90333385045
004214,2186.363990063272,212688.2693532358
004215,2260.854721318316,118921.25342219057
004216,2245.450585377031,154022.45599818495
004217,2151.4054807244397,220922.3161016036
004218,2330.401533229188,121345.31522235172
004219,2259.7777890843977,229852.97533136472
004232,2146.885888772252,270113.6385158353
004233,2112.4818120939976,1716420.5750664438
004234,1956.397663435299,201406.75013707895
004235,2180.4596517648465,169685.11382801324
004236,1671.2295270778127,384549.20242604456
004239,2536.481674555622,492392.12113457924
004264,2053.0256031302088,129608.94669427192
004267,1818.9368408954895,217323.5056123266
004275,2136.022139058035,226449.93675331026
004276,1944.1452946783193,118472.28827106084
004284,2167.9193797092826,61478.69243166466
004285,1952.1273463326856,120170.9801392312
