track_id,spectral_rolloff_mean,spectral_rolloff_var
001017,4117.778921681352,450535.8703319536
001018,4285.132441088545,1072759.6881264069
001022,1247.6081026699264,1109956.8655105804
001023,2757.117332736251,198355.55893975977
001028,5220.025393650755,2253923.956963538
001029,3313.4486930829466,2036632.6209569015
001039,4473.760631747434,337983.8116645514
001040,5410.763537985331,400689.9368918429
001041,4929.0269209007065,634167.4550219335
001042,4328.640131054234,2319239.5619542724
001043,5173.2061053689,1145410.3249076542
001044,5452.78747700426,1909138.5290746614
001045,1811.58287467927,732624.4209420391
001046,5863.611303162519,797381.3123772651
001047,1596.0089910316615,104533.13168387837
001048,1557.3292868900078,727410.2551462323
001052,4616.415653095998,2220994.34693018
001058,4270.896508581041,1349830.2304929125
001059,4171.236641290666,2104751.3078202936
001060,3796.990905336222,825932.8756166555
001061,4518.3837890625,304202.12505035225
001063,5090.004565599623,750147.0735821082
001064,4332.45382286833,159068.52785224182
001066,2175.244877012036,594477.4450982085
001068,4122.615969633521,1651215.1129940825
001069,4237.821108273625,1600762.082747827
001071,3496.8270606905985,703230.0259138468
001072,7631.48561177745,6409223.697948903
001073,4774.275848317865,2305169.4393773954
001075,5288.4779619117935,694574.4635788063
001082,1502.0866376341357,120800.9790673432
001083,3241.0306213993513,674913.7383408078
001085,3120.2712173521013,1031181.3726551139
001086,3659.9617305321926,1138900.1874740403
001087,4264.948147023637,603750.721747449
001088,3427.915806847889,1012462.0844848221
001089,2270.5288844982597,651444.5855569445
001093,4121.376805847593,1699705.5444334946
001095,3460.9244892525176,725471.470587458
001102,3600.6746438152554,4619422.010357694
001105,5583.421130664214,1199263.5539973206
001106,5601.8769705230925,1076644.4614991902
001107,5851.160074554608,2568563.112401109
001108,5021.6412254386605,226205.21601183966
001117,4362.322190853393,446000.5776836069
001118,4744.168291749371,432699.8418533019
001121,5424.449047794829,20260.989470667613
001123,6774.419092818068,739581.013993268
001125,2770.6887371302205,4266739.000217974
001126,6047.349459831787,1349651.5488318466
001130,6343.418512543503,534130.868783332
001131,4889.980268293716,3124898.597476592
001138,3133.4640892365137,982132.2342557572
001147,4223.076451757359,466382.12026563124
001148,3853.984673793329,91291.63377782093
001149,4680.96975833293,828787.8753251407
001150,4070.191732526102,33232.832850785686
001151,4197.084417143997,1317459.6036906948
001152,3144.9902003352536,1205633.7968171232
001153,3610.489347828718,1041432.217304184
001154,3625.89663618402,875013.5283593149
001155,3182.910988332688,465042.17594769667
001156,4780.19595925518,281457.7821828034
001157,4458.930165585121,1157890.5034702232
001161,3872.012987601508,272869.32653976406
001162,4990.732641242254,1337803.67053638
001165,3949.169468713747,296682.94176127616
001179,4885.439135912123,1473185.1877614232
001183,3359.1880272378485,233658.66638834597
001193,2179.6914085158064,1480686.6378932896
001195,1517.8659956859049,649650.6674068524
001196,2714.0329312282483,1561414.8107783513
001197,1370.0187748111928,581605.741730575
001199,1398.8575882915375,1218020.6303231667
001201,4381.840041180529,814963.4760939204
001202,4244.955408932715,1247843.5975006984
001203,4494.44318161188,1198785.833602304
001204,4253.440456877175,762032.2790739401
001249,3517.6430463606216,1214443.7762307893
001259,4405.358101913487,993798.5399540481
001270,4291.802199644721,403800.08204561216
001276,3652.5841520446634,1610167.9111604255
001277,5007.203623493174,1485587.6650204903
001278,3016.113960991879,2676953.661604528
001279,3404.114195028079,267414.56964344584
001280,3952.193426698054,235741.1753591504
001289,3783.2887160510263,114025.61701364724
001290,6567.877145260457,931098.1093030496
001292,2414.9212093338497,897407.089970668
001298,4664.740628479619,244541.25109534463
001311,4293.774036135836,4309968.435707887
001339,2921.718738653418,701786.583944571
001354,4541.479303077798,994584.7532879938
001356,4619.887944551189,1035497.6273475214
001358,3601.049351526247,1322922.6674915347
001360,4653.890629538633,764797.4475964354
001361,5702.0604675717805,881163.0534394925
001363,4081.792952864785,1219954.6945792409
001366,4666.684774235064,361045.940066338
001382,4758.0372757915375,797716.9553333157
001383,4625.593899018445,613460.2820474867
001413,3768.610777437548,172224.63227527143
001416,5220.017053912907,680457.0010702464
001417,3855.5859034602536,1558058.2662240178
001418,4755.640384824536,865082.5180954942
001419,3847.2711848252325,1211121.1403597458
001427,2907.8484130292923,859217.6511107734
001443,2427.7143671935514,104321.49647971445
001450,4921.9023596106435,969388.6240310379
001451,4298.400964005616,1343455.724600179
001481,3208.0386184704203,4920582.905142325
001482,1141.2347464114544,1299423.5743621292
001483,4842.360365178399,116141.77166890303
001485,5464.187898643251,183673.2563078663
001498,2903.1795014160534,4220939.290494113
001510,6476.940643759683,4343458.26539145
001526,6237.139821661986,1160134.98799279
001528,5921.2805903853605,838358.8698021743
001534,6197.659502686871,577696.9909894589
001544,2565.7319460556846,189852.63104449335
001545,2439.4483783464852,1511656.7043073412
001547,3254.5862751051336,1172669.9291771792
001548,1392.3139319895593,317195.08597475145
001550,916.1770070511891,68719.00461184049
001551,1262.3902783316416,316064.97681851103
001552,2216.652281722018,404375.364484136
001553,1177.8211763531178,45794.54690277534
001554,2746.826096231119,267329.78822739323
001555,1108.6180316857087,183256.55223091567
001556,967.0176227548897,15768.087707934912
001559,3079.756770883763,2512319.5176563365
001607,3576.135452164298,340287.33508730924
001634,6559.025329448231,778821.9163342747
001635,4777.423393090197,3178935.941885593
001638,3575.8107054814386,6614448.999911369
001640,4705.271754423654,2995487.8686597534
001642,5989.822113698481,3041689.315849909
001644,6495.010725558726,587029.9425434782
001649,4527.189291372388,923544.0489327594
001652,6003.938695004112,465036.31172497454
001661,5697.573880883562,918135.4659401021
001663,3840.9871891313805,233158.40292876383
001666,4098.9561333571355,1052207.3894603543
001671,2441.474934643687,398018.0833701709
001673,1846.476331387761,108058.79744633692
001674,1821.6489382624902,480134.9639421979
001677,4202.52733769849,552058.6297339596
001678,3950.168689276392,1597808.0115233536
001680,3364.9257668776627,940795.1370028139
001681,5230.608520980587,1727992.228547231
001682,4400.129086282436,1403449.2957621485
001683,4502.5045089544665,1630074.1064944828
001684,3889.978982347744,1894393.4147293186
001685,3419.06734499056,1234226.3016647173
001686,5556.967482208559,1521559.0625316093
001687,3709.1734657908114,1985568.0184125889
001688,4232.531766603828,1173277.0214110534
001689,4659.565327726218,986317.5200614361
001701,2692.1424351580654,1042395.8456647041
001702,1828.6485711825696,910447.8976351322
001703,1901.8688766278563,559239.0151265915
001704,3790.493243365719,996147.7546890422
001705,2152.7782295398433,576615.6766663135
001706,5109.256995546089,991971.9045237893
001720,6096.3150083510845,148105.4186654395
001730,3950.2436308185906,817557.1018067591
001732,6989.223089018997,764031.3589727051
001733,4994.320869888341,454940.9013334296
001734,6560.596554118658,266632.4395229572
001735,5667.827617429561,1157993.3437864154
001736,3684.3460662156276,883293.9646766476
001738,6216.009563968242,2095079.8316101965
001739,5881.5038269467805,574727.6435970921
001783,3490.9518991988107,679028.5336452889
001793,6780.885601707511,2514511.7785449703
001797,6020.79868213231,1658090.2616971487
001799,5643.508941863139,1377619.3226835416
001804,5184.0477645720375,2933408.553282086
001810,4968.0318748184545,602448.143991037
001822,4209.199966466067,714063.2330743949
001831,4093.6520600854474,1579408.26808678
001836,4104.952404870256,1198074.1744546292
001837,4238.035806536398,510504.30898568546
001883,4723.482136383411,323636.2479807532
001884,4222.434291943019,1300180.0311771566
001888,3189.054059871665,712848.1099327446
001889,3570.792195669539,760665.4838756403
001890,3654.5576126558876,1184027.1948742126
001891,2876.4673210870933,531154.0318448202
001893,2324.7102650259003,1928785.2992761931
001894,3452.473580698956,975764.5963895798
001896,4013.3194288355567,669811.3572182559
001898,3504.2160684244286,2543295.4497285928
001899,3589.541661379785,315430.6411312496
001900,4050.39383986493,843906.4769794802
001901,4260.071528853602,1485658.542172472
001916,3711.7962972194027,1383656.0031081552
001924,5521.006532605538,1135271.8488907733
001925,3414.8196191632833,1740220.4357926943
001926,4666.818003643417,1138385.7316348434
001929,2101.93084787713,213551.26619759554
001930,4036.549875036309,1091879.5678581088
001940,4572.678262369287,666829.7948699264
001941,4048.609135965337,661083.2326509258
001944,5326.486765425609,602554.1339832062
001963,4960.918078433627,4069368.9532034406
001964,4529.974747589182,4471542.873121653
001965,2931.5763087904243,2628490.6902982844
001966,2812.092884634005,3817232.7926521846
001967,2450.3053173941416,987983.7842465214
001995,3434.929526378534,728329.9404848823
001996,4825.943878244635,200876.83640962263
002012,4873.873157899507,866003.1787212164
002096,1887.024143257407,245608.12421894347
002097,1941.568821599478,407815.8468669959
002099,4326.480861341741,2153376.6937261857
002125,5491.675674592128,159354.4384651831
003263,934.1423761558385,1139242.1534418403
003264,778.2810155039698,408059.64072541107
003265,1502.8610335701856,1696979.8941869156
003266,3338.5874170714906,3222363.4314440787
003268,5826.996345254495,2303221.951043052
003270,1756.4822267137877,871066.7629220539
003271,1475.5581572848082,2391874.424178252
003272,2243.481218380858,511348.3521117841
003273,2018.0591556699535,499850.8167156018
003274,1793.9256566306553,197562.57799776518
003401,5402.9742228347695,448869.53100646863
003446,2566.7311666183296,2695633.8249889687
003449,2655.76171875,4350283.019940981
003450,2169.1407951987317,3474910.4458093354
003452,4861.475044327314,5725018.655654809
003453,5180.044690404725,5461704.437308288
003454,4126.669082227924,4713080.657334329
003455,5248.855867393251,3716959.5081135835
003458,5748.2577649180685,2445897.5552621074
003459,3176.8980373438712,944581.4681247695
003460,2447.946571214175,4551822.648096793
003461,3592.289517927059,1609541.817470996
003462,3259.878428937113,1215591.3348986602
003463,3426.18575306337,613193.2437001287
003464,2436.504450885941,1390627.9796335134
003465,3618.0777352813225,1527366.445450651
003467,3666.3405722005714,922406.7671736968
003468,3740.305707179512,1600540.289308699
003469,3140.053075528902,1002910.264724768
003470,4565.247233450551,647982.2556013342
003472,4649.348297473173,357345.0427204344
003473,4069.408442159663,778182.6112132872
003475,3624.164653875435,631668.3795708413
003476,3072.876487158695,895819.7793401161
003477,3516.5652529546114,1748187.668422646
003478,3128.202308046088,1116139.601838023
003479,4025.734744326421,1601904.2705785644
003489,4521.73914359024,1363461.752068687
003490,3599.30575937379,1266770.9933859531
003491,3990.420624274942,390510.2402962046
003492,2848.228252791473,3352682.2640608074
003493,5768.350425065255,1718841.2733449722
003495,2739.804036962626,886162.248947768
003497,5246.237189708801,720739.0252168569
003499,5510.306648945827,1723799.2931602583
003501,4606.298544899217,1032036.0024027122
003502,3111.714388322941,564563.3823678604
003503,3747.5779585834625,1681010.2342348613
003504,4139.2795075949825,2797764.82838303
003505,4762.398958686338,326747.3800805542
003514,4777.273510005801,1886380.2524820042
003515,3674.822085592564,896936.1958895165
003516,3835.1917098680397,900534.7616970884
003517,4047.6083674235088,2391257.9844166306
003518,3614.500761733879,2030316.6941585906
003519,3845.400413283063,981898.5567338502
003520,4219.86565268566,1202439.2207524737
003521,3759.69559767743,1105475.5744906445
003522,4787.157466737964,839712.0896743898
003532,3852.4948792778423,3288579.1834357707
003533,4738.029122407917,1403031.2997930737
003534,1531.0924716184159,2739777.1753578843
003535,2744.5660272741575,1534439.2138518197
003536,3361.147865632262,1320032.1291211434
003537,3111.798043697957,2938704.81873772
003538,3239.5294685866093,3434581.1571524395
003551,4000.530547268348,835533.7017279333
003552,4157.109125375194,591367.7580972059
003557,4042.9631334418573,3815689.8858899362
003558,1426.1952489591401,75778.01105897472
003559,2833.8811108794953,1794014.370892634
003560,4490.222422871955,1864944.3096236442
003561,6165.4264159021595,463555.6526962577
003563,2529.6760021301316,4119122.7761973627
003564,4430.635847332494,1669750.9852579015
003566,4063.8716624673725,4562808.663428133
003567,5742.893597804512,1097193.7459541506
003568,3188.140003963739,811100.1955805253
003569,5491.525559310854,1293249.6179034268
003570,7631.560669418087,1349886.9193336105
003571,5811.208660364704,545027.9596193352
003572,6750.917711560805,119284.90555924315
003573,6744.314129114704,520667.8466220058
003574,6023.409800518417,405900.8335433743
003579,4195.18836839175,285926.09508281207
003580,4736.637508472115,341385.88199238863
003581,4049.785039001985,711073.8083010631
003582,4202.243786611638,294527.1964420702
003583,4361.722658515806,468603.1023586897
003584,3534.447618125484,972007.648131423
003585,3907.609188159615,945143.8553154158
003598,3477.0452025137974,3381858.514561933
003603,6369.822915911398,467901.9779917987
003604,3896.8092276457205,1172551.162379617
003606,4766.368673902256,1907363.4923089733
003609,5668.070314765806,1602830.5093041065
003612,3794.5650671584976,689919.3567633143
003613,3801.727876434208,385102.3424087039
003614,3102.130197759571,816179.4394233025
003616,3455.1867496127034,1239959.8288708867
003618,3466.170184359266,788088.8004582622
003620,2866.734847017816,246846.6216730273
003624,4245.463346052059,859994.9965195473
003626,4232.273634625145,609127.2194020022
003638,4006.493459830074,780632.4734921404
003681,4019.764401464617,420036.90957563586
003696,3239.879737576249,536810.5810044445
003698,4756.686238260069,860584.009859755
003707,3981.5358881054235,793142.5078655714
003708,3793.2463630422153,1811212.5981820251
003720,2503.5059047613286,164440.76618390874
003721,2570.215467812016,291192.6093054208
003722,2569.5816477355247,181164.8843371821
003723,1727.3098237195004,160982.64939050956
003724,2809.691646425464,203701.43680811467
003725,2491.6050988514235,277319.6724982493
003727,4451.693685400126,423411.30854271044
003761,1841.505209088602,178448.94002564353
003762,2807.3934391313805,260848.95880109465
003763,5091.276520744578,686905.3056838193
003765,2310.799582294491,233589.4417735269
003766,3760.6129688407727,416683.2359253219
003775,4518.753517440453,1373238.08416445
003776,4049.87424775232,1703397.568128498
003777,5191.586887587142,3405195.3850854184
003778,4608.16384691494,1490569.694831452
003779,4301.495006747434,1667405.629540494
003812,5204.963827096243,847548.1191529841
003832,2624.2069306436388,2991361.0661964393
003833,5111.45868633811,662889.3429575741
003834,3989.672208589514,1446642.4225584029
003835,4008.881224169809,512365.459705961
003836,4416.638155271172,1234497.330758175
003839,4120.327624256815,564216.9904813914
003840,2957.8047843241675,825488.048640015
003842,3335.895139426801,2853415.97570891
003854,2853.658138071263,1765563.493884801
003855,4489.747909203137,2296195.329689435
003856,3827.6226141060033,3030140.046405607
003857,3835.6205710507843,3095151.340555884
003859,3928.5438909331497,1700275.8801443554
003861,4217.2636544769075,3591271.9470542455
003862,3651.1436090668503,805636.073750951
003863,3918.7765099332946,2351100.146333225
003880,3511.871947769413,258267.15674693126
003895,4310.268410964127,890256.7605845395
003896,3396.174764596243,670940.1771230695
003904,1752.1998713022042,888064.5917976131
003905,1867.1255287507263,1012367.1480331616
003906,2456.342274960122,1918133.7341549506
003908,1545.0281735633714,357816.2843387072
003909,1557.2458895115221,882640.1974668019
003910,1334.808401614543,225842.2393334741
003911,1605.4560048397623,645069.8776139192
003912,1858.3938232232765,1507466.4003215046
003913,1487.525681097502,210687.48244729682
003915,2367.5448742930685,1405402.6040393848
003919,1868.600740012326,439962.47981019085
003920,1723.8988709394364,154923.84528232095
003921,2629.1158370794665,1323192.2309507336
003923,2987.7861418897655,1163012.8992665997
003924,4713.381681862674,1499418.2376676663
003929,2330.4821182569603,3596451.7960702945
003932,6123.190300536543,764763.3113374765
003933,3375.2671385585845,2571262.603828843
003934,5463.470681188274,846765.2822529228
003936,5112.200923006632,3146887.7276850645
003939,4934.792304868764,1337373.5943585811
003941,3939.5670635953234,290481.29207157966
003942,3774.880422074391,427252.0360170939
003943,3868.9711827072038,507503.62049342465
003944,3915.1626622317285,532779.0015580602
003945,3971.3771457185326,447912.5856976127
003946,3807.1153470843824,449830.3138871741
003947,3939.9350053473026,500311.6537376424
003948,3882.146749474333,493429.2620251455
003950,4114.265686176769,934927.1844990178
003951,4386.236869652697,831858.1593802434
003952,5432.0211105169665,1746751.3729644471
003953,3883.7954634026974,1949086.9973670768
003954,3542.9708302067197,1371609.640938024
003955,5124.8940040121515,1133874.0678586839
003956,4156.707579575116,1148854.9447037685
003957,3597.5127157363477,819525.2278685613
003958,3828.3733388603796,879570.4487457027
003959,4013.7740509718724,1084382.2457293381
003960,3714.694036851073,4453113.049032879
003973,3500.4715261304223,1135602.2159689195
003974,4843.369473458075,1516112.8392047426
003975,4471.633998596049,488579.1276863503
003976,4444.454792947569,580687.5663490716
003981,4407.367978734992,453871.1681430445
003983,3915.570677294809,1584790.2990897256
003985,4337.216774216938,466307.05496462714
003986,3585.6786277292313,817351.7745474458
003989,4884.501060527207,793038.493817077
004004,3731.732456671185,435362.92482609855
004013,3563.3114508193744,2390286.663412157
004014,3588.5590944931846,865731.4159167564
004017,3595.7113323610574,963558.2729138028
004022,4045.5276383048144,489087.7383930462
004024,4027.708204937645,498757.3119586834
004025,4292.634883446925,762411.1864634905
004027,4417.912161488544,807667.7495828257
004028,3968.922940822279,1535154.4267890092
004029,4327.098001942535,1322592.7112507892
004032,3198.472939158114,536800.2000664502
004033,3876.1933956840626,1200278.2357407887
004034,4600.991672365172,1229393.3807827071
004035,5023.747915458237,968970.7021147605
004037,1374.5361328125,1404603.4496123719
004038,4505.376577931352,1591655.9526778378
004042,4119.30509370764,1306412.9462113117
004043,4038.3748844438805,1300385.5926134526
004044,2770.1440032557125,2943404.70926532
004045,3585.2449613611057,1414235.715603709
004066,2381.111912095759,2865430.612637635
004067,2036.9559502989446,2490399.310905868
004068,2418.5717376921402,2310453.8325848393
004069,3662.587690168716,1306521.519989432
004070,4776.1011479715335,2600476.216520706
004071,4730.874749618755,1802434.6201226923
004072,5148.625505274797,2804524.1050189026
004073,5854.170719917942,2094014.2007726652
004074,4169.660430837287,2307547.360977441
004075,4725.6624134634,756431.3651203972
004076,4821.736193478892,1755127.8150406294
004077,4819.759675608782,1832352.4830048145
004078,4970.283604037568,2129581.7008134346
004079,6046.643529725019,1331916.4530619115
004080,4871.833082584107,1235290.0181948813
004084,1986.2253249661114,78971.06478635906
004091,3746.993841538573,1836079.9296265438
004092,3613.0649787920534,622406.2516329275
004093,3602.9728511093385,603584.9281402837
004094,3576.6683697977087,1179381.0282259947
004095,4093.4069569315543,1635830.6858170016
004096,3164.263334503292,1614941.4978730758
004097,3306.080576618174,1079576.3244946953
004098,4026.575548569423,1808712.175360221
004099,3575.987852349196,658676.8645103212
004100,3750.0248105785963,585616.3627765105
004101,3138.651999570343,969634.9077310531
004102,3292.94801787268,799898.376070979
004103,3730.94852131342,763093.9327226069
004104,4379.975087460121,687904.4869245625
004105,3640.0703979775853,383374.6506936224
004108,4366.578320917651,1238110.5748250734
004109,3948.3034775594547,1408009.555372593
004110,4159.244098264427,1030176.2167868504
004111,3847.149049267691,590236.3099288074
004112,4707.8904321081045,3191830.540659241
004119,2359.1033439133907,186582.37855586156
004125,4179.68132567793,781329.9524610306
004126,4060.207853737674,651353.6495640067
004133,4522.14779074482,3675413.212636352
004158,3877.3171834215486,2709287.542310294
004159,4466.988764614398,1331441.321363578
004160,4705.438549180625,1184731.5646434322
004161,3632.141764700551,308607.4191559262
004167,4817.84987564146,511903.43684086256
004170,3401.6789915762974,1977413.3890556009
004172,3208.930970420217,1358638.3789009668
004176,3842.9439960665604,1569177.5814008773
004181,3601.22421512471,975019.4817893206
004186,3626.1430357704785,945248.4588312726
004193,3158.786003661543,648006.493883778
004194,3678.7137697578305,584405.3283924287
004195,3321.025386842806,501433.66857540875
004197,3657.638542724043,443685.7988292744
004198,3722.7211087043215,438121.45420843747
004201,3677.2815536180397,483124.3548852038
004202,2966.9534767440455,268696.53494541446
004214,4505.826923775175,965155.8269100208
004215,4466.732412811775,441455.5054795957
004216,4595.723460611224,710181.9543329196
004217,4350.048960501791,1008635.0514281921
004218,4513.18257255761,486465.67885204457
004219,4395.146586336282,977817.4586003347
004232,4130.7861328125,674958.0016600837
004233,3997.63166600203,4329384.107134706
004234,4146.492639093968,975056.7637854064
004235,4350.922749601218,691910.2667739283
004236,3164.2484094040024,1275488.649391056
004239,5881.675175342515,3750429.5680651558
004264,4666.767184776821,671412.8212522042
004267,3994.5590627718966,792838.6111846481
004275,4574.2568721904,1137206.347160329
004276,4149.871245559019,699839.8714631087
004284,4448.5882327617455,342693.28318166203
004285,3603.8926151905016,514152.76651708153
