track_id,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20
099369,-198.55281,51.069374,-53.798023,22.381704,-42.4482,4.6410313,-18.191257,-12.353396,4.377541,5.988242,-13.657271,0.4317784,-10.497334,-12.676808,-12.059362,-9.844278,-12.031508,3.6893127,3.99191,19.560394
098077,-57.453526,125.670265,-14.575808,51.475887,6.5829043,3.8048956,3.756429,5.609995,-12.247617,11.5057125,-6.0143747,4.006289,-2.858842,-3.8867497,-5.2293463,0.9381645,-10.684679,7.0832953,-1.8759341,2.6202052
087157,-74.726746,136.48753,-11.897613,62.943474,6.3572283,10.279537,-7.393766,0.36232284,-13.77965,0.19325991,-6.694238,1.4401642,-7.596685,3.0086036,-4.51314,4.5663548,1.5030061,6.1770663,-10.580556,-2.753507
108464,-134.72874,101.82378,-6.8134937,35.01025,-9.790308,25.527102,-1.5294496,20.594034,-0.013288171,16.351234,0.35665843,10.898087,-6.154115,5.597153,-3.1261356,9.679641,-2.6292117,10.39789,-2.835577,4.99577
116882,-32.061512,74.03826,-5.5847106,28.990294,-11.842047,6.0616693,-14.956645,3.9231107,-14.147467,1.5732377,-13.027679,1.0450505,-17.761612,-2.801969,-11.85471,7.324638,-6.5337877,2.3804448,-14.840275,2.1890259
119569,-103.97054,125.62321,-78.37739,25.16414,-39.78985,4.4296894,-49.98038,-9.471769,-8.99815,-1.4034781,-9.40351,-17.64145,-11.583749,-2.6464894,-5.2526913,3.1939085,-3.911269,1.7567482,-10.389384,0.8252112
051263,-95.953636,62.925247,18.175743,31.725386,6.417717,16.890425,-6.03001,13.331598,-3.865029,7.2817583,-11.078239,5.868132,-4.676905,9.350185,-8.584275,4.3165727,-7.216708,9.080669,-3.1431031,2.30594
046079,-27.909107,98.086975,-4.733308,26.782963,-2.9663947,21.038267,6.288425,18.398493,-9.370397,16.164988,8.0467415,11.277485,-2.3662353,9.351564,-3.5627646,4.6415534,-3.0808682,7.087641,-6.540808,4.3769045
039875,-224.61667,181.74556,-96.54398,7.707431,-15.987021,-7.7096734,-14.088252,-13.414826,-16.189772,-10.391293,-7.5485034,1.3099449,3.227781,3.5862665,0.29263228,0.3267971,7.4276266,5.616956,3.961927,5.679116
096728,-346.31372,129.53421,34.03556,40.847984,20.921513,12.437284,-2.2030733,0.33200583,-8.0299835,-9.792569,-13.054108,-3.6910117,-7.4765944,-12.846151,-12.450406,-16.793602,-13.4197445,-8.735039,-7.474871,-5.6164794
108302,-74.99443,86.08029,-5.686972,25.653803,9.534033,3.3023431,-15.0205555,11.100623,-10.1099825,7.7599955,-17.096838,-2.3052673,-12.911344,-2.025498,-11.03669,-4.522867,-15.427833,-0.44422606,-14.328482,-4.183408
107031,-51.979897,81.38537,-22.794506,11.210593,1.844407,8.45996,-8.10636,11.142269,2.3914979,10.900104,-6.249068,10.174357,-7.338617,5.569648,-6.9953895,3.810866,-7.1331315,1.3703899,-8.230409,3.1549346
045941,-187.87062,185.2351,-25.382122,29.3148,11.103366,11.265004,2.361313,6.539038,-3.1203737,11.53382,-6.583908,0.48887715,0.7732998,-3.9290407,-9.000726,1.3615628,-3.3915274,-4.6299434,-3.0101655,-0.32206213
126216,-388.27353,152.22813,35.072468,36.386757,9.148222,8.676625,2.4700332,-8.777555,-12.014567,-14.305021,-10.978645,-5.9811788,-13.533543,-8.061786,-12.8852,-6.8862042,-7.3780975,-5.9654927,-9.94451,-4.790541
072135,-183.57184,74.52882,28.197636,34.715687,-1.6032596,17.337309,7.1560626,15.658451,5.903418,16.32595,6.1386404,10.938487,2.0272815,11.294507,3.2406628,11.241197,1.6429715,4.6569405,0.027636161,6.4568763
097813,-204.016,152.64906,33.460182,25.443724,15.019513,11.788803,3.6108327,9.021657,4.245229,3.2785687,-8.667358,-3.8947322,-10.294728,4.020336,-9.379456,1.6329237,-4.317102,3.4063504,-4.25137,0.9882737
141299,-165.40373,150.65875,-80.31374,12.090201,-11.4895525,29.863512,15.068639,7.528451,10.956443,10.325266,4.866709,-6.711121,-10.724026,-6.450015,-12.184321,-1.3476044,-0.34857976,0.16102058,6.639869,14.387657
024367,-232.4449,140.87105,-18.965319,28.099823,-2.3518884,2.8590343,-7.2136946,3.0268245,-2.668024,5.1546183,-3.4311218,2.5027025,-7.3528123,-8.224141,-12.921374,-7.7824526,-14.731936,-5.6353903,-7.1727266,-3.3804433
142948,-113.80114,111.96941,-27.240294,22.069887,-0.28667906,2.0583217,-9.848883,0.67029583,-9.054411,5.135972,-12.859577,0.9942324,-7.5368996,1.5425625,-6.49595,-0.17378512,-8.4818535,-2.1203866,-14.961662,-2.8929389
144487,-221.94325,145.76779,-55.495262,21.569881,-7.870426,1.8784723,-10.033055,-9.582433,-11.127917,-2.2346692,-7.376346,-2.064324,-8.979108,-1.2476069,-7.7054296,-6.8536773,-12.12863,-8.395771,-7.34029,-3.7389843
056929,-25.714432,112.62271,-60.15815,63.970905,-20.370722,12.443743,1.0725374,25.591566,-2.900813,7.810885,5.8190174,5.84493,2.0200498,7.5705986,-8.418061,11.51012,0.82989186,3.0729868,-4.3696747,2.638113
020667,-9.813958,99.006516,10.43861,43.322884,7.2309356,16.209568,-0.9726048,7.2741847,-9.903816,6.73111,-6.303056,10.387137,-0.34672317,11.685168,-1.8708961,11.67959,-1.5241613,10.471913,-4.339433,6.14169
117961,-12.570931,107.12972,-5.5224476,43.858795,3.679829,7.0904245,-10.576874,-4.6526837,-13.993567,3.0517015,-20.514004,-2.3600118,-14.012052,0.690146,-6.3083634,3.201106,-15.36929,4.7583156,-5.3966317,-0.5220508
108841,-76.99725,139.62802,-0.3919087,43.372345,9.797857,21.870659,-2.15337,14.6562805,-5.3890305,13.950662,-4.8028283,10.226964,-5.07787,4.4367347,-2.8536322,5.2548876,-3.8257892,1.8184748,-1.3494749,1.0003903
001681,-106.41032,77.12315,-8.869419,22.904428,-0.39471865,11.353243,-3.1251066,-3.3795273,-11.972137,9.456725,-13.828845,8.48332,-6.935771,-0.9938989,-5.1628585,-8.338411,-15.896265,-1.9207343,-16.854982,1.7364062
061175,-4.8538184,61.8077,15.1744175,27.950668,-7.8185663,18.118769,-4.9454403,5.246178,-7.5588045,11.432198,-5.04029,14.02106,-2.4339373,6.821533,-5.89438,4.1198597,-10.143215,6.710768,-5.6981115,5.0230584
114298,-8.107778,33.139256,-14.213858,17.06669,-5.0568786,9.207101,-14.15109,8.218132,-9.175536,7.4674935,-11.326607,3.3507247,-8.033757,6.690538,-7.204774,8.772659,-0.18383978,15.047474,-0.18729302,7.819354
024429,-75.53764,173.62442,11.345807,-16.909363,-8.522541,30.89068,19.358099,9.286236,-0.97058505,1.3121517,-16.75794,9.093027,-11.390661,-10.246349,14.897734,-0.3137933,-17.836353,7.2655964,-13.047922,27.315773
005381,-298.03113,113.603294,14.464856,39.863743,13.316034,3.008892,-0.49341097,-2.9045706,-5.0516133,-2.715389,-7.803887,-8.211146,-14.555929,-11.175899,-11.038475,-5.499833,-8.653863,-5.1007447,-5.586491,-2.0939124
125723,-11.211256,139.1918,-16.94353,33.673397,-7.041626,3.564168,-11.649858,1.2643096,-5.2509365,0.9177851,-6.2689567,4.847728,-4.817969,6.576163,-3.2841465,6.4459105,-4.250698,5.7174554,-11.3545685,-3.0152035
036987,-243.28731,170.87805,30.975163,3.8327522,-19.581465,-7.897246,-5.47881,-15.284627,-7.411374,-1.4031744,-0.49763295,0.6135446,0.8312413,6.3967943,16.725782,22.07829,13.262529,1.9989299,6.304372,18.965462
090826,-97.67534,96.26877,-12.4151125,41.946613,-10.74873,14.394474,1.3243978,5.418008,-10.267588,7.8942437,-1.2958822,4.8504405,-8.615438,4.128594,-11.787528,2.9543734,-7.567193,4.1981764,-9.088163,-2.6793323
107596,-190.59805,187.41304,2.8701148,34.12645,10.780733,-3.0423038,-7.0784507,-4.9720693,-7.461614,-20.064459,-16.172337,-5.8134646,-6.667035,-2.5868673,-5.756609,-12.101465,-13.509804,-4.112473,-8.9459715,-10.43925
131024,-184.405,192.40276,20.43347,16.96365,-1.959366,-1.0645468,-0.93776286,6.9555426,-5.0771165,-12.139624,-6.8419313,-3.1479137,-4.21782,-2.6900816,-8.416723,-9.382205,-7.130974,-2.04316,-9.509988,-8.068412
073565,-112.6588,96.08199,17.633041,33.031406,7.6059694,29.551836,6.416483,21.430708,0.7313439,11.169237,1.8847426,9.450515,0.44202018,8.625623,0.20488027,10.325915,0.23781024,9.213077,-0.36533347,4.9438233
085595,-177.36743,133.25523,6.858851,52.898304,26.150978,10.047504,7.692625,-3.0935354,-2.4248087,10.368478,-3.2188313,3.0337768,1.0563664,1.4729288,3.9983554,7.9601088,0.16113625,2.1607118,0.5623959,3.1372483
071372,35.433044,75.00593,-21.316645,35.77561,-4.274496,7.783386,-9.574964,6.2656093,-6.514454,8.574939,-8.545495,10.093094,-7.6848674,5.572063,-14.062013,4.843965,-7.93742,-2.3715308,-6.809342,4.3821917
061161,-93.478096,86.678764,-39.885754,14.897841,-1.688068,6.666278,-14.016899,0.6953163,-9.638802,2.08254,-3.350887,4.6074657,-4.532886,-2.0466175,-3.3498998,0.905983,-6.8527403,4.072355,-5.9572062,1.8388236
086077,-250.84793,104.6541,50.440372,77.39324,41.179607,41.14119,19.98738,19.514544,-0.2641084,-3.0877156,-17.824646,-10.330948,-14.814415,-2.389251,-8.25925,4.254059,-8.654356,4.0719714,-6.2571664,5.133799
055549,-65.79771,119.06556,19.815536,36.375107,1.4048249,14.883042,0.59287256,11.313888,-10.771824,15.142336,-10.373728,10.296369,-3.0379279,2.7184045,-4.270723,6.667384,-10.931253,4.6974335,-5.4323997,0.2266181
119025,-94.201065,81.739655,-53.70389,5.2996297,11.138079,18.922285,-8.671958,5.8102055,-9.079682,23.057354,5.2323174,17.66639,2.6660342,15.745264,2.9167953,9.345602,-2.477515,7.8936777,-2.8113165,3.6613805
006677,136.32869,90.03783,-16.427063,26.994986,-6.630954,12.277416,-10.324847,10.725737,-9.823003,7.9377084,-7.6463747,7.178988,-8.154476,5.6700573,-9.094551,5.6147947,-9.367896,5.582903,-7.940093,4.5411654
059373,-116.71783,132.31932,-30.935436,22.42588,-7.21806,5.769063,-11.527902,3.5369422,-17.294605,2.394081,-11.685962,3.8278735,-7.009755,1.9610296,-10.871676,-2.709942,-8.207026,-2.0439556,-5.871442,1.0788736
061820,-145.33023,146.20132,-31.005144,13.405261,21.317705,1.6341484,-18.796907,2.3834527,-23.802156,0.37672332,0.13785596,-4.8792815,1.010821,1.9485205,-5.2514906,2.5153587,-1.3785155,-1.1668533,3.1466703,-0.11400891
009550,-18.763165,118.88095,-6.233939,37.178177,9.074221,11.411327,4.0133457,3.7728167,-3.829301,10.4105835,-6.975171,7.5195208,-7.643242,4.0687985,-4.856033,4.740237,-6.978595,6.4877243,-7.528244,2.7222924
038955,-40.984,130.47296,-18.170195,24.747974,-3.3450892,10.965457,-7.333832,9.000215,-7.843474,3.0850868,-8.699866,4.2027454,-5.96101,1.031687,-7.1208873,1.4324301,-10.218662,0.7192638,-5.9407744,0.35659397
000212,-113.37235,107.34288,6.8140054,20.152983,8.087084,7.2711062,-5.007361,5.9531946,-13.586635,3.483945,-8.254804,6.3597107,-5.9964075,3.3749027,-2.7802687,5.870226,-4.9043107,6.9322457,-2.0375216,5.75742
004074,-131.42471,103.85111,11.663791,38.95908,-0.06412199,9.130448,-5.187263,10.2254505,-7.0194187,9.067542,-12.706477,3.766314,-11.240102,2.6606464,-8.945187,1.3646529,-14.317175,0.5092694,-8.807636,3.8394992
148518,-89.22969,89.73661,3.0063715,34.7498,-2.6793706,15.26984,-8.14924,10.098166,-6.1428266,7.2884784,-4.7167726,5.4461765,-6.766572,2.984971,-7.5715003,1.45743,-7.233822,3.88934,-3.1400323,4.2233634
129694,-106.34515,156.94751,-16.520664,45.261032,2.6620333,0.8044256,3.8747025,5.349083,-1.1718546,15.257321,-5.43383,5.7199993,2.2477052,1.6826323,-1.5754384,6.4571943,-8.52409,4.1155267,-3.3882484,-0.9919919
108882,-165.223,116.179985,-2.9947536,33.195034,6.5446124,18.190815,-2.4563632,14.907976,3.4425702,9.826152,-5.1699843,4.4219666,-5.6954603,5.257401,-12.848378,-1.2242339,-11.9872265,-4.1137347,-7.8181434,2.2760317
101118,-25.776491,96.1043,9.694908,31.98129,1.0147506,15.26062,-6.240087,8.446344,-8.700181,8.73814,-6.9620852,4.114436,-9.182031,3.432497,-14.5437765,-0.9748593,-17.278929,-1.4347192,-11.652517,-1.0439131
063789,-19.607044,100.473694,1.7648342,31.845844,1.7693303,18.818127,0.7550082,11.94279,-7.544032,4.4489875,-3.3915427,9.289867,-5.739655,4.9185686,-5.837732,11.228934,-6.137256,5.8385534,-3.886101,5.5836945
116464,-21.713938,77.19675,0.18323688,44.360973,7.407179,20.447325,-4.257846,13.417167,-13.050073,5.4794216,-11.20028,10.11345,-11.24337,3.9791384,-9.222651,2.7986064,-13.232798,1.208395,-6.966164,3.4238548
089350,-244.47984,241.37045,-7.0110564,-8.00772,19.826757,6.256593,3.8634663,-2.0195994,-7.630947,-8.13013,-6.8090234,-1.0505397,-3.97216,-9.905626,-9.852923,-13.894557,-16.105532,-7.761107,1.1205269,0.7293838
107569,-194.53578,177.95345,18.245188,33.830704,3.9141803,12.6238365,-4.6356726,5.3569217,-3.8498855,-4.6902175,-4.832645,2.1279685,-3.7711444,-4.276992,-9.034665,-2.1658685,-7.9899654,-1.6652253,-5.4536633,-2.0511482
000574,30.625975,90.11082,-21.523712,25.461512,0.58468926,3.1635857,-17.334223,8.073594,-11.996963,8.776969,-7.043511,5.5762053,-12.51657,6.494245,-10.05518,0.022780959,-12.197801,3.0961127,-9.6201,4.6118064
094467,-144.92184,114.07808,6.9642396,48.231117,-3.8379068,6.9825735,-4.4802103,9.347661,-26.41253,7.6906085,-14.701403,-0.9309215,-11.2006035,-2.4308536,-12.943869,3.6281986,-9.9531355,3.5594254,-4.5575566,0.33844286
143303,-231.9176,154.71808,-21.533579,28.24963,-11.631037,8.481289,4.742431,-10.341196,-13.160989,-6.712122,-11.6557,-0.91111577,-8.94566,-5.698709,-7.376312,-2.0138319,-3.2080176,4.0378118,-3.0381567,-5.5730014
001642,-82.05556,83.46025,-4.066296,10.8914175,-9.086413,9.126717,-8.764522,7.335589,-13.733211,6.6309004,-10.136021,5.706909,-8.082657,4.1742635,-13.221941,0.8252686,-11.779725,0.41904512,-8.611676,3.0305285
152568,-188.55942,135.0675,6.6339808,20.369934,-5.003616,1.6994976,-12.775145,-10.728401,-4.404179,-8.572986,-14.404261,-11.444599,-8.574107,-3.9383554,-18.881565,-0.19957344,-11.694605,-1.124775,-6.680637,9.696516
110983,17.89611,107.640236,-22.378939,35.361225,-7.52195,16.61683,-2.900171,11.171486,-3.672398,10.064225,-3.8860247,8.800719,-8.106977,4.1654906,-11.55985,2.7365837,-7.8658085,5.283811,-10.275615,2.2609978
131795,-79.28547,91.42599,-24.240215,27.097816,-0.05167889,15.934693,-7.175094,10.745718,-11.201104,2.5092168,-3.034034,6.7479334,-2.3915138,10.158127,-2.175128,10.680267,0.6648037,8.70535,-3.3620946,6.0051417
