track_id,spectral_centroid,MFCC_5,chroma_stft_11,MFCC_17,MFCC_2,MFCC_7,spectral_rolloff,rms_percussive,MFCC_15,chroma_stft_9,MFCC_4,MFCC_16,chroma_stft_4,MFCC_9,MFCC_18,MFCC_10,MFCC_8,zero_crossings,MFCC_12,MFCC_20,MFCC_14,MFCC_1,MFCC_19,KMeans_Labels
574,2556.898910807836,0.58468926,0.39077586,-12.197801,90.11082,-17.334223,5335.69755761038,0.12169148,-10.05518,0.59372294,25.461512,0.022780959,0.54349005,-11.996963,3.0961127,8.776969,8.073594,94205,5.5762053,4.6118064,6.494245,30.625975,-9.6201,0
602,747.0939935150499,19.231575,0.18590021,-5.9182267,172.5544,-1.6291621,1068.1536236444615,0.0046155597,-10.70841,0.11661178,22.56065,-3.9042628,0.2143343,-17.539286,-3.0767035,-14.35772,-7.5494075,22767,-15.475024,3.829956,-4.944693,-400.90445,-2.968584,1
615,391.4167820979521,15.133436,0.041923907,-3.6142328,198.47191,-2.9419901,464.96230831279,0.0039143143,-11.374622,0.9974435,43.048096,-5.753817,0.13757543,0.14748926,0.8285203,0.48433456,0.60376626,12511,-4.3753104,-2.8373818,-10.7599,-447.54758,-1.986114,1
620,1914.0050875882364,1.5827646,0.34038267,-13.990017,107.00436,-10.302429,4078.640531958026,0.022671709,-10.091147,0.41112733,27.463406,-4.2040243,0.12354011,-14.628398,-6.107677,-5.219989,2.547595,47633,-1.3855544,-4.1900673,-2.7014549,-164.15657,-11.771622,1
621,1733.5746632559249,-11.54145,0.24590084,-14.0928545,112.715164,-19.34405,3323.460590294588,0.047076084,-8.279036,0.22154129,24.365047,-2.3074038,0.23413649,-21.244299,-8.360726,-3.4278784,-0.45495987,60597,-9.4559765,-5.3220525,-6.878522,-118.99839,-10.925845,1
625,1678.308972020768,-2.956422,0.16206709,-10.483635,115.7373,-12.485493,3214.5008768670245,0.033505496,-13.589014,0.17285448,21.494993,-8.433915,0.12714028,-15.285694,-4.4118347,0.88276726,-7.3709826,57367,-3.0101435,-2.4869592,-7.1660028,-125.650314,-8.994348,1
666,1664.843972330857,-37.731125,0.38372782,-11.765162,145.1538,-17.833931,3604.779774960122,0.04814368,-9.411591,0.26226085,59.167065,-9.666626,0.60183537,-11.88579,-7.7049966,-6.607049,8.874446,52429,-9.493295,-2.483066,-8.4250145,-97.04166,-6.249454,1
667,2103.765730797733,-49.366062,0.31993824,-9.763054,127.14473,-19.965921,4302.996159560176,0.052910343,-14.614501,0.30564302,60.976883,-6.4828143,0.6555872,-14.814437,-3.0727856,-1.0910249,8.393132,77459,-0.03462471,0.32459635,-7.926704,-85.69615,-3.8390458,1
676,1936.126306763316,4.334883,0.45645443,-7.291834,106.61018,-2.0648715,4385.342731076927,0.07853725,-5.824202,0.42945805,28.678093,8.735525,0.27601022,-14.086585,4.094825,4.459609,28.330322,44567,0.6278204,0.9506025,5.412935,-105.693344,-0.70880395,0
690,2503.05440447907,11.466791,0.52487034,-7.751168,71.167175,7.091237,4653.657116878873,0.10082351,-7.7146564,0.55106866,64.00026,4.719316,0.43450394,6.187785,2.0689564,5.1553493,13.740902,82985,11.05105,2.1657104,3.8423233,-15.240304,-3.6245208,0
694,3030.432472088663,5.5174,0.39714083,-4.1765523,67.28424,-11.502304,6404.318206574361,0.08498007,-3.8597214,0.44935557,21.082752,10.060799,0.37137356,-10.335434,7.615145,9.129087,13.899799,96421,10.326848,8.6350975,10.108788,-69.323425,-5.478022,0
695,2689.229456636822,-9.724703,0.38524097,-6.226404,74.81025,7.081473,5375.294632915376,0.08476114,-4.632945,0.38784993,22.056751,7.909911,0.5102683,-0.83265966,4.7861395,11.702626,10.757646,91945,15.40818,9.1893835,9.887244,-40.441483,-5.545184,0
704,2991.656596711783,14.989378,0.34634355,-14.854187,56.4466,-5.110411,6532.449938879744,0.11945159,-2.4031146,0.3878487,28.139778,4.182221,0.31997213,-3.2675433,6.370317,13.013171,11.693817,71925,10.3081455,4.038522,11.947614,-25.67556,-1.4128077,0
705,3032.314403989556,0.13468875,0.32636163,-10.111537,56.41263,-0.5764484,6593.213268844404,0.119418,-6.6966996,0.35527685,23.01144,5.442406,0.4373222,-4.2979736,4.927876,7.6772985,21.694519,71199,14.26081,2.8687518,8.000877,-21.488869,-2.6635394,0
706,3167.31180567346,-4.910553,0.290886,-5.7824216,58.51777,-18.613823,6619.261675699681,0.12481231,-11.145893,0.4286398,32.952007,7.573545,0.4490624,-2.8302846,-0.58865565,13.320503,14.71481,96593,5.9926805,3.230366,13.114275,-12.379785,-4.701861,0
707,2287.88209302834,12.426083,0.23552306,-5.9534383,62.466316,3.862237,4482.425619372095,0.07245746,-1.2584512,0.4662765,76.25537,6.608873,0.4209544,-0.33818305,-0.87853307,2.9098933,14.555389,40343,10.980515,2.5558667,5.751419,-71.8679,3.2241952,0
708,2171.530947659919,2.335913,0.44326672,-6.59669,87.25762,-4.281855,5088.34927275973,0.14797857,-5.9684973,0.45973042,48.578773,5.7684245,0.29246688,-3.9354494,0.18485883,3.2835855,17.591438,54933,11.48316,5.3047338,6.5565634,-59.64987,-7.77895,0
709,2226.988627900499,-5.293319,0.22691064,-8.757231,91.82299,-16.473557,4990.165777715342,0.08889768,-9.952984,0.33858714,24.39097,5.1841555,0.4565584,-5.645769,4.943324,8.364104,9.560133,57655,11.478569,4.3128448,8.61777,-67.88667,-2.46865,0
714,1190.7600620597018,5.3247247,0.70524186,-13.622595,133.19655,10.816024,2569.790141181739,0.03432945,-11.132725,0.14554885,52.341408,-4.6899276,0.55846614,-1.4330281,-2.036581,4.3476987,-4.807733,29135,6.6407967,4.7889543,-2.5084665,-119.10711,-11.768517,1
715,820.2505014895916,-10.615709,0.32903317,12.039514,190.16055,-11.52092,1182.5414679754067,0.019430477,8.0204735,0.15318152,-2.6245492,9.90457,0.04100036,-8.562028,4.71213,-12.042318,2.174292,32491,-10.841239,-2.1223123,-4.01138,-220.6709,-1.1961324,1
716,1285.0351523211043,-22.252232,0.2904458,-11.3653555,166.96136,-0.88521796,2676.930753322279,0.040908407,-8.857559,0.26742184,46.586998,1.1308663,0.45108607,-9.591021,1.8620754,-17.88976,3.6043386,46971,5.2931676,-16.215195,-10.864154,-108.9007,-1.9191,1
718,3095.6550055891694,-36.636402,0.49453804,-5.194107,51.75904,-18.403284,6408.94240093895,0.028718244,2.5049047,0.35086825,13.784845,15.815092,0.15353921,-22.099781,5.3126025,-14.476404,8.897018,92835,3.5163267,-4.270033,6.25082,-93.14042,-12.545201,1
777,2375.0695764443035,-1.1121633,0.3875765,-5.1829123,85.38625,-3.4919255,5196.040307598277,0.04395841,-2.909175,0.49122334,32.41989,5.7620215,0.42751154,-3.0644386,3.9909387,7.137675,10.696777,62475,6.7160087,-0.20163879,6.2123456,-173.41664,-2.2481544,0
814,887.015794061049,6.6374693,0.24524187,-6.5984616,170.10823,-4.8038106,1454.2584668195682,0.014555585,-15.264684,0.26332912,29.029512,-8.41605,0.18852791,-8.364428,-6.4526377,-9.287707,-8.044577,27931,-2.6213381,-6.8127346,-2.2852886,-254.55405,-9.0877495,1
821,1263.9796587307735,15.2637,0.35773832,0.6723298,105.29412,9.676227,2559.8115642220127,0.040182594,-1.3370532,0.24096793,36.61035,4.9791403,0.6916444,3.3424366,2.8628552,12.924128,10.097051,22371,4.5359554,3.728116,6.1173015,-277.97467,-2.0400999,0
822,1124.2326316635565,3.9058707,0.6871513,-2.2966604,152.3478,14.015898,2232.2559312366866,0.094044544,0.28304446,0.5168938,21.715113,1.5301327,0.30821332,2.3331242,4.4735804,9.855954,8.640663,28887,3.2731242,3.3622537,7.043718,-188.68872,-2.6405048,0
825,2235.2949364233045,-12.892031,0.610234,-11.745253,106.59835,-16.089245,4299.201578839078,0.17944486,-12.728239,0.54530966,38.475574,5.3167405,0.63515764,-17.447548,3.0201008,6.0917115,6.059105,95460,7.2984347,0.86190575,6.806479,84.52105,-7.3293276,0
853,1214.3618320864914,-27.479382,0.16657083,-5.6517873,160.26854,-21.947657,2222.0000725058003,0.041334786,-11.47191,0.28459823,25.914349,-10.326046,0.22659981,-11.87486,-10.411649,-19.823122,-11.512927,43691,-18.021114,-3.5127957,-6.1214857,-137.10245,-6.0639477,1
890,1258.104380995356,-22.504887,0.3224351,-3.6526587,154.53299,-18.05683,2561.567159663052,0.0044072983,5.935924,0.20359668,41.173805,-9.311706,0.40068215,-10.356423,10.367668,4.5379095,5.5727596,42861,12.080567,-1.0637413,-12.295577,-301.6679,-8.990158,1
892,1042.2738881877704,-13.402099,0.25855592,-1.6867175,173.12164,-7.8308635,1842.31480865124,0.057917707,-8.918298,0.34965143,22.40627,0.70631725,0.23430763,-5.9107304,0.4484433,-2.9654953,4.885928,33265,0.60466546,-6.7386003,-2.6644938,-97.24932,-10.346892,1
897,4065.868419796728,-10.471253,0.39684105,-8.626099,16.371155,-0.67925376,7074.090892930625,0.08198328,-6.3265758,0.6510869,31.082525,7.383289,0.47145578,-1.065624,3.6956193,12.967168,16.642344,198673,9.70847,9.48148,10.691939,27.52647,-6.278476,0
993,2639.6758118684297,2.800188,0.55413234,-7.780821,63.640697,-13.800352,5408.905808167779,0.1086101,-7.8705378,0.48839214,74.92479,5.92429,0.5043055,-3.945535,4.2708044,11.705613,19.38718,79157,18.150827,-3.1860797,15.411996,-43.139217,-1.9159312,0
995,2743.9381493299643,-18.975958,0.74221224,-10.569066,82.52567,-5.51079,5464.429164098753,0.19809258,-10.75792,0.6875449,18.647232,4.1683674,0.680892,-9.47761,3.5007844,6.6910763,13.807089,73813,4.6321435,2.9142907,4.914355,105.82504,-10.048942,0
997,3187.874081185155,-5.4111943,0.72711587,-3.877869,52.11484,-4.7124014,5913.945187880656,0.15448627,-4.829638,0.6203101,30.249975,11.079276,0.5631421,4.675054,8.16454,14.733191,19.8753,104693,12.604954,6.966448,9.907542,82.52849,-6.482238,0
998,3094.47297613784,-12.521651,0.6530283,-7.7990446,74.16583,-2.185743,6653.142625024206,0.1783734,-7.2652087,0.604676,10.745009,6.9324427,0.6487619,-6.2546134,5.3277264,8.62003,13.707903,78653,7.5933537,6.8796206,7.3575068,102.57333,-6.8610163,0
1039,2211.31394138447,3.2615993,0.55176675,-1.9520358,95.56594,-1.4884485,4473.760631747434,0.08924779,-6.4201126,0.5281362,44.592407,8.658443,0.587368,-1.5152451,6.210606,11.324001,9.305567,66101,12.27466,5.4855804,10.584561,6.063471,-3.5688517,0
1040,2562.860345398071,0.13801737,0.46088395,-8.313131,79.11667,-11.140643,5410.763537985331,0.13391387,-9.243351,0.5208595,39.825153,2.0626335,0.39920175,-6.1770377,4.009706,6.787561,10.580736,84711,5.7217555,5.818752,0.9488027,29.169523,-6.912192,0
1066,1139.6857022497068,1.4245143,0.34587154,0.6045454,163.13474,-2.2356138,2175.244877012036,0.01893329,-0.5659027,0.4559522,34.482132,3.327678,0.13911526,-2.296457,2.3148353,6.4187827,2.739147,37747,3.2327428,0.6493017,1.3712058,-218.25377,-0.23496482,1
1069,2194.961407555288,-4.2933164,0.40807122,0.16006684,102.35813,-7.8384066,4237.821108273625,0.05255312,-1.9378129,0.75393176,22.80674,8.482749,0.43586504,-0.2305611,10.0150795,13.523535,6.576612,88423,4.312019,2.5309818,8.482959,-45.973026,1.2906258,0
1073,2197.490882477404,-8.361977,0.36219317,-3.6976,100.82004,1.114627,4774.275848317865,0.06466731,-7.2736487,0.49035186,30.597563,6.0266747,0.5876278,-4.2907786,4.6518397,12.793268,9.820284,62761,5.514417,3.9083316,4.417474,-51.308994,-3.7045865,0
1075,2196.752510971108,10.918589,0.66568154,1.0108311,82.20569,7.653044,5288.4779619117935,0.019902615,0.18691051,0.61108387,30.735764,6.279594,0.32938743,2.379032,8.030138,7.2151093,12.891863,32599,6.7545114,10.925183,5.5826855,-198.08496,6.268519,0
1082,1013.5308528385904,-12.053988,0.101747625,-2.2931426,144.80273,-8.788668,1502.0866376341355,0.026347417,-10.07537,0.26935264,-21.813837,-8.296895,0.06759693,-16.483072,4.090393,-9.1023855,-9.94585,42737,-14.1454525,0.90048194,-11.376526,-273.2835,5.0808425,1
1083,1617.0755829190684,-7.0234075,0.50000197,-7.659634,131.23882,0.14655803,3241.030621399352,0.053894963,-8.389534,0.17956752,26.17174,0.81134737,0.19402348,-1.4956834,-4.0078707,7.7300067,22.958204,43629,5.198302,3.849564,9.470458,-31.446468,-9.407244,1
1087,2108.37443255287,-8.043722,0.39854103,-6.022215,97.06772,9.41018,4264.948147023637,0.1015418,-2.410603,0.42953598,67.725174,6.420153,0.4510008,-0.75266737,-2.0452607,18.103657,8.545821,60657,3.7037525,0.01157945,8.487295,-38.5313,-0.68280584,0
1102,1722.091504666821,5.173476,0.22667114,-0.056695852,98.420784,3.9181764,3600.6746438152554,0.03190673,-1.0970247,0.32101423,23.989767,4.746703,0.59320456,3.6081772,4.478844,12.399363,14.960469,45135,11.477584,3.7980888,6.029332,-217.54063,2.2344487,0
1193,1111.826618013576,8.735276,0.3356836,-10.124927,143.21448,-5.2181444,2179.6914085158064,0.03888861,-9.19004,0.59076935,40.304523,-2.448218,0.20748413,-12.596696,-3.7053678,0.97629035,1.7096899,22915,-0.09386376,-2.3029327,-4.987746,-156.44994,-10.787776,1
1195,795.100813548547,15.3763485,0.36710835,-14.408736,179.12106,8.195906,1517.8659956859049,0.038119763,-2.1474085,0.26001775,37.98816,-6.613558,0.17237715,-2.1128318,-9.336232,-1.2277994,-5.4664636,23519,-0.26815566,-2.0664644,-4.4298816,-189.17719,-4.9107213,1
1196,1269.9766102423214,7.5631456,0.41166586,-7.490507,141.34264,-1.0062965,2714.0329312282483,0.0578287,-2.7675276,0.3470395,42.449192,2.875192,0.39877072,-1.3250571,2.5755336,14.332781,11.764939,28177,8.572595,0.10011673,4.1210165,-119.02866,-4.2947955,0
1197,761.245469150438,16.026045,0.16966414,-8.894492,188.68832,7.5209374,1370.0187748111928,0.04112919,-3.7376988,0.19161248,31.946726,-4.9122896,0.24933317,-4.6036167,-3.6407819,-1.900468,-1.9652394,25427,-4.7371264,-2.6070232,-7.605176,-239.89485,-0.6152214,1
1249,1678.7366505976868,-1.0521531,0.5752785,-6.096276,134.36806,-1.7831751,3517.6430463606216,0.29860076,-6.670746,0.5344201,27.652237,5.2234163,0.5718568,-6.4074764,6.0930266,10.003055,14.294993,51067,6.7600994,6.1700625,5.4384627,48.66278,-7.927493,0
1259,2307.683414648121,-6.000659,0.4125622,-5.805325,93.077034,-4.5981026,4405.358101913487,0.065617025,-4.940064,0.40917233,32.044453,3.3125536,0.42798817,-5.0066867,2.6670632,8.549948,7.1918297,75473,5.6695647,1.2546387,0.79558605,-103.01261,-5.261258,0
1270,2433.9202860288906,2.1971326,0.47151673,-9.592345,86.79371,-19.654722,4291.802199644721,0.080199406,-10.797219,0.4564459,54.280266,4.8966603,0.49923864,-10.695848,3.260153,9.990247,1.2726706,109085,7.4135733,-0.78804404,8.3903,-16.794706,-9.67643,0
1276,1733.5113359419086,-1.301887,0.36878422,-8.487182,126.67643,-3.2995732,3652.584152044664,0.08971131,-3.3378868,0.454015,15.952615,5.6710253,0.31422123,-7.653809,8.170556,12.798961,10.443801,45811,8.758421,5.1020274,4.912911,-39.060204,-1.0592626,0
1277,2522.216461188548,-5.1157966,0.29768535,-4.3972716,81.840225,-4.0897655,5007.203623493174,0.08968344,-7.5794244,0.29467127,25.98274,1.6438913,0.35360914,-5.825108,5.0737557,8.011795,5.7828326,90675,2.191524,5.2792172,1.31112,-77.30579,-9.514573,0
1278,1524.9692767643949,-1.7046884,0.34564346,-7.9797473,143.66473,-9.369916,3016.113960991879,0.06254586,-6.0770307,0.32845324,25.761585,-0.33142403,0.3310532,-14.799076,-1.7934822,8.390288,0.41709706,45481,4.5212555,-0.728305,1.1034772,-141.63759,-3.592862,1
1417,1905.1849575328044,3.3162422,0.3986061,-8.182298,116.25958,-8.514026,3855.5859034602536,0.059284676,-11.425017,0.32871956,31.908266,-1.6924132,0.5038739,-2.3206835,6.6015086,3.5523946,16.762587,56955,12.211655,5.7598176,-1.1443087,-85.02595,-6.775079,0
1427,1460.3552802423128,-7.8431497,0.3752194,-9.487285,149.71556,-1.0594523,2907.8484130292923,0.032583106,-0.7739302,0.2982387,25.03868,5.2278466,0.33466333,-7.0939984,5.626027,7.714276,-2.12414,44953,6.827258,2.7726827,8.801948,-121.75278,-2.0934138,1
1443,1287.8331370174944,1.5209628,0.36387405,0.10030407,157.88358,-0.5154371,2427.7143671935514,0.056517504,-3.4310892,0.34020808,23.585707,1.2587751,0.8267531,-0.26081565,13.964633,15.810119,5.343359,39647,0.65607905,-0.5719036,0.60962933,-58.291718,-4.4363995,0
1482,700.417872956491,16.137032,0.3852288,5.100063,136.24353,11.267846,1141.2347464114544,0.048458736,-0.7846515,0.3508259,34.980007,7.646085,0.44087973,7.1344028,2.7544415,12.506311,10.283421,10215,3.6408403,2.2234554,-0.82379025,-239.06381,0.8512501,1
1510,3519.409864261644,3.1742125,0.51730394,-9.018127,66.52341,-18.767153,6476.940643759683,0.011666148,-12.237187,0.23243377,3.558641,2.1069875,0.29419932,-26.305885,-4.017306,-1.6763649,3.226185,172083,10.218911,-1.7206329,3.7759216,-272.19492,-9.840983,0
1544,1594.4927776951968,-11.686592,0.106560044,-23.292458,101.80648,-7.2799387,2565.7319460556846,0.0007907477,3.5315998,0.019339316,5.2806334,-9.073077,0.0695684,-0.6621813,2.906137,-10.452644,-11.901862,69711,21.459702,28.772345,-6.1074185,-355.72205,13.574772,1
1642,2806.156395252182,-9.086413,0.29405186,-11.779725,83.46025,-8.764522,5989.822113698481,0.05965144,-13.221941,0.32583618,10.8914175,0.8252686,0.29266578,-13.733211,0.41904512,6.6309004,7.335589,95481,5.706909,3.0305285,4.1742635,-82.05556,-8.611676,1
1644,3064.697305037956,-6.172189,0.33917663,-10.443128,69.827705,-10.137754,6495.010725558726,0.08972801,-8.756472,0.30638415,23.824121,-0.331982,0.3971737,-8.46629,1.9408528,15.014126,15.308875,112035,6.525776,2.4773006,6.1010547,12.47515,-10.535865,0
1649,2059.2928823069706,-2.8298664,0.3125529,-10.210092,112.073265,-2.2609177,4527.189291372388,0.109551445,-8.660649,0.38601634,18.057425,3.567687,0.41546646,-7.1892385,3.9411342,12.154495,10.810886,68839,5.426538,5.146076,3.4535453,15.313546,-4.338387,0
1661,2901.809788284525,-12.183232,0.45085347,-10.896911,74.75319,-10.155305,5697.573880883562,0.12975842,-8.886669,0.44771862,35.666637,1.9314721,0.5054095,-11.634046,4.631362,6.5252423,7.15613,119217,7.7907963,2.488163,3.8034449,40.35259,-9.550469,0
1663,1877.388883649458,-4.9405084,0.32727528,-2.9577477,115.38734,-5.2030897,3840.987189131381,0.039770905,-5.674582,0.3010211,76.23638,-3.3973536,0.5896662,-4.276859,-2.4211023,13.1954365,14.105875,59729,6.5421915,-0.7561881,-0.34153622,-121.12984,-7.2366247,0
1666,2137.7184546580024,-9.401311,0.22540094,-0.32195416,97.16699,-8.972574,4098.956133357136,0.038832247,4.920743,0.30945256,42.0392,1.6546278,0.11642886,-13.000725,4.6525536,10.461116,9.705162,79723,-4.77333,9.13984,4.0595098,-131.41505,2.4174507,0
1673,1155.647561516839,-3.6375616,0.18414675,-9.209528,166.77293,-6.6577287,1846.476331387761,0.007983738,-2.2536738,0.20793658,-0.5374376,-0.31430537,0.28375816,-13.053681,2.8616612,-7.382101,3.824614,32019,-3.909878,4.3444295,6.5013075,-309.26587,2.2185295,1
