track_id,chroma_stft_1,chroma_stft_2,chroma_stft_3,chroma_stft_4,chroma_stft_5,chroma_stft_6,chroma_stft_7,chroma_stft_8,chroma_stft_9,chroma_stft_10,chroma_stft_11,chroma_stft_12
108302,0.30659822,0.30337515,0.22323006,0.2759461,0.34926465,0.27396697,0.28272197,0.24027608,0.42714286,0.6365867,0.39951736,0.3921875
107031,0.49635434,0.38661256,0.47307527,0.37451476,0.5520665,0.3927045,0.4197208,0.5773705,0.5834201,0.48454538,0.39387614,0.64813197
045941,0.25723523,0.42176503,0.74839735,0.89849716,0.7014174,0.44104445,0.28362486,0.21604528,0.20013419,0.30960748,0.504246,0.30886698
126216,0.41577834,0.24726684,0.3406937,0.26634362,0.12526637,0.26424527,0.18411064,0.3938516,0.23155959,0.06444907,0.064514175,0.18734995
072135,0.63153195,0.574586,0.5459231,0.60308117,0.66443545,0.71450996,0.6800681,0.6342811,0.6268107,0.61495835,0.63767636,0.6275484
097813,0.048944145,0.36945528,0.99680275,0.30045503,0.08612887,0.12116759,0.10793899,0.081070416,0.06125674,0.08712864,0.066912465,0.030870562
141299,0.3010596,0.1885387,0.34179547,0.22441745,0.19219838,0.47237656,0.34488502,0.5981975,0.22867414,0.16472165,0.1538627,0.14410526
024367,0.3982676,0.5000993,0.49767599,0.48700732,0.43080494,0.2957552,0.29077178,0.24614407,0.3038327,0.37709397,0.25453496,0.27120292
142948,0.5422492,0.29244435,0.369556,0.5116473,0.32995075,0.27047366,0.28097814,0.47587562,0.33416164,0.2766149,0.3444105,0.4808889
144487,0.18950772,0.40593714,0.3135035,0.21888901,0.2687846,0.18195993,0.23996869,0.20497687,0.39872286,0.31960154,0.16270834,0.24033946
056929,0.50145596,0.5840168,0.65241635,0.7090687,0.700958,0.69283074,0.6418437,0.65583974,0.5786031,0.5293109,0.45850334,0.4336573
020667,0.3902505,0.46150568,0.46132252,0.47544107,0.4972752,0.5866238,0.5791903,0.6136103,0.58916473,0.45787477,0.48276287,0.36838976
117961,0.6029575,0.48886678,0.39249063,0.33207422,0.25133964,0.33047184,0.5076407,0.62343204,0.53011125,0.43164572,0.5104433,0.62577164
108841,0.35777625,0.4628308,0.4074103,0.46172363,0.5551811,0.5597608,0.568885,0.6291553,0.73213834,0.50581354,0.34400356,0.30435625
001681,0.25806037,0.2699997,0.35070932,0.28405818,0.38311005,0.3035012,0.17986566,0.1507043,0.1971432,0.32604313,0.2344181,0.27864942
061175,0.42535755,0.45171058,0.4875978,0.44201934,0.5353397,0.42326862,0.3826527,0.42577827,0.45444432,0.47970054,0.44037586,0.4258531
114298,0.49940675,0.38695195,0.38243443,0.4520474,0.36413842,0.34947664,0.40651333,0.48639733,0.69954526,0.45609146,0.41772157,0.42217413
024429,0.36764327,0.49075827,0.33204734,0.32976452,0.46343404,0.42015103,0.4362635,0.25414532,0.24768385,0.23718645,0.3292102,0.8271686
005381,0.51392406,0.37625992,0.30810812,0.21680015,0.18676108,0.1830635,0.36246973,0.4804722,0.25361454,0.199301,0.25566918,0.3738765
125723,0.51827127,0.24185537,0.30438474,0.25943905,0.3194172,0.26410902,0.30518568,0.41397148,0.31238106,0.54317856,0.26189864,0.27415526
036987,0.15498248,0.1166602,0.09392012,0.08147791,0.17881058,0.5950003,0.16800584,0.08826792,0.10743743,0.26401812,0.8686502,0.28353715
090826,0.42409062,0.45641145,0.58471876,0.46484715,0.4175852,0.26588053,0.27563524,0.38856775,0.33674452,0.43950817,0.37827194,0.38999802
107596,0.11966884,0.32761106,0.73172814,0.4221708,0.26426092,0.1366159,0.31273082,0.35308558,0.28505,0.6612652,0.36175224,0.2064983
131024,0.21561249,0.5238457,0.9011284,0.4474422,0.15833248,0.14857824,0.0938587,0.046999197,0.049327258,0.059378814,0.059065863,0.082543895
073565,0.4277282,0.4266925,0.45878664,0.53876597,0.59652084,0.6237286,0.6650693,0.69486535,0.7991342,0.76184714,0.6401196,0.47740683
085595,0.26027402,0.29743937,0.48243675,0.4690497,0.3522771,0.28521395,0.34313872,0.62355214,0.38370252,0.34847096,0.4244219,0.2733755
071372,0.47871035,0.42075822,0.47574773,0.42110765,0.47717324,0.41778594,0.370281,0.4770331,0.4510557,0.44992426,0.32335278,0.41903922
061161,0.36468902,0.42830658,0.38193798,0.33837202,0.3477304,0.3959237,0.43966702,0.45376882,0.48094657,0.42710626,0.36663634,0.33731896
086077,0.46159396,0.819675,0.46529898,0.29987356,0.40031272,0.290194,0.40877396,0.38331652,0.6713789,0.6917171,0.4354821,0.31209224
055549,0.40820298,0.57158905,0.55874133,0.44057643,0.41714734,0.4688508,0.6253653,0.52336115,0.41055235,0.39673096,0.40596175,0.3993923
119025,0.21109097,0.26402533,0.49560595,0.31699497,0.3613168,0.3644579,0.68288755,0.37073404,0.44162446,0.6726553,0.25047553,0.32712644
006677,0.6049941,0.59794986,0.6425017,0.6533952,0.68439525,0.67080116,0.65494615,0.6353068,0.63932246,0.6597948,0.6372691,0.65385526
059373,0.37045065,0.30463728,0.318539,0.32418627,0.41596338,0.47820577,0.5114287,0.43052185,0.32146576,0.31096253,0.42917722,0.61228883
061820,0.25513265,0.31159618,0.35494828,0.3546814,0.35369217,0.3388932,0.3097753,0.29904735,0.3037893,0.3172614,0.35270005,0.27489534
009550,0.50650907,0.3978026,0.36650902,0.29556236,0.29975188,0.4980807,0.41156852,0.5190964,0.43783286,0.33844966,0.35809356,0.37770855
038955,0.2444454,0.46910515,0.2432994,0.40050295,0.21861897,0.2585852,0.42879263,0.36015502,0.58259165,0.33725488,0.41701975,0.4043751
000212,0.2701533,0.32696837,0.5370129,0.25643975,0.2669444,0.3043243,0.50091475,0.39378121,0.26789597,0.31215855,0.19827905,0.3562817
004074,0.31079608,0.23212892,0.2316745,0.36557057,0.52106947,0.32951388,0.25852898,0.25700855,0.20336848,0.25378093,0.31610364,0.47479925
148518,0.29180437,0.36664063,0.2776117,0.25710008,0.3593437,0.35576233,0.55868757,0.4362577,0.5243563,0.38650095,0.29777256,0.354004
129694,0.38114682,0.22960766,0.40028995,0.33008215,0.22571407,0.31242847,0.20107912,0.34464923,0.21062371,0.3614289,0.48198915,0.30011347
108882,0.5571856,0.6465935,0.49549454,0.4216607,0.25961027,0.14330958,0.14024293,0.36693484,0.569822,0.38567254,0.44421,0.38996157
101118,0.39457247,0.7303288,0.46660548,0.21385825,0.2958265,0.25151232,0.26732662,0.25637308,0.33185884,0.28239617,0.23410349,0.24746586
063789,0.4656151,0.4992256,0.39609346,0.4565171,0.5600769,0.39091137,0.35028797,0.30676296,0.3641158,0.4351567,0.42746735,0.59013176
116464,0.46344975,0.37606546,0.60626954,0.47251204,0.38412306,0.3759507,0.41271585,0.47024575,0.3104955,0.36270246,0.3382137,0.41129476
089350,0.21516728,0.3005429,0.20578225,0.44542584,0.26624778,0.43853024,0.82878083,0.43047425,0.24275908,0.14490044,0.2569525,0.27735958
107569,0.12453046,0.31885856,0.5264472,0.29352447,0.25764024,0.17888449,0.30103615,0.31135792,0.5029611,0.77519906,0.3817848,0.16087225
000574,0.3586487,0.40697765,0.40629682,0.54349005,0.4727572,0.39148617,0.45789057,0.4259619,0.59372294,0.44778615,0.39077586,0.3997443
094467,0.29303706,0.18370178,0.2426458,0.2715687,0.5652677,0.35892123,0.2224743,0.3187023,0.27410746,0.38980457,0.297612,0.34362504
143303,0.2510482,0.17740871,0.31611255,0.31625572,0.4969534,0.2697669,0.15583448,0.3287554,0.2518269,0.33578062,0.1612189,0.19230402
001642,0.56154966,0.3350818,0.35474956,0.29266578,0.4717468,0.35741764,0.31487665,0.530858,0.32583618,0.33928737,0.29405186,0.38441724
152568,0.49111968,0.27812865,0.25355774,0.18379754,0.24190976,0.6256137,0.3997168,0.48205864,0.25159258,0.18565728,0.09215394,0.120723516
110983,0.5015656,0.4123287,0.290196,0.5175281,0.5794395,0.3755487,0.51810664,0.34511968,0.5178773,0.45558545,0.49783242,0.7451079
131795,0.38655102,0.3178163,0.35594565,0.3121664,0.4037959,0.2879909,0.32664138,0.37129974,0.36924434,0.43061295,0.37530366,0.5073974
121592,0.3478666,0.33866426,0.32249668,0.4040836,0.39570156,0.37685913,0.514488,0.44398534,0.41714248,0.34263715,0.35039914,0.46324608
075869,0.4345271,0.43877164,0.4498024,0.40722954,0.48167396,0.42366573,0.4272216,0.4220003,0.42027122,0.37657005,0.3650674,0.47460455
068838,0.23387273,0.6394745,0.32368302,0.27344683,0.14747988,0.23552758,0.14280412,0.10341998,0.2630709,0.105510816,0.060933527,0.054325495
010983,0.6667503,0.64387864,0.6011719,0.5809734,0.65510535,0.63651216,0.62888664,0.57795775,0.5071424,0.58652866,0.67261416,0.67474693
116458,0.32511765,0.23877142,0.3411992,0.34485054,0.5844913,0.42269596,0.23049444,0.27107456,0.4184704,0.3754047,0.2674419,0.36536428
139524,0.27203354,0.25829074,0.44205758,0.36052683,0.17167804,0.14852731,0.1959479,0.5211151,0.34894437,0.20752625,0.19404477,0.15097077
126404,0.25670263,0.3949837,0.2623327,0.15458171,0.29126924,0.3769558,0.56739813,0.52026486,0.3805116,0.4114489,0.30890742,0.2666066
062534,0.27082205,0.22584303,0.31231815,0.39232376,0.41337532,0.645384,0.39383245,0.4039422,0.4452184,0.3286647,0.30258363,0.24643992
056691,0.3316015,0.33323213,0.34450716,0.39936513,0.42470393,0.49194005,0.36053216,0.4123728,0.46461573,0.353727,0.42323285,0.3092132
029045,0.3682319,0.45950934,0.5600109,0.7366332,0.5964228,0.5355068,0.4207729,0.35964832,0.32388946,0.3409155,0.4461346,0.34815192
039530,0.2443307,0.46899173,0.24299765,0.4001681,0.21818319,0.2584043,0.428818,0.35992804,0.5826731,0.33749938,0.41764188,0.40461203
083906,0.33935058,0.38354656,0.45890537,0.3120396,0.4374873,0.27783987,0.36662367,0.4764815,0.30526,0.38501257,0.25615972,0.3759165
126362,0.18194947,0.18460295,0.26825163,0.1225464,0.16269918,0.19654289,0.5414246,0.5881733,0.20616917,0.12823865,0.15659498,0.31044757
129051,0.4978362,0.50276875,0.38365775,0.4128324,0.45535088,0.59976876,0.5260025,0.53059995,0.5829828,0.53727126,0.48211953,0.41135272
146482,0.44425863,0.31777158,0.28541332,0.34313375,0.6097847,0.4121684,0.35521093,0.45754945,0.46971914,0.5829436,0.35503492,0.4549376
010808,0.5158097,0.60284156,0.5371357,0.52873576,0.44481036,0.39837018,0.35692152,0.4748686,0.33266354,0.30796918,0.4214284,0.4218887
019192,0.24815153,0.6160186,0.3665857,0.20901817,0.32201496,0.17349958,0.19529438,0.17442387,0.25961775,0.5003703,0.20205301,0.24695782
126410,0.61854357,0.44684058,0.39457497,0.3479497,0.25796568,0.38076958,0.3415511,0.246475,0.17221354,0.22586775,0.27094355,0.38854405
048493,0.32279348,0.20657498,0.3297656,0.3657207,0.16905095,0.24714744,0.2012448,0.48273098,0.18644872,0.16942906,0.26711842,0.16749056
067470,0.46643567,0.44350624,0.52481437,0.5198021,0.47349676,0.36161226,0.37234324,0.38288617,0.33230484,0.39663556,0.34636018,0.44009218
034996,0.49357465,0.38978451,0.41221914,0.4074657,0.49952322,0.6143389,0.54662323,0.65821844,0.6797042,0.4871897,0.44995156,0.5102825
127726,0.65548897,0.37798008,0.33112162,0.24826103,0.39597154,0.22478941,0.11701289,0.21752694,0.15023768,0.18417394,0.1682903,0.3961443
107390,0.4752868,0.3819522,0.34473294,0.34813246,0.4257314,0.58900476,0.49327183,0.425739,0.4085196,0.3642357,0.3086497,0.34154838
073363,0.35319403,0.28053722,0.34798962,0.34622267,0.49518746,0.30151016,0.28913635,0.294035,0.3916724,0.4721538,0.45586285,0.61465275
125657,0.18254207,0.118282035,0.21561594,0.0976927,0.21343672,0.44694424,0.23011982,0.33004883,0.21905114,0.3435875,0.20638545,0.14756614
001087,0.28041047,0.30441862,0.34801626,0.4510008,0.63832295,0.67434824,0.57867074,0.46448255,0.42953598,0.3817855,0.39854103,0.38215184
072069,0.46358782,0.45435598,0.5545254,0.51818603,0.47167283,0.5130206,0.50370735,0.66797155,0.595573,0.600534,0.5205409,0.4177593
035444,0.25218377,0.26737225,0.3133567,0.40119815,0.38570878,0.30217025,0.3180838,0.42630872,0.35003197,0.35204485,0.19854024,0.22757196
112789,0.8442904,0.87479126,0.7904349,0.6226978,0.5663049,0.5578952,0.59018093,0.6057473,0.6515268,0.72800547,0.76233786,0.82452834
135336,0.35697055,0.29656437,0.35857353,0.28236452,0.3128521,0.31239158,0.39636952,0.55010974,0.48552966,0.5860602,0.44934338,0.38348475
133974,0.46777296,0.22885966,0.19754767,0.15401372,0.35719392,0.1829986,0.26384488,0.5216589,0.27706388,0.32507902,0.12150239,0.22695012
059561,0.30146393,0.2663906,0.25419396,0.31809318,0.61211646,0.29879013,0.16768122,0.18062747,0.24436815,0.642446,0.23041445,0.2299381
075935,0.26054543,0.39142555,0.4528912,0.3568332,0.5027026,0.36788756,0.42425087,0.30068663,0.42541623,0.4988652,0.3139776,0.42153195
129092,0.35729226,0.29625514,0.37548918,0.31833303,0.4504453,0.26661026,0.24985348,0.35035253,0.45567945,0.5226527,0.38982815,0.48777157
042141,0.73389965,0.20322797,0.086391166,0.062441424,0.07515292,0.059052695,0.0683011,0.12299207,0.18018703,0.4642679,0.13095982,0.22795728
091319,0.40729335,0.3980417,0.44925705,0.44659674,0.50733864,0.5711434,0.42481527,0.4021016,0.45288035,0.5263234,0.60474575,0.5141219
038821,0.14939336,0.24607633,0.09804108,0.15612316,0.49509075,0.19805762,0.28784955,0.15156467,0.29843864,0.5644404,0.2282535,0.31525683
109356,0.35440758,0.33385926,0.40259123,0.4269151,0.6360854,0.48930776,0.27112162,0.30350202,0.38214558,0.6090561,0.5810847,0.3731461
004100,0.37529823,0.24030402,0.3095565,0.31853256,0.3788474,0.28531867,0.2599186,0.3283098,0.44512722,0.64799964,0.4598547,0.5318944
086117,0.5343294,0.38221422,0.3445528,0.33071414,0.34671304,0.3532815,0.5209597,0.44428548,0.42802078,0.50664777,0.4831742,0.7110861
127915,0.5472252,0.33352652,0.39518538,0.36080146,0.46863252,0.53947634,0.398591,0.49773765,0.30568695,0.42957336,0.34403083,0.31646645
074381,0.49594095,0.21786706,0.2962872,0.1926012,0.31228307,0.61111134,0.26583496,0.38643938,0.20996964,0.5770217,0.1852411,0.15348843
072928,0.19857724,0.31175384,0.16387628,0.28725305,0.2603809,0.5538953,0.97392315,0.47855005,0.20089221,0.10002147,0.11838187,0.11642678
056646,0.23942228,0.3000829,0.31962705,0.36338675,0.54646814,0.2992845,0.4315749,0.3054238,0.2803383,0.47808903,0.34652168,0.32641476
107435,0.5558518,0.42204806,0.36278072,0.3236772,0.3660285,0.40245715,0.3761145,0.4582614,0.44520682,0.4589154,0.4719239,0.44567654
091443,0.47210893,0.2739818,0.18452242,0.17665285,0.3422683,0.26768115,0.16502014,0.3152227,0.21533114,0.29544216,0.33900565,0.3812812
081650,0.1444438,0.2058448,0.51352036,0.22534446,0.16551948,0.57948893,0.23038208,0.052301385,0.09594446,0.26631954,0.6995426,0.32667464
117626,0.20197573,0.3942646,0.3685455,0.1624559,0.31091955,0.11563729,0.1865388,0.32324907,0.18811901,0.27856928,0.13669524,0.2894705
129910,0.31464028,0.31519145,0.38719818,0.603559,0.70846903,0.76423913,0.68157214,0.47609195,0.38470766,0.3565662,0.39628065,0.34694082
098301,0.69253707,0.3677933,0.3356701,0.29584774,0.23931256,0.29976523,0.22656259,0.33867818,0.21890417,0.20900412,0.28941497,0.40792415
048450,0.5521536,0.25898913,0.14602952,0.71644515,0.40319705,0.13620277,0.18981539,0.27291903,0.47965488,0.34583184,0.52461517,0.25698686
001736,0.8282447,0.28626287,0.23269822,0.33500552,0.41193435,0.7121615,0.42376006,0.37492466,0.20483318,0.27013415,0.3121885,0.36701417
019179,0.39884347,0.3059754,0.3405055,0.37233907,0.42826298,0.32866898,0.26408687,0.37969548,0.32146665,0.3136789,0.29953033,0.39507228
145606,0.38548574,0.4149381,0.52852595,0.4753678,0.47782737,0.38217816,0.46109173,0.40662733,0.38028908,0.43523455,0.46763694,0.63094485
085436,0.1534818,0.26485944,0.6162278,0.30269063,0.23946197,0.41252604,0.16810462,0.1281761,0.15472525,0.5048278,0.35439795,0.15793882
017632,0.29801312,0.43178326,0.22618584,0.19788396,0.35278141,0.19057542,0.16387583,0.17678379,0.26247412,0.46154448,0.31018722,0.38708004
134941,0.3289315,0.27014625,0.32978263,0.3931862,0.5715705,0.36082464,0.14835867,0.13479726,0.21575561,0.37990627,0.37117237,0.3540232
148444,0.45312604,0.40999585,0.4966881,0.5340157,0.58169943,0.42475075,0.44016397,0.41097113,0.31651807,0.2880717,0.29655278,0.33100572
108060,0.3905808,0.30721,0.3422701,0.5760002,0.28291446,0.24892183,0.26811764,0.18211411,0.20890366,0.19043793,0.28255653,0.24091405
012986,0.24034558,0.3012216,0.3145802,0.3819355,0.31503108,0.23942806,0.31463662,0.40831435,0.42974797,0.25265655,0.18448152,0.19927788
125680,0.38828683,0.19245033,0.047886882,0.03293417,0.19828807,0.7042662,0.27705482,0.22868858,0.13537861,0.22772355,0.3078512,0.17815365
048444,0.3015572,0.206875,0.50454676,0.29461503,0.36981457,0.3049015,0.27016944,0.5113599,0.18764341,0.21775812,0.22232836,0.2668974
051115,0.48989913,0.45718786,0.46625897,0.46253726,0.48529086,0.5117599,0.4653559,0.42692327,0.48312125,0.6561109,0.54177326,0.49326724
085422,0.22676963,0.33385396,0.4568916,0.35913002,0.43100497,0.32038057,0.33525732,0.22025992,0.27872828,0.55709106,0.33857882,0.2818276
129904,0.31928438,0.32915384,0.41077694,0.4769523,0.66861165,0.6035105,0.45486188,0.5099929,0.44572073,0.3444423,0.29428187,0.34253827
117632,0.5961396,0.36879689,0.5224941,0.39162052,0.53762424,0.3833122,0.37275946,0.48877823,0.2951816,0.3704098,0.35814586,0.63896036
022474,0.23289996,0.16613801,0.24690281,0.17782731,0.2420436,0.16695993,0.22929181,0.2714974,0.14774716,0.13234936,0.2076846,0.35887903
130702,0.40151763,0.23569152,0.26112303,0.30766192,0.2828197,0.359094,0.30307916,0.435767,0.36398575,0.35566238,0.37876996,0.35190105
093917,0.20531279,0.28455693,0.4096088,0.4144466,0.19963716,0.42617965,0.20307533,0.21490076,0.08847654,0.24709035,0.48576775,0.15416524
026174,0.35776207,0.38745564,0.5107706,0.44413576,0.46574485,0.4222582,0.4089979,0.45214862,0.3632993,0.37150267,0.36699677,0.35240978
056493,0.4220877,0.37577024,0.42647076,0.49844682,0.5318466,0.4938369,0.44760475,0.45244652,0.5294251,0.7291692,0.6112248,0.46059132
