track_id,rms_harmonic,rms_percussive
148518,0.14916237,0.08453551
129694,0.18710913,0.05327108
108882,0.10038375,0.01164186
101118,0.2513293,0.1154891
063789,0.21946025,0.15915024
116464,0.1953705,0.084186435
089350,0.11778153,0.032667994
107569,0.14920387,0.034479752
000574,0.18327737,0.12169148
094467,0.113521606,0.033816516
143303,0.08132502,0.013839855
001642,0.074103095,0.05965144
152568,0.09041866,0.024059724
110983,0.23020732,0.08602805
131795,0.12178161,0.09979929
121592,0.1587506,0.086832084
075869,0.08308756,0.06825996
068838,0.11047628,0.013791955
010983,0.49890676,0.34579384
116458,0.15370378,0.06730874
139524,0.10414125,0.016494777
126404,0.17345972,0.051459238
062534,0.054645672,0.020633029
056691,0.15397915,0.10908117
029045,0.100631334,0.092690654
039530,0.21468729,0.07696683
083906,0.14354806,0.05850635
126362,0.058643546,0.014390678
129051,0.27818874,0.089732796
146482,0.1938259,0.10618519
010808,0.12951556,0.10724498
019192,0.29574656,0.10367743
126410,0.116857894,0.03519197
048493,0.13738732,0.04150783
067470,0.2875004,0.07807337
034996,0.10783803,0.040926814
127726,0.11986464,0.04091801
107390,0.22062199,0.043796897
073363,0.18445534,0.1336427
125657,0.12880848,0.019059787
001087,0.27406344,0.1015418
072069,0.22215414,0.112821825
035444,0.09944321,0.023152325
112789,0.09649432,0.07876197
135336,0.1957827,0.09387518
133974,0.16070904,0.037211724
059561,0.13059399,0.06422323
075935,0.19873357,0.0820694
129092,0.2833053,0.09886235
042141,0.05255975,0.014002297
091319,0.114589706,0.09243478
038821,0.08590603,0.026456997
109356,0.2012357,0.13564302
004100,0.06854996,0.04425467
086117,0.1578021,0.075359814
127915,0.1855026,0.07873107
074381,0.1509705,0.040598623
072928,0.15998162,0.050530083
056646,0.0673413,0.044744227
107435,0.060268477,0.078852065
091443,0.061629176,0.026919711
081650,0.14173765,0.052459553
117626,0.102117926,0.010850592
129910,0.19549592,0.072623454
098301,0.08031259,0.033347216
048450,0.094856635,0.012494932
001736,0.08708753,0.031266898
019179,0.11431284,0.030817471
145606,0.32453707,0.15335138
085436,0.0682174,0.010268077
017632,0.108077176,0.03391839
134941,0.044512413,0.012077933
148444,0.07843196,0.044463027
108060,0.06782324,0.02605425
012986,0.14334235,0.05111845
125680,0.108943895,0.018253934
048444,0.06992605,0.014921311
051115,0.039388414,0.032379866
085422,0.13186643,0.06444353
129904,0.18400931,0.11566629
117632,0.18942703,0.07959665
022474,0.074390635,0.012235278
130702,0.14244428,0.07546611
093917,0.15385406,0.018785479
026174,0.18744874,0.07832633
056493,0.10324442,0.15046641
045389,0.08579087,0.059852026
140583,0.15284811,0.0631618
126606,0.348515,0.09057832
107810,0.13769272,0.0846397
107804,0.12982082,0.09473811
122474,0.2290843,0.06348072
133579,0.079923235,0.013262562
030702,0.05490298,0.008652368
048861,0.21209091,0.023152184
055830,0.100134805,0.056856185
053299,0.1489009,0.034129787
081491,0.09563267,0.07311888
068541,0.051789436,0.042935286
125333,0.04495507,0.032023944
133551,0.06380381,0.008138527
000825,0.3065917,0.17944486
133545,0.11478235,0.032958794
038362,0.114045985,0.050512724
137723,0.33538115,0.13273396
081485,0.13864894,0.04249182
138410,0.1583452,0.05513473
064409,0.14006959,0.100327924
073175,0.085748896,0.02338163
107186,0.21484017,0.14717618
003492,0.053052448,0.014439495
010388,0.17947687,0.040650357
030058,0.31771207,0.17547038
116706,0.053833008,0.017828636
073820,0.23757173,0.000756056
052636,0.23588443,0.085933626
014663,0.25750852,0.10704655
040232,0.14508197,0.047011137
123965,0.049227897,0.050849177
000602,0.042790283,0.0046155597
123971,0.25714046,0.0704864
107179,0.29358014,0.13791014
118059,0.045121554,0.012842963
080002,0.16322303,0.05550357
084264,0.17351311,0.09701301
050753,0.2651183,0.14165948
010377,0.15882954,0.0914512
127281,0.17141698,0.08986092
031391,0.09743844,0.013302013
010439,0.14586136,0.029895183
068582,0.2601809,0.05459241
015541,0.04122735,0.013272481
131385,0.16009837,0.09061085
148120,0.20744151,0.09049291
091899,0.06760545,0.037600465
108504,0.23265651,0.0972116
080758,0.03706388,0.023343278
143061,0.049735036,0.016860843
058333,0.19521023,0.09093355
082629,0.104449116,0.043372504
060874,0.08545034,0.04729691
127295,0.34062904,0.14177741
110439,0.16363484,0.032237776
097542,0.10153631,0.042590372
098671,0.18392956,0.08439877
130931,0.050001454,0.027811209
143060,0.02212299,0.030994536
130930,0.08760095,0.02111374
098670,0.124942414,0.08627103
127294,0.31672484,0.17253272
110438,0.17699954,0.02944582
060875,0.065622225,0.040005468
142418,0.29426226,0.10334582
039900,0.07386386,0.025537295
082628,0.24774618,0.04961003
031390,0.08239173,0.011752231
118070,0.062457275,0.05131542
127280,0.24705462,0.034438398
108505,0.25885883,0.11132136
148121,0.20753962,0.08097472
015540,0.042253207,0.010839885
010438,0.07168263,0.008804092
080765,0.050790843,0.02239277
128825,0.1376899,0.07989985
123970,0.06379152,0.08974457
144733,0.115507044,0.04584742
010376,0.104884245,0.037971605
037911,0.08954762,0.0404328
040541,0.15042393,0.09783201
050752,0.19068567,0.13243894
080003,0.20100218,0.08919173
118058,0.04175681,0.012977255
107178,0.25611132,0.14986259
096675,0.1763419,0.19691962
110410,0.16090913,0.082616895
141139,0.09235697,0.035866816
019420,0.07077934,0.040796246
123964,0.18602914,0.053840294
009155,0.07894715,0.038439486
040233,0.1486093,0.070661046
052637,0.24117205,0.0804079
073821,0.3390132,0.00034308125
116707,0.008682879,0.007414799
090589,0.19303323,0.04906475
137722,0.27179348,0.14115594
038363,0.2516363,0.02448846
133544,0.1887922,0.006854421
036428,0.13821663,0.09596458
030059,0.22261862,0.0939731
010389,0.120100476,0.045623574
107187,0.3094065,0.15058577
073174,0.03225956,0.005583379
064408,0.13658838,0.12261242
032882,0.15818177,0.1556485
124992,0.19743425,0.05934658
115597,0.11193396,0.03422999
057968,0.21476997,0.06394495
067673,0.18553925,0.0841546
068540,0.048644155,0.028671825
141878,0.11397973,0.034062564
065064,0.3501188,0.16239378
142381,0.16757387,0.09419911
122475,0.09957387,0.07315469
107805,0.18461478,0.08287845
146681,0.18866411,0.077082485
120504,0.07895713,0.038861714
055831,0.09358605,0.06291398
114879,0.074410394,0.024759583
022475,0.04967891,0.024895128
126607,0.2616201,0.07418935
127519,0.27062634,0.050087217
045388,0.07713055,0.009240947
125681,0.0598565,0.021469217
118500,0.17402244,0.09501106
085423,0.13113852,0.07293846
051114,0.011550208,0.02594026
145607,0.24145597,0.1447275
098300,0.07055266,0.026249578
117627,0.3326214,0.16375467
052409,0.11444017,0.097095035
107434,0.12686393,0.15526806
075908,0.21605507,0.111000985
134940,0.12314407,0.049044266
011242,0.055686556,0.029822478
017633,0.09851465,0.035050638
049029,0.17273316,0.034351923
108049,0.12791751,0.050466765
117169,0.03906238,0.019134782
004101,0.05052941,0.03906644
109357,0.20566812,0.11220418
038820,0.072532415,0.009671911
074380,0.18671575,0.08568467
127914,0.20102918,0.07141253
086116,0.14671974,0.072650805
045149,0.18169609,0.09413311
133975,0.11740739,0.013721788
038834,0.0749886,0.014103974
091318,0.060296495,0.053630047
129093,0.31805474,0.109547906
072068,0.1603382,0.12698781
133020,0.119368374,0.021426247
135337,0.16223969,0.05817064
112788,0.16832975,0.13537045
007391,0.253577,0.08678558
033020,0.09534394,0.03934658
056874,0.17292735,0.12291478
048492,0.17163819,0.05097416
007385,0.21357061,0.052903943
060478,0.14303066,0.06846397
025124,0.112758175,0.055405147
107391,0.25521764,0.07513133
083913,0.14506127,0.06479099
036616,0.10528399,0.03201023
063159,0.108042374,0.03527066
119187,0.22443481,0.09956976
129044,0.075064905,0.035844903
088846,0.2171179,0.11960973
146483,0.17061402,0.10218202
140794,0.13467537,0.11097091
126411,0.13374059,0.030338567
010809,0.19948621,0.11490608
029044,0.1758068,0.07309985
019187,0.12621799,0.0439536
112978,0.11598792,0.013659067
056690,0.19440885,0.0797124
126405,0.075362496,0.02965713
119193,0.08776718,0.072051086
070657,0.100953504,0.09220957
083898,0.14382572,0.049960054
121593,0.16086623,0.08996246
021587,0.075803146,0.04225007
068839,0.09280788,0.017014433
131794,0.17177525,0.082192555
110982,0.10630718,0.021594161
100549,0.25371158,0.09362072
152569,0.15980841,0.026793422
007554,0.12181671,0.06406092
148519,0.2000043,0.07602423
042020,0.10234565,0.05883658
004075,0.12097303,0.057737414
110772,0.19101919,0.10084968
000213,0.06195359,0.012296304
061821,0.10848114,0.094743624
114272,0.21150479,0.066285394
116465,0.16871952,0.10873387
108883,0.116341025,0.051355578
101119,0.23655033,0.14861557
129695,0.18473431,0.05555445
140623,0.29097894,0.096024394
057439,0.19679514,0.08032774
114266,0.24311313,0.088381246
000207,0.04309316,0.007756179
113284,0.15713976,0.11530898
036986,0.35215074,0.14482547
061160,0.24678887,0.16092768
133632,0.097574815,0.044097576
085594,0.09595953,0.080708995
126559,0.16011557,0.044677343
073564,0.1952364,0.08273328
023353,0.018592648,0.010371586
107597,0.1256376,0.013319038
108868,0.13076188,0.037751965
107583,0.02978883,0.008434948
024428,0.44739217,0.11698719
061174,0.229642,0.19396147
001680,0.11474111,0.025209216
125722,0.30875844,0.114468284
036992,0.36952853,0.22099455
138015,0.113300875,0.028139234
142949,0.099923074,0.049337808
115811,0.18991663,0.0630277
024366,0.056121897,0.024547476
101864,0.06216391,0.04818417
108840,0.09893087,0.10782125
131019,0.049757257,0.04988119
144492,0.060740795,0.0054861926
072134,0.1491571,0.0814347
075883,0.093627855,0.019795176
126217,0.11479207,0.027991876
028548,0.13816407,0.04573723
051262,0.08962774,0.037805103
000993,0.15270227,0.1086101
125291,0.21476245,0.09407956
105141,0.15712313,0.1104469
116883,0.102923185,0.019801736
107030,0.13779251,0.096416585
108303,0.18369055,0.06126785
096729,0.06905895,0.008360057
057175,0.1498075,0.063486226
037859,0.11092348,0.054991655
046078,0.19086576,0.1343336
006448,0.038790055,0.031435177
085027,0.07942598,0.017109834
074960,0.12253976,0.011702723
054468,0.33365172,0.056398157
099368,0.042778146,0.014419728
108471,0.09246702,0.019358344
051276,0.049731787,0.04104206
134388,0.12652023,0.021778563
056519,0.13839719,0.029638555
140421,0.12102416,0.070681974
080611,0.17936373,0.03470428
004511,0.05999751,0.025578145
108459,0.202837,0.06304533
000777,0.07959332,0.04395841
114070,0.11126443,0.01277388
094102,0.078677185,0.04554093
142550,0.20761277,0.10737691
092573,0.024117677,0.0107476525
066394,0.13502665,0.08027722
005169,0.0671758,0.0085234335
116101,0.15195912,0.03599667
042236,0.117321715,0.056703825
000005,0.07955334,0.08541733
046736,0.11910031,0.046956215
104277,0.24093583,0.12302601
114064,0.17805362,0.1034751
103518,0.20317937,0.09095337
118886,0.1748659,0.051450673
075317,0.04116122,0.023332506
109960,0.046741318,0.0156764
080836,0.14161891,0.039121393
073766,0.2595857,0.076891035
148082,0.13541244,0.040689886
115391,0.24455893,0.119726785
071617,0.25017363,0.14158204
091085,0.100861564,0.061151374
033424,0.089587234,0.03877688
138217,0.23014203,0.08859665
067707,0.13775247,0.023923315
105196,0.012891175,0.002746641
001482,0.256486,0.048458736
109974,0.2498855,0.10851968
043869,0.21235014,0.119675726
073772,0.144012,0.025391163
011861,0.17411993,0.13606018
120316,0.13437374,0.058262005
043699,0.297092,0.09036107
128992,0.19836204,0.021253563
044848,0.0700198,0.0060095475
120470,0.3491314,0.06979417
036560,0.1732115,0.03382592
126015,0.10961307,0.02853595
120302,0.09492551,0.060999952
116868,0.08738658,0.016844474
126773,0.04805565,0.017392201
119583,0.14481772,0.038280964
085966,0.063228756,0.03032679
057820,0.16712098,0.06516608
064542,0.466384,0.068746835
054481,0.1088115,0.032884486
139123,0.15713565,0.04078615
043843,0.045212455,0.015273297
108498,0.14504679,0.12550038
089192,0.17063999,0.07233937
062655,0.12086457,0.0718801
120314,0.124965966,0.040299676
060042,0.093923464,0.07290865
122503,0.24456038,0.034754593
026017,0.13128756,0.0806194
057822,0.17406876,0.06553417
129442,0.175217,0.037855368
043857,0.14667028,0.08962755
099395,0.08863675,0.024928657
120300,0.14820331,0.044453733
120466,0.13888828,0.038686637
064556,0.11985675,0.032400124
126017,0.087332934,0.028659351
026765,0.024437267,0.0029826085
033426,0.07975836,0.04939721
091087,0.11870906,0.106153965
123147,0.08538297,0.06588144
071173,0.1378671,0.08669957
133432,0.19142373,0.049403243
135043,0.10043651,0.050186925
073764,0.11211059,0.06320114
080834,0.109247595,0.028689403
120328,0.08849701,0.025164137
109962,0.047154848,0.033342004
073770,0.2643888,0.12687723
137898,0.18631765,0.12633963
128760,0.2237835,0.05421676
109976,0.20610987,0.07855686
009962,0.1036716,0.04145736
138215,0.27309895,0.08320583
091093,0.05475437,0.054310817
054442,0.17589661,0.0629019
013709,0.08560445,0.09905976
142552,0.20573162,0.09596518
114072,0.057525262,0.011550707
046720,0.0012925101,0.00019107346
086262,0.18931338,0.11950922
004507,0.04399328,0.017080028
057639,0.08386724,0.038803637
114066,0.25002643,0.08215964
049407,0.1287059,0.09385611
092565,0.022545509,0.018809592
042234,0.115616426,0.057499018
016895,0.18119638,0.060299944
083440,0.14275846,0.020922618
057177,0.08890023,0.053597104
005157,0.048060283,0.00881603
013735,0.2433179,0.083811656
108301,0.19493209,0.041700378
116881,0.19707288,0.075125635
139862,0.09973938,0.044390168
127484,0.084555335,0.0239729
118674,0.19046903,0.040477574
125293,0.21686098,0.11035213
051260,0.08386425,0.048790663
125287,0.14287552,0.07247225
001443,0.21895221,0.056517504
051274,0.05714224,0.028011952
018112,0.102271765,0.054139335
139876,0.12499278,0.039550114
089179,0.22057685,0.10625036
108473,0.04357842,0.005318229
087154,0.18271348,0.1277763
003532,0.05057369,0.017525675
048043,0.073090084,0.011916227
118489,0.050308824,0.026579062
108842,0.17349918,0.07823795
024364,0.06488507,0.030923195
115813,0.15680717,0.081531264
047199,0.13007034,0.03481423
051923,0.3074644,0.110086165
126215,0.08709888,0.015269096
072136,0.11217205,0.13106549
024370,0.060174365,0.043528017
107595,0.10771095,0.035725046
073566,0.036002066,0.00877655
037324,0.05960195,0.05385392
071371,0.1870986,0.11875385
085596,0.21342602,0.06841996
036984,0.16639872,0.14259152
112198,0.053582374,0.04005703
092954,0.14302146,0.020908719
126229,0.015377688,0.0048215725
081082,0.105201446,0.037728544
138017,0.14077394,0.027183509
036990,0.3066317,0.15904573
001682,0.10426157,0.05623807
031999,0.06852358,0.04891448
073572,0.08056688,0.01453852
035527,0.1943339,0.09591244
140621,0.19463828,0.13642015
116467,0.07919387,0.016701687
012173,0.061809275,0.04093483
108881,0.12860535,0.031561863
055238,0.15147166,0.0481284
104063,0.068398416,0.048676677
145759,0.29510835,0.120616026
084111,0.13708176,0.10329208
048269,0.07372046,0.06736013
009553,0.115206085,0.034939863
152543,0.17999919,0.13885514
113279,0.0739637,0.02401297
000211,0.11313523,0.04072283
004077,0.09159104,0.048687723
110764,0.11444684,0.11719866
119026,0.06270971,0.046330716
109235,0.15954947,0.08415976
039484,0.0813011,0.028288813
006674,0.06372625,0.044738412
066180,0.23000479,0.06832765
040147,0.15295893,0.046954446
133803,0.08712463,0.039468504
047628,0.15812697,0.05220823
090616,0.18469962,0.032664165
129683,0.15208155,0.05206315
030488,0.30250487,0.105087325
126598,0.18641174,0.07301936
053675,0.008479042,0.0048193545
003724,0.18568836,0.080104604
013537,0.04314576,0.01974553
121591,0.18241198,0.09084042
035296,0.05986709,0.038244937
145003,0.19028494,0.09439145
084139,0.18079686,0.04448949
011334,0.07476762,0.028215386
058052,0.14168857,0.06931933
110980,0.2292311,0.090830795
087430,0.072496735,0.020553915
131796,0.19131687,0.089801334
140609,0.18518153,0.13764367
122932,0.1400008,0.04337929
143300,0.06871134,0.017584262
056686,0.26500654,0.09865703
122675,0.07573204,0.023737673
025668,0.12173039,0.096565604
126413,0.08578402,0.016920742
146481,0.1874107,0.08434718
034003,0.12072291,0.020329533
072056,0.096729286,0.034463428
129046,0.27181658,0.11271053
036614,0.14716755,0.04874821
083911,0.11264992,0.044555023
029720,0.12875119,0.062062196
122107,0.08627784,0.04722576
070655,0.21678796,0.061674774
129052,0.07428766,0.06131558
126407,0.20121011,0.106320225
130265,0.12955119,0.057637747
056692,0.16377175,0.118263714
020704,0.25370198,0.08621792
032328,0.038907547,0.032968253
007393,0.03189889,0.011215532
122649,0.25900626,0.053133704
133022,0.44114587,0.066036835
088878,0.08515404,0.014752318
097958,0.022577701,0.024042502
097794,0.07840922,0.03500196
134981,0.03184763,0.004752998
091468,0.08020448,0.06927115
127916,0.18267386,0.046481285
074382,0.20502695,0.03319973
056645,0.09463147,0.06255358
038822,0.09982793,0.020345295
011268,0.11065721,0.08776516
093519,0.1485038,0.008144002
109355,0.22028263,0.115110405
004103,0.05901868,0.039058227
129091,0.2798779,0.121780336
075936,0.13062821,0.055980746
116261,0.30447555,0.048967604
110610,0.07871402,0.07827523
115768,0.10826461,0.014112251
133977,0.16030538,0.058148578
059562,0.14246316,0.07411761
007378,0.059021976,0.011969383
056651,0.0872759,0.049144257
053729,0.1369821,0.033930067
085421,0.117057,0.0496167
118502,0.22383592,0.0741355
117631,0.098997764,0.03734065
013325,0.06256906,0.03443416
012985,0.16031352,0.0532848
085347,0.051636167,0.046060346
134956,0.14048287,0.0586094
017631,0.101287514,0.037244853
134942,0.10075193,0.041212067
055402,0.160686,0.052264363
098302,0.091185085,0.032645877
001735,0.18825357,0.08270303
048453,0.026761314,0.0139032
133793,0.11070748,0.04515212
026605,0.1241096,0.0047921753
055833,0.09819312,0.050104972
127269,0.23727196,0.15581046
146683,0.19295399,0.09031941
011917,0.15573765,0.080255575
048862,0.16171114,0.06557697
126605,0.22646059,0.12776497
139043,0.1431563,0.06998146
022477,0.05068739,0.030001286
055827,0.09713833,0.068774596
107185,0.32954815,0.14556994
026639,0.15976822,0.04677886
085838,0.20876804,0.08157213
112588,0.08917317,0.032732308
113696,0.113680385,0.025188567
038361,0.1735693,0.02210108
133546,0.089861654,0.013102324
138413,0.17268111,0.06443127
024748,0.00063422567,0.00082586793
137720,0.30722147,0.14801003
025324,0.08409455,0.04531934
080001,0.15204263,0.087970376
112211,0.28552943,0.06596885
010374,0.16936268,0.073865555
123972,0.15133052,0.063839525
137907,0.018576875,0.011380308
106502,0.07198261,0.009460411
128827,0.10170247,0.04794159
080773,0.2899438,0.073189616
052635,0.1921903,0.11388574
000615,0.0585239,0.0039143143
040231,0.1827608,0.060403407
123966,0.17717552,0.05522945
019422,0.10321013,0.012628363
097569,0.0717259,0.08279987
093727,0.15286224,0.1460232
114884,0.07412336,0.040225737
091130,0.08797163,0.021282565
127296,0.19198285,0.057247736
130932,0.115664974,0.017234374
126188,0.17798975,0.06427842
008261,0.05712769,0.022106519
015542,0.10362927,0.03811606
098666,0.08447219,0.039737273
031392,0.07440396,0.01744426
015543,0.059225306,0.019245869
105022,0.048033517,0.028566368
051301,0.28111053,0.056777276
043063,0.06826346,0.07461857
098667,0.26535657,0.08126918
130927,0.1321151,0.033350892
126189,0.15862393,0.04651715
097540,0.14379789,0.030251488
119379,0.043079965,0.021865528
130933,0.057639483,0.0051323366
127297,0.3294636,0.12972507
040230,0.18962969,0.076624
014661,0.12504849,0.06586219
052634,0.17728658,0.13137037
073822,0.19664164,0.00016965403
116704,0.06466505,0.004519591
080772,0.2681844,0.055979487
097568,0.18626164,0.07637799
013668,0.059218794,0.022691527
142433,0.21853465,0.05860608
019423,0.19678491,0.0661493
010375,0.14747855,0.064700656
006517,0.101506285,0.02365665
040542,0.15042423,0.09783195
083509,0.18812488,0.04115369
112210,0.21881713,0.02217182
001278,0.08482428,0.06254586
080000,0.12403526,0.051920038
080766,0.039357122,0.038192753
123973,0.22936185,0.0781344
133553,0.18917379,0.071331196
068543,0.05119433,0.039479032
033221,0.10585815,0.029659605
138406,0.20549823,0.072012156
044917,0.18647477,0.08621809
131422,0.20642525,0.06729822
026638,0.19912542,0.06574036
107184,0.33505028,0.14505501
131436,0.19059928,0.09721919
127532,0.21927619,0.084543206
065073,0.23576789,0.046813022
137721,0.43768892,0.09813573
024749,0.0008570823,0.0012718716
113697,0.08551833,0.028734311
085839,0.14003976,0.07281839
029245,0.08539467,0.036971975
132117,0.18402942,0.09616426
093915,0.04008769,0.0036891317
120513,0.18513961,0.08984421
055826,0.09160249,0.06308002
022476,0.09308383,0.044483915
127268,0.21887103,0.111006476
055832,0.09546578,0.066410586
048863,0.1445412,0.038700372
057943,0.066791624,0.033450563
011916,0.14288436,0.0692612
036371,0.18084116,0.10130272
141304,0.104564115,0.067470275
134943,0.10150376,0.049547613
070873,0.06469702,0.0023619968
041310,0.124595456,0.028609501
048452,0.16257225,0.016137032
090987,0.12898515,0.14202927
087237,0.2008597,0.09448335
117630,0.091164276,0.033289857
090993,0.11917393,0.07337666
118503,0.33113185,0.028283224
091455,0.091588005,0.03474172
085420,0.1424694,0.06577171
051117,0.011148865,0.0031142114
145610,0.21829091,0.1234797
048446,0.01583613,0.012450131
001720,0.0858722,0.035321437
084058,0.085468024,0.108601555
085346,0.051450662,0.061876856
141310,0.21490301,0.059610534
115769,0.056048412,0.005121491
094263,0.09334812,0.05000364
051659,0.07907215,0.033051472
110611,0.14763124,0.04916167
088892,0.23392671,0.07564222
075937,0.36157858,0.117600985
129090,0.27300718,0.12359997
053728,0.04497416,0.027379444
056650,0.07339635,0.046089098
007379,0.28731546,0.07101399
133976,0.1574627,0.07043184
056888,0.058310937,0.014893264
031807,0.21328227,0.044918295
015769,0.115147576,0.050206937
074383,0.1793518,0.048886616
004102,0.06087979,0.037020482
054735,0.20707041,0.09520449
093518,0.1530424,0.011092013
038823,0.042758036,0.012002079
065265,0.10995073,0.046900406
034994,0.04897647,0.059973862
048491,0.16075549,0.044635188
007386,0.08284502,0.07771406
122648,0.2211863,0.09942371
032329,0.048179816,0.017963
097959,0.043953564,0.019019416
088879,0.2135179,0.1258466
133023,0.13144252,0.08307633
129053,0.25544235,0.1092274
052393,0.19690114,0.07147141
070654,0.23355713,0.09496007
122106,0.09625501,0.047036
029721,0.16942035,0.076833375
019184,0.11644212,0.07186513
056693,0.101935826,0.061984707
126406,0.1968548,0.09277798
126412,0.14170863,0.021739978
025669,0.12582591,0.07983107
139532,0.11912675,0.011545076
056687,0.23340167,0.10741638
145189,0.03336283,0.0037362196
036615,0.14150754,0.06903535
131797,0.16179718,0.10016148
087431,0.059754647,0.019359589
148532,0.13095462,0.040675387
058053,0.027056335,0.045125663
057360,0.08900322,0.024772547
111335,0.17373544,0.08152461
145002,0.045708753,0.0053746738
134823,0.21798973,0.13587983
121590,0.16430277,0.102001846
003725,0.16272159,0.059500974
141264,0.4678419,0.1076003
000204,0.099409826,0.032808274
006675,0.25298306,0.23775853
064796,0.15909627,0.08898411
119027,0.08301574,0.042261567
065488,0.116683744,0.033272054
110765,0.12058457,0.121251635
042751,0.07922835,0.012347297
139491,0.055968672,0.018456034
090617,0.15483804,0.03426451
133802,0.09658216,0.032641884
114265,0.17259072,0.089714214
094465,0.2493984,0.08452373
145758,0.2051116,0.09233783
104062,0.114413984,0.057691053
108880,0.1626628,0.031994835
116466,0.083083525,0.015397344
139485,0.066383764,0.01348947
140620,0.16527918,0.06896431
129696,0.17327753,0.048476852
004076,0.113330156,0.044418707
042023,0.116620764,0.0634608
110771,0.13673483,0.085889354
000210,0.12299999,0.03811659
113278,0.15106474,0.08549691
125721,0.27700502,0.13613181
138016,0.13191451,0.03842586
081083,0.09454419,0.038541317
073573,0.071346104,0.012228535
001683,0.11588655,0.04632759
037325,0.04592327,0.04002544
107594,0.12115408,0.02036327
090824,0.043672092,0.020579083
080389,0.1230212,0.025465373
092955,0.10887928,0.01368869
112199,0.06485788,0.060823917
036985,0.40672562,0.1512403
024371,0.09828022,0.04283588
101873,0.0088001685,0.015600835
126214,0.060363397,0.005194288
074546,0.090579286,0.013637434
060533,0.099769406,0.06346863
134610,0.19675618,0.09663757
076437,0.13095447,0.044376265
108843,0.19261235,0.10439553
047826,0.046148013,0.0070260284
122066,0.12546006,0.05685116
047198,0.14811295,0.05518603
115812,0.17878488,0.066542126
024365,0.075305924,0.037231777
087155,0.20686069,0.118517876
108472,0.11262557,0.020628728
089178,0.27936164,0.16588895
051275,0.11515184,0.03679337
125286,0.1563864,0.07968024
048042,0.04204132,0.00829965
016880,0.202169,0.11790811
108314,0.099641025,0.031254627
107027,0.066578545,0.09272425
003533,0.04811839,0.03707176
106339,0.13204746,0.023271864
108300,0.11217354,0.014910611
099419,0.1338007,0.08749483
005156,0.09160067,0.015400163
057176,0.1484574,0.10720932
041714,0.11644119,0.05738247
051261,0.039330438,0.042906538
105142,0.18092132,0.103105396
116880,0.1368298,0.087533936
114067,0.17461704,0.099521495
106463,0.20920417,0.16461271
042235,0.04079689,0.051162127
116116,0.19287215,0.045085922
