track_id,zero_crossings
001197,25427
001199,16783
001201,65067
001202,54105
001203,72543
001204,51987
001249,51067
001259,75473
001270,109085
001276,45811
001277,90675
001278,45481
001279,95943
001280,94511
001289,51091
001290,95705
001292,28637
001298,80769
001311,34865
001339,42317
001354,73553
001356,85431
001358,37151
001360,61317
001361,58599
001363,41101
001366,50735
001382,73221
001383,86487
001413,45383
001416,87363
001417,56955
001418,72943
001419,58043
001427,44953
001443,39647
001450,117773
001451,97477
001481,23767
001482,10215
001483,100023
001485,66319
001498,38683
001510,172083
001526,81407
001528,113809
001534,100244
001544,69711
001545,41741
001547,58505
001548,22607
001550,24708
001551,10281
001552,34869
001553,28527
001554,65520
001555,13152
001556,23874
001559,41407
001607,50865
001634,114025
001635,94131
001638,58425
001640,97145
001642,95481
001644,112035
001649,68839
001652,131463
001661,119217
001663,59729
001666,79723
001671,34759
001673,32019
001674,29237
001677,73035
001678,44129
001680,48475
001681,73837
001682,59831
001683,58741
001684,53311
001685,45999
001686,60183
001687,44053
001688,64473
001689,67419
001701,50987
001702,34505
001703,43121
001704,78463
001705,42237
001706,140253
001720,96605
001730,82583
001732,97211
001733,81035
001734,168923
001735,94131
001736,61753
001738,121343
001739,115351
001783,48683
001793,89027
001797,72169
001799,50273
001804,75617
001810,54263
001822,70591
001831,73759
001836,80217
001837,83661
001883,132767
001884,78439
001888,67363
001889,72971
001890,69575
001891,56327
001893,29075
001894,62077
001896,93549
001898,30793
001899,45833
001900,53909
001901,30687
001916,47939
001924,85987
001925,27901
001926,73833
001929,18357
001930,41575
001940,110981
001941,92119
001944,117781
001963,54043
001964,61099
001965,35263
001966,36621
001967,35871
001995,66249
001996,108183
002012,99699
002096,23395
002097,31743
002099,52645
002125,110591
003263,13323
003264,13447
003265,16103
003266,38945
003268,78287
003270,30697
003271,23245
003272,35509
003273,29371
003274,33015
003401,97881
003446,39907
003449,41827
003450,35517
003452,44625
003453,45421
003454,46941
003455,58375
003458,69511
003459,56417
003460,27747
003461,56227
003462,56719
003463,48879
003464,37331
003465,63979
003467,41801
003468,47237
003469,38437
003470,56303
003472,57825
003473,48635
003475,45361
003476,40775
003477,43123
003478,42351
003479,48323
003489,66989
003490,44621
003491,71371
003492,39203
003493,87517
003495,51467
003497,130723
003499,96511
003501,77477
003502,50663
003503,65371
003504,61811
003505,92053
003514,61651
003515,69035
003516,60461
003517,49161
003518,56425
003519,84273
003520,75983
003521,63347
003522,95755
003532,53517
003533,72533
003534,27811
003535,33493
003536,58291
003537,47081
003538,46941
003551,62233
003552,70947
003557,74097
003558,39519
003559,35245
003560,121443
003561,66103
003563,53607
003564,64269
003566,45955
003567,66849
003568,54681
003569,70351
003570,202397
003571,77185
003572,148561
003573,119131
003574,108037
003579,68317
003580,78733
003581,69715
003582,74859
003583,66523
003584,78181
003585,63157
003598,53521
003603,117705
003604,73177
003606,71841
003609,87435
003612,54527
003613,48287
003614,42369
003616,48037
003618,55239
003620,58309
003624,60839
003626,101095
003638,73995
003681,69131
003696,55399
003698,77209
003707,49795
003708,38943
003720,44283
003721,44385
003722,39279
003723,35483
003724,57061
003725,27065
003727,72901
003761,61537
003762,39759
003763,56555
003765,28919
003766,52061
003775,68475
003776,46165
003777,66603
003778,52541
003779,56507
003812,93547
003832,34779
003833,77793
003834,81287
003835,89693
003836,90095
003839,84097
003840,51361
003842,42129
003854,57355
003855,60741
003856,60465
003857,51057
003859,51373
003861,59643
003862,51707
003863,51181
003880,75021
003895,85257
003896,45591
003904,24669
003905,25425
003906,30597
003908,24231
003909,24403
003910,22701
003911,21443
003912,25809
003913,24393
003915,37601
003919,34451
003920,44069
003921,48271
003923,26201
003924,62921
003929,25585
003932,99205
003933,39853
003934,88029
003936,80163
003939,72709
003941,62757
003942,64025
003943,52369
003944,53969
003945,74407
003946,63523
003947,65289
003948,57783
003950,51091
003951,50117
003952,69997
003953,43679
003954,35947
003955,58825
003956,47027
003957,54959
003958,49143
003959,48547
003960,49377
003973,38183
003974,81063
003975,48319
003976,58403
003981,61877
003983,43169
003985,56301
003986,46325
003989,81443
004004,53035
004013,72593
004014,56485
004017,60931
004022,70767
004024,72137
004025,69775
004027,74719
004028,62211
004029,68945
004032,52645
004033,58765
004034,69613
004035,79685
004037,17227
004038,76707
004042,70329
004043,65063
004044,46543
004045,64403
004066,33269
004067,26907
004068,32083
004069,39449
004070,53205
004071,50091
004072,52063
004073,65047
004074,46733
004075,54285
004076,52291
004077,61451
004078,54959
004079,78241
004080,56297
004084,56743
004091,43291
004092,45697
004093,56105
004094,52605
004095,47633
004096,36807
004097,39041
004098,56323
004099,54353
004100,61193
004101,47065
004102,41851
004103,51723
004104,69453
004105,82669
004108,94013
004109,73417
004110,86569
004111,64443
004112,78235
004119,46037
004125,46955
004126,43733
004133,57745
004158,34545
004159,59633
004160,63085
004161,60401
004167,126017
004170,52111
004172,38545
004176,54651
004181,53725
004186,44893
004193,43081
004194,43853
004195,39715
004197,53627
004198,46709
004201,67859
004202,39207
004214,67823
004215,79571
004216,68951
004217,72387
004218,86535
004219,83439
004232,78299
004233,71555
004234,53519
004235,72021
004236,57389
004239,71805
004264,57985
004267,48099
004275,68777
004276,59123
004284,67855
004285,68137
004297,95177
004298,86211
004299,106389
004300,107005
004302,87475
004309,61307
004310,100695
004311,70565
004312,66169
004313,115611
004316,58505
004330,79825
004332,89803
004333,66995
004346,74529
004348,90545
004363,68891
004368,66159
004391,112069
004394,123691
004396,100349
004400,38783
004401,34821
004403,41111
004407,42547
004408,53633
004409,52127
004410,35575
004432,100165
004443,69747
004444,30123
004445,31939
004446,23973
004450,21783
004463,53435
004466,62463
004468,59137
004469,36157
004484,54275
004490,49517
004492,52989
004499,71261
004500,57391
004501,52115
004507,31503
004508,39465
004509,35015
004510,32583
004511,28131
004519,37019
004520,42461
004521,32745
004522,26843
004536,55957
004537,52877
004538,71131
004539,33059
004540,69899
004682,105289
004683,134975
004684,150155
004685,93063
004686,120057
004687,28865
004688,69501
004691,68987
004692,26589
004695,25579
004698,41121
004699,90893
004700,59927
004701,35163
004702,97561
004703,28523
004704,45463
004705,94761
004707,27411
004708,115951
004709,41911
004712,43861
004737,30773
004738,34703
004739,51879
004740,48217
004741,33603
004742,39885
004743,35451
004744,38399
004745,44881
004746,39877
004747,51913
004748,32099
004749,49069
004750,30769
004752,44067
004754,49871
004755,36045
004756,64677
004757,74593
004759,45359
004760,18065
004761,16045
004762,24681
004763,46149
004764,21529
004765,61143
004766,65469
004767,18057
004768,51753
004769,32779
004771,30417
004777,75625
004778,70319
004779,67935
004780,85791
004781,74987
004782,66743
004783,75385
004784,92779
004785,81151
004786,65307
004787,66861
004788,71993
004791,58899
004793,66005
004798,69291
004799,25001
004800,40195
004801,56301
004802,56281
004803,47303
004829,99867
004835,78943
004836,95935
004837,84831
004838,47285
004840,89213
004841,89531
004846,65711
004848,41153
004849,47339
004850,32945
004851,30465
004996,103545
004999,77563
005002,85921
005003,86947
005006,75515
005007,68167
005009,60697
005012,78413
005013,65377
005014,65717
005015,66713
005016,73823
005017,64913
005018,55839
005019,131475
005020,60453
005021,70113
005022,53255
005023,82823
005024,57661
005026,67775
005029,75173
005030,67913
005031,61679
005032,86019
005033,95187
005034,65189
005036,66333
005038,60467
005043,82549
005044,58965
005079,95525
005092,51363
005104,98797
005106,37029
005107,47099
005119,39243
005120,42383
005140,25365
005141,78417
005147,47441
005148,38421
005149,61753
005151,56847
005152,59009
005153,55799
005156,20007
005157,21107
005158,19115
005159,17049
005160,60361
005162,61925
005169,20887
005170,22593
005171,24769
005178,62935
005191,94391
005196,99253
005219,79643
005220,76859
005221,83341
005222,83187
005223,75075
005224,73681
005226,80143
005227,68611
005237,65257
005238,63813
005239,66561
005240,69539
005241,70647
005242,58825
005243,68593
005244,64811
005245,57983
005246,80803
005258,64905
005264,77173
005265,46431
005267,94891
005268,64837
005269,91387
005270,39373
005273,49873
005275,44393
005276,45899
005277,41255
005283,79105
005284,87091
005285,88991
005286,71213
005319,25435
005320,29897
005321,49037
005325,24545
005337,50966
005340,85610
005341,62851
005342,94264
005343,68095
005344,73428
005345,81631
005346,147503
005348,93482
005354,98772
005371,107836
005376,20969
005377,30803
005378,49181
005379,30581
005380,26817
005381,27319
005399,45927
005440,81101
005477,56877
005510,71995
005521,46255
005531,43449
005533,22685
005534,28565
005535,23047
005570,71999
005573,59611
005576,55019
005577,39329
005600,42477
005601,49335
005879,42607
005936,25403
005939,41837
005940,33527
006274,53527
006275,90175
006276,46361
006329,69007
006330,68767
006331,56085
006332,53233
006333,72927
006342,117965
006354,62157
006357,62967
006358,59107
006360,47007
006363,50541
006366,65311
006367,52385
006368,60771
006370,56959
006372,44833
006373,35047
006376,52711
006379,51021
006380,54409
006381,79207
006382,53541
006383,60289
006385,54555
006387,70939
006389,64609
006390,64707
006393,100827
006394,65931
006396,80291
006406,52505
006407,39425
006439,49571
006440,62541
006442,52595
006443,48987
006448,54131
006459,72931
006460,27535
006461,35933
006463,45795
006464,31171
006465,27887
006466,23231
006467,32073
006469,47367
006517,35307
006519,33867
006520,31849
006522,53495
006523,51517
006524,82877
006525,73697
006527,87071
006528,117179
006529,70333
006530,77629
006532,81837
006533,78503
006534,42651
006536,32205
006537,104349
006584,71825
006592,76445
006593,52455
006595,39805
006596,61577
006597,52857
006598,50659
006600,49787
006602,55573
006603,87341
006605,107835
006606,90713
006607,63995
006608,79053
006609,98549
006610,105531
006611,75357
006627,76577
006630,91381
006631,107437
006632,139341
006633,85031
006635,73715
006637,57527
006640,102953
006654,80993
006655,57583
006656,52877
006657,47727
006658,62597
006660,101043
006661,99503
006662,54901
006663,41055
006664,61209
006666,69869
006669,59457
006671,68745
006672,75941
006673,61639
006674,66377
006675,70739
006677,87519
006679,89123
006680,104999
006684,98543
006716,58265
006717,61601
006718,50623
006719,58293
006734,62261
006735,60541
006752,208745
006753,128833
006755,45735
006757,126435
006758,104191
006759,67101
006760,6599
006761,50055
006762,32977
006765,37342
006770,276617
006776,53315
006777,67627
006778,65543
006779,36027
006780,19605
006781,41624
006782,37409
006783,43635
006784,36496
006785,44328
006787,64291
006788,97749
006802,48411
006803,43819
006831,58151
006832,57417
006850,46403
006854,22561
006855,34577
006856,28105
006857,36191
006859,26771
006880,42859
007011,55561
007012,36216
007013,11150
007014,22397
007015,59009
007016,36770
007020,104273
007021,154879
007121,93559
007123,26035
007192,60583
007193,102725
007194,97385
007195,142169
007197,66325
007198,88551
007199,50097
007201,105179
007202,85671
007203,83781
007205,88107
007208,64293
007210,74297
007211,95653
007213,101341
007259,96345
007262,64537
007373,44539
007374,70155
007375,68557
007376,57201
007377,88183
007378,69951
007379,24233
007381,55967
007383,72799
007385,57465
007386,38827
007388,15451
007391,55617
007393,50151
007450,50801
007451,57565
007452,47427
007453,61323
007455,42127
007456,46041
007457,70659
007459,52545
007460,55689
007475,73329
007481,85919
007482,62101
007483,71549
007484,73751
007485,59347
007487,35823
007488,67551
007489,52103
007490,59285
007491,85925
007492,73243
007494,39679
007495,76353
007498,80285
007502,60853
007526,56335
007527,41067
007528,78751
007529,44759
007541,35425
007542,23155
007543,23845
007544,64193
007545,30611
007546,43911
007548,118397
007549,51173
007550,4081
007551,32845
007552,62939
007553,104587
007554,15645
007555,67929
007556,28855
007709,35791
007710,38381
007711,30987
007712,23389
007713,26425
007714,39121
007762,47722
007764,51559
007768,36394
007777,56315
007778,12843
007779,43795
007780,13381
007781,11689
007782,15021
007843,78903
007849,66679
007853,68049
007864,56079
007865,66145
007866,71107
007867,28783
007868,63343
007869,58181
007870,60649
007871,58435
007872,44267
007873,46755
007874,41913
007875,45953
007876,43137
008017,95157
008023,78593
008044,26441
008056,66055
008057,82561
008058,94381
008059,76683
008061,69641
008064,63053
008080,87339
008081,55979
008179,85883
008180,108439
008188,69009
008201,62863
008204,74285
008205,70107
008208,45039
008209,82647
008210,75591
008211,88365
008212,156937
008213,144469
008214,197389
008215,182881
008216,102685
008256,65509
008257,35595
008258,31819
008259,52461
008260,27573
008261,43909
008269,66319
008270,99035
008279,50105
008280,69809
008329,62761
008331,69307
008339,37485
008344,76505
008345,60681
008347,58969
008349,32001
008357,65219
008358,100903
008363,112065
008364,45559
008370,32367
008372,61119
008375,50447
008376,45007
008377,42669
008378,48629
008416,56339
008450,87327
008451,80611
008452,65471
008453,67975
008454,56073
008455,75385
008489,75515
008490,88917
008491,80839
008494,96301
008497,91755
008514,64837
008531,76367
008575,48335
008576,69259
008578,90783
008580,31335
008582,72411
008584,82395
008914,38747
008917,85363
008920,88865
008921,27747
008922,120169
009152,51197
009155,16401
009188,89695
009307,109985
009476,157801
009477,91021
009490,52115
009491,61983
009492,83567
009493,122823
009505,109453
009511,112649
009512,38187
009513,50991
009514,79933
009516,93137
009517,70105
009550,46099
009551,51571
009552,28221
009553,39477
009554,44873
009555,45089
009556,47753
009557,44535
009558,39557
009559,53157
009560,35623
009561,48365
009590,74011
009608,16495
009640,99461
009654,86742
009655,82171
009656,89874
009658,76920
009659,79801
009662,50929
009663,52427
009664,71657
009666,54737
009677,98803
009678,58213
009721,144415
009735,50037
009747,73579
009748,59803
009749,57047
009750,105539
009751,57939
009752,56563
009753,66899
009793,51281
009798,68499
009800,93929
009811,47389
009823,40507
009844,65411
009846,45451
009847,269847
009850,154227
009851,51989
009852,67433
009853,27283
009857,20015
009863,115547
009866,109491
009867,101887
009875,20459
009887,35903
009888,32907
009918,94605
009956,52177
009958,46011
009960,59253
009961,59355
009962,38339
009967,58691
009968,64707
009985,85532
009986,73561
009987,52997
009988,80354
009989,89150
009990,69566
009991,65393
009992,70478
009993,59161
009994,65385
009995,64204
009996,68151
009997,67087
009998,58594
009999,79555
010000,62940
010001,67115
010002,72962
010003,85507
010004,34793
010005,6889
010006,39463
010007,41317
010008,32615
010026,32308
010027,26752
010028,30671
010029,32473
010030,36940
010032,46765
010033,30787
010035,39717
010037,54427
010038,41147
010040,58207
010041,99587
010042,74533
010043,32411
010044,37683
010045,22565
010046,36581
010056,67551
010062,86157
010086,72761
010089,61933
010094,56207
010099,71317
010104,71039
010107,70135
010108,56201
010111,36929
010112,92345
010118,64451
010119,37847
010120,60523
010124,21555
010125,29977
010127,42729
010128,60487
010129,33383
010130,55057
010132,17275
010147,70565
010148,118111
010149,113281
010150,116951
010151,99867
010153,82157
010155,61847
010157,78963
010160,70605
010165,79861
010180,67697
010184,61037
010186,32039
010187,54288
010189,96773
010190,55699
010191,119741
010192,67939
010213,48343
010214,69535
010230,159363
010231,22855
010234,89509
010239,115081
010240,114511
010243,15583
010246,32313
010247,10811
010250,27347
010277,179767
010279,104891
010286,46961
010287,59567
010288,46169
010357,80589
010358,74523
010360,93299
010363,74733
010364,76077
010366,67755
010367,83105
010368,99231
010374,19141
010375,66945
010376,6137
010377,52573
010381,40579
010382,91907
010383,51693
010384,39161
010385,28893
010386,49755
010387,47483
010388,29509
010389,76217
010426,97731
010427,57121
010434,47187
010435,41591
010437,75147
010438,56683
010439,33475
010440,44241
010441,40367
010442,38437
010443,31315
010444,77417
010445,73123
010447,52327
010449,40615
010451,59585
010456,46461
010458,26849
010459,75561
010460,35801
010480,48161
010481,46477
010482,48587
010483,58677
010484,36477
010485,76083
010521,62211
010525,122959
010527,43487
010529,115651
010531,91309
010535,60809
010537,111087
010541,47895
010552,64599
010554,106847
010556,42419
010558,67039
010567,23846
010568,89829
010575,77595
010577,34339
010621,61665
010623,92663
010627,90163
010630,61067
010631,55353
010666,67735
010668,13699
010669,79809
010670,86453
010671,51047
010672,41007
010673,37815
010674,26533
010675,11467
010676,22373
010677,62703
010678,71949
010679,56849
010680,73537
010681,49535
010682,41533
010683,78689
010684,46085
010685,75303
010686,40981
010689,88342
010690,28755
010692,180460
010693,41719
010694,19947
010695,78525
010696,70343
010697,37655
010698,49623
010699,46883
010728,27007
010737,75295
010739,33375
010740,60227
010741,20315
010742,29503
010805,85177
010806,79473
010807,117509
010808,78611
010809,88857
010810,35551
010815,124341
010824,75147
010826,73135
010830,85719
010833,88591
010834,77717
010843,71487
010868,77241
010879,70203
010880,71665
010881,71869
010883,71515
010884,83483
010885,60049
010929,65023
010930,70011
010932,107201
010933,79281
010934,61381
010935,73413
010936,90195
010937,58847
010938,72167
010942,42069
010943,43393
010945,65963
010947,39093
010948,46965
010951,41253
010952,55873
010954,37471
010970,56993
010971,41490
010978,84635
010979,35835
010980,13003
010983,151327
010992,59787
010993,49873
011019,43111
011020,44137
011030,56689
011031,66341
011032,61345
011033,72715
011035,66907
011036,73327
011037,63883
011039,69933
011040,73315
011059,43011
011080,45553
011081,43621
011198,114711
011199,63753
011200,56139
011201,31573
011204,65655
011205,50303
011206,55485
011207,45859
011209,36582
011234,161109
011237,38201
011239,196943
011242,64961
011246,21943
011257,31329
011259,40529
011261,61067
011262,50039
011264,78361
011266,27605
011268,82247
011285,31323
011293,63031
011298,36681
011299,117813
011301,53497
011304,69249
011305,76227
011306,73965
011319,69907
011320,128471
011321,90823
011333,47319
011334,56981
011375,37073
011389,28125
011390,29028
011394,29771
011396,27441
011397,26725
011398,34025
011405,36462
011406,38691
011407,28524
011410,53817
011412,59107
011417,44465
011418,30339
011419,30120
011420,30577
011423,27792
011425,37331
011426,37441
011427,21125
011428,33311
011429,27074
011430,30027
011431,28791
011432,31229
011433,32457
011437,72989
011446,75159
011447,106606
011454,102338
011457,52565
011458,47177
011459,64533
011503,20895
011504,43967
011505,50215
011506,42839
011507,36629
011508,43523
011509,44137
011541,55605
011544,71219
011608,34500
011609,22483
011612,61473
011626,31821
011627,117905
011628,72561
011629,62597
011631,61645
011632,69127
011633,110433
011634,96793
011635,98517
011636,70641
011638,93029
011639,85109
011640,102115
011641,97379
011643,76331
011644,18197
011647,61521
011663,41277
011671,47261
011672,59979
011673,64139
011674,54379
011675,39651
011677,53361
011679,49421
011681,49851
011682,71507
011683,56717
011695,27718
011696,34383
011711,40719
011712,42599
011713,31307
011715,28378
011716,32924
011719,38381
011720,37293
011721,41841
011722,44273
011723,23213
011724,31627
011733,5147
011734,17225
011737,47163
011738,78301
011748,53453
011750,69733
011752,31941
011753,32745
011757,25801
011758,27941
011763,51353
011764,36193
011765,31263
011766,50381
011767,72777
011768,71111
011769,85955
011770,67721
011771,80751
011772,107345
011773,43405
011774,38577
011775,60769
011776,54823
011777,81243
011778,79309
011779,96837
011780,50209
011781,26599
011782,80471
011783,75947
011784,37319
011785,46275
011786,42781
011787,40677
011788,31339
011789,98699
011790,36357
011791,69455
011792,36727
011793,61157
011794,101813
011795,33287
011796,69277
011797,45805
011799,59129
011803,102109
011808,67895
011812,97209
011813,82273
011815,78257
011816,46021
011818,95867
011819,46341
011824,73373
011826,50071
011828,65387
011829,71019
011830,55209
011831,64325
011832,51909
011834,100463
011836,95063
011837,112348
011838,51476
011839,50304
011840,42540
011854,75643
011855,96503
011856,57836
011857,54480
011858,23803
011859,94529
011861,89205
011862,49393
011863,101424
011864,64469
011865,75033
011866,90825
011867,59633
011868,71921
011869,77790
011875,83261
011879,37445
011880,74053
011881,72859
011882,65899
011883,91129
011884,69357
011885,69083
011886,86537
011888,49685
011889,56491
011890,98339
011891,82035
011892,59379
011893,66637
011894,94461
011895,78703
011896,71685
011897,94615
011898,72295
011899,70377
011914,100991
011916,65393
011917,58371
011918,24397
011919,58071
011920,37739
011921,52075
011922,83639
011933,89873
011934,80175
011936,56097
011937,110547
011938,105529
011940,81943
011941,54499
011942,129697
011945,76857
011946,80897
011947,58351
011948,25463
011949,57917
011951,33987
011954,51558
011957,61703
011976,27921
011986,131811
011987,23915
011988,85177
011989,59747
011992,48621
012045,47897
012046,34911
012047,55025
012048,37543
012049,55057
012050,42529
012051,49311
012052,34447
012053,35471
012058,41731
012059,39369
012060,42269
012061,28923
012062,40879
012063,55563
012064,33269
012065,33403
012066,42941
012067,33401
012068,40577
012074,50249
012081,49955
012083,70493
012084,77987
012090,61071
012095,34817
012109,126063
012112,77738
012113,87247
012114,70863
012115,82141
012130,64183
012146,66239
012147,125713
012171,85221
012173,55667
012174,132259
012175,80579
012179,23307
012182,59213
012183,60067
012185,72637
012188,101385
012189,60261
012193,8203
012194,88087
012195,93789
012196,59847
012199,23367
012308,39845
012338,38985
012339,44181
012346,41755
012348,64323
012349,82433
012350,55453
012351,41761
012352,47581
012353,54911
012354,57369
012355,39303
012356,63051
012365,57337
012367,47549
012369,70783
012372,51033
012374,39437
012375,82115
012376,97731
012378,36133
012381,123057
012387,38453
012388,37743
012390,50461
012392,26801
012394,45461
012396,35667
012398,19289
012399,36371
012402,39395
012406,64195
012407,65985
012408,54477
012409,67255
012410,49351
012412,39897
012413,70897
012419,60211
012420,56115
012421,60613
012422,50889
012423,52657
012424,65633
012425,77715
012447,76683
012448,100431
012449,93677
012451,84949
012481,42409
012482,31279
012483,69289
012484,43063
012485,74521
012486,27395
012487,34815
012488,25049
012489,49023
012490,53459
012508,36707
012509,32251
012510,39515
012511,51141
012513,41277
012514,58103
012515,36535
012516,39163
012517,54731
012518,45091
012520,37111
012521,94807
012523,50413
012526,58455
012527,42911
012530,51815
012531,81045
012532,54159
012533,53415
012534,53253
012535,49565
012537,45019
012538,88161
012539,123961
012551,35603
012552,48997
012554,63023
012555,61049
012556,43351
012566,70133
012567,97547
012568,57215
012569,82905
012570,77143
012571,73138
012572,63041
012573,74044
012574,72142
012575,74252
012576,84161
012577,64803
012578,65111
012579,69536
012588,36791
012589,57999
012590,47701
012591,43989
012592,78427
012594,56433
012595,61091
012596,81567
012597,67911
012598,56769
012599,59699
012600,51975
012601,57987
012602,36409
012608,30647
012609,50277
012610,49665
012611,41135
012614,87753
012654,76977
012672,32881
012673,25971
012674,26995
012675,40233
012676,37641
012677,26875
012690,79745
012691,83317
012692,85325
012737,59872
012744,90233
012833,37899
012835,58384
012836,66552
012922,46377
012923,32691
012924,39209
012926,56159
012927,52833
012985,40675
012986,41945
012987,37589
012988,84963
012989,14717
012990,152985
012991,10771
012993,44627
012994,65827
012995,240421
012996,123025
012997,30993
013014,99403
013115,66535
013116,79603
013118,36551
013119,46067
013120,57035
013121,29523
013122,63981
013123,49647
013124,30967
013125,38811
013126,55289
013127,93143
013128,58063
013190,67099
013191,26971
013192,23493
013196,39565
013197,33819
013199,56155
013201,78865
013207,59247
013209,73639
013217,76093
013218,52699
013220,73723
013221,99991
013224,54489
013225,43095
013325,82541
013326,124113
013327,55023
013328,67423
013329,57657
013330,74279
013331,79955
013362,23809
013363,35017
013365,50659
013366,59923
013367,41597
013369,75129
013370,36405
013371,22131
013372,57369
013376,46271
013378,57053
013440,24641
013442,37047
013446,72633
013451,54805
013452,47675
013470,84501
013472,48007
013474,39371
013476,62177
013537,47763
013538,39257
013539,37873
013540,62989
013551,76963
013555,79359
013556,56937
013557,81553
013558,45007
013559,47157
013560,56451
013561,63813
013562,80715
013563,61445
013564,61431
013566,40429
013567,35265
013571,80551
013576,24709
013577,83127
013578,95383
013579,40627
013580,38863
013581,33969
013582,33737
013585,36051
013586,31611
013587,16389
013589,33175
013590,53159
013591,70877
013592,55851
013593,81035
013595,54825
013596,76099
013597,74461
013598,26095
013646,44227
013649,55375
013661,69243
013662,56339
013664,38241
013666,51795
013668,52105
013670,83587
013671,87629
013672,32319
013673,61823
013706,72643
013707,56333
013708,18367
013709,43811
013710,74455
013711,35697
013725,84501
013735,40215
013742,73209
013744,96673
013747,97481
013748,62305
013749,106085
013760,29083
013761,25327
013762,33417
013763,38611
013764,67479
013765,24747
013766,26567
013767,77223
013768,84587
013772,82599
013776,52333
013804,22527
013805,110295
013814,47686
013833,46002
013834,25914
013835,27301
013838,39650
013839,35359
013863,34645
013864,46961
013867,28757
013868,33697
013879,74379
013891,122923
013895,156229
013908,79257
013909,34777
013910,69787
013911,62227
013912,62453
013913,85695
013914,127413
013927,47221
013928,44125
013929,43755
013930,66271
013976,80683
013978,90955
013979,61581
013999,98599
014014,67447
014015,72021
014016,73801
014017,71405
014018,106221
014019,85847
014053,31740
014055,34368
014059,47653
014060,101967
014061,20953
014062,43146
014063,101202
014064,91594
014065,105564
014066,23449
014067,74080
014068,83916
014069,110640
014070,42914
014071,76623
014072,78402
014073,104454
014075,70381
014076,24019
014077,73626
014078,111974
014079,76393
014080,107577
014081,133062
014082,36028
014083,76955
014084,50868
014085,87699
014086,82762
014087,117122
014088,80117
014099,86231
014100,80413
014101,94205
014102,75179
014103,71735
014104,70017
014105,92553
014107,76083
014110,72241
014154,87783
014155,125257
014157,84649
