track_id,spectral_centroid
029045,2263.006411035832
039530,1676.6120960044052
083906,1628.7442701727548
126362,2004.0491712506785
129051,1550.0028657514251
146482,2279.9131560878704
010808,2628.6306990605785
019192,2739.624524905612
126410,1003.8253094896545
048493,1414.28495839925
067470,1438.415558284741
034996,1113.5252800687847
127726,1689.7311128494464
107390,1407.2227566493102
073363,1613.5896684847928
125657,512.0039315393783
001087,2108.37443255287
072069,2151.457569753415
035444,1211.0773739416957
112789,4179.540921200726
135336,2150.635058416885
133974,1976.7416018020162
059561,2670.0012487649583
075935,3834.041518891709
129092,1201.4086192246994
042141,1990.040879476498
091319,2288.9030800098603
038821,1885.9062864950868
109356,2445.2380401181695
004100,1714.9030965885395
086117,2005.343749996964
127915,1574.4418526228733
074381,1766.1071969963098
072928,1152.019857963596
056646,1744.4909663842232
107435,1842.595937546421
091443,1251.829098160565
081650,381.8737494312147
117626,1265.6578752736775
129910,2490.209376875071
098301,2007.3822142206309
048450,1104.2918958960092
001736,1814.0030522080306
019179,1189.325218194344
145606,2591.329005029259
085436,802.1705016091735
017632,2046.0324784272946
134941,2293.7866325227283
148444,2304.375170614204
108060,1676.1614829141652
012986,1747.1369317876051
125680,834.056971916783
048444,2558.712720179769
051115,2945.3935194683745
085422,1695.241773845425
129904,3014.868323617866
117632,1871.2872527207082
022474,1358.040632257932
130702,2096.6851917290755
093917,939.9616952962549
026174,1756.882477573129
056493,2564.5626756543465
045389,1429.9273584768412
140583,1404.736199536971
126606,1593.0076764560615
107810,2631.5686023888916
107804,2181.9261024826014
122474,1306.2457529930734
133579,860.9137829342644
030702,731.6779648058416
048861,821.1686189499677
055830,3229.188622021987
053299,1830.03942308584
081491,1930.0325984681983
068541,2027.5424503801862
125333,2404.564517409653
133551,816.0835715002312
000825,2235.2949364233045
133545,1088.045612762101
038362,883.636933138331
137723,2184.023534673177
081485,1106.0457000373526
138410,1246.724261065045
064409,1660.8755620585005
073175,892.0781154103623
107186,2148.2626531024525
003492,1397.2133236332818
010388,853.3523172699593
030058,1325.0791546849193
116706,1603.144219058153
073820,452.0670303779473
052636,1205.577872248296
014663,1723.6857562277423
040232,1753.748808365831
123965,3237.8758179347346
000602,747.0939935150499
123971,1648.2328340874597
107179,2830.89979592802
118059,711.9325603349732
080002,1189.5095621674973
084264,3077.60446516589
050753,2781.110664258257
010377,1059.6914846258646
127281,1893.4201282769086
031391,945.7514345297556
010439,898.6442865049875
068582,1101.026252559817
015541,1638.12382536292
131385,1226.3633351741516
148120,2008.5830825672244
091899,1760.5624927117935
108504,2373.103404811882
080758,1810.9395137711156
143061,1724.1593637738376
058333,2830.5048913272144
082629,1806.3501051332871
060874,2044.6427283340436
127295,2279.955479568763
110439,1347.6260788606821
097542,1675.5412845945655
098671,2469.9855357662414
130931,947.0460729202237
143060,1639.3832869608905
130930,924.6646547659088
098670,2612.2539491156263
127294,2332.6654140813957
110438,1168.0110296717255
060875,1876.993590810821
142418,1506.7890875973321
039900,1896.4292634591786
082628,1185.0728677795848
031390,1082.0761141057872
118070,769.8202616466002
127280,1312.6025114256306
108505,2232.5558490594262
148121,2226.7480932673975
015540,1093.8093853237974
010438,1726.5707965126642
080765,1745.8176939493078
128825,2687.725035751662
123970,2424.6634306421356
144733,2336.00713215642
010376,296.2739700186111
037911,940.3320121230339
040541,2449.1090141722166
050752,2820.4832934167816
080003,1216.8751869815474
118058,921.6651116494517
107178,2863.2952689254607
096675,2286.2362480312204
110410,2279.9010756226753
141139,1125.4385168538756
019420,2572.476093865541
123964,2803.926686879956
009155,1030.0323953390655
040233,1575.1721964391327
052637,1864.0332389764271
073821,492.1935752136381
116707,1531.295526483591
090589,1311.8234931073773
137722,2304.3268239921044
038363,605.2319855203806
133544,510.8045485662548
036428,2274.3982136141635
030059,2746.4147508828105
010389,2075.564625942078
107187,2099.761813233506
073174,959.2177953314255
064408,1847.045965461665
032882,2412.6309214806206
124992,1599.333908670531
115597,1409.4907984288984
057968,753.2330573801327
067673,2093.7696169889123
068540,1056.3279505672053
141878,1428.285682997832
065064,2602.3419709638283
142381,2631.2422412229566
122475,1007.567487210736
107805,2216.402000495973
146681,1651.4298677158738
120504,2671.7399453277244
055831,3347.9040281634234
114879,2312.1490705244173
022475,2483.701495013895
126607,2162.152100056596
127519,691.8168035359695
045388,2283.0314762877997
125681,719.5657900873352
118500,2166.4610952624025
085423,1685.2653967823544
051114,1554.9792072326459
145607,2502.017208752383
098300,1849.7183654794724
117627,1974.9040710246609
052409,2441.3256752690027
107434,2878.624973473034
075908,1705.786354470007
134940,2509.6618113499817
011242,1735.442860474615
017633,1992.5036679879004
049029,922.4678370555822
108049,2821.4729640479554
117169,1178.2016370462009
004101,1465.4470947414095
109357,2263.155508102085
038820,1638.8282645666682
074380,2222.6783961206092
127914,1669.6617717968331
086116,2236.9498323625407
045149,2621.9289192767287
133975,767.0630044126369
038834,1187.8905619551915
091318,2425.624506675535
129093,1752.5724543586712
072068,2277.0568291233308
133020,1351.3220387921817
135337,2208.4222153789924
112788,4047.6600177616015
007391,2433.304455070379
033020,1736.9006843875316
056874,1414.6423823033745
048492,1414.7165815361143
007385,1713.2624411877932
060478,2601.364390474893
025124,1931.3426753387587
107391,1949.4370659792014
083913,1639.5554940913476
036616,1916.2387130766458
063159,1234.4885834254926
119187,2282.5233577246845
129044,1464.4940567580952
088846,2279.8056128205326
146483,2394.3078449071672
140794,2510.8052561734144
126411,601.3868520477522
010809,2700.3710015622155
029044,2050.1232169290547
019187,1701.165394254548
112978,981.472025484064
056690,1148.1695242473202
126405,1957.0218061135165
119193,2342.566797066377
070657,1687.05957447422
083898,1720.5589200929614
121593,2002.093981517123
021587,2584.8298211870456
068839,1493.7795742100168
131794,1717.5341783455783
110982,1961.3113490796943
100549,2559.835864122305
152569,895.4007144464857
007554,747.5133376797816
148519,1651.2619448239536
042020,2809.141118334033
004075,2090.368880848537
110772,2355.1709566205113
000213,1114.718652356133
061821,1602.006307220237
114272,1054.5522340109799
116465,3729.7727826455425
108883,1258.5517712254841
101119,2466.169136764088
129695,1404.9365776067427
140623,1742.3577085522875
057439,2238.65430508757
114266,1149.2088841951756
000207,1228.1911655347037
113284,2529.510406693598
036986,1194.268618909343
061160,2706.756901459925
133632,2048.716778891453
085594,2381.9596851493593
126559,454.56320285244635
073564,1855.1734720863421
023353,1537.6202604645555
107597,877.7738421346018
108868,2054.0997739355544
107583,2090.648689885029
024428,1213.4336535909606
061174,2749.5553137647553
001680,1639.7691790781537
125722,1614.795791552351
036992,1926.071492825609
138015,993.8643052747858
142949,2076.6642800148047
115811,2151.3331623066015
024366,1530.0636672137923
101864,1930.4109234314517
108840,2993.798194741589
131019,2485.5702720021745
144492,389.7030178224305
072134,1951.5043283214418
075883,883.8379227176218
126217,799.7155744709544
028548,980.645299681817
051262,1154.8338572255318
000993,2639.6758118684297
125291,2454.933901708857
105141,3734.304715227438
116883,903.0448605326548
107030,2188.2178578202474
108303,1717.2403308410132
096729,835.7329973612024
057175,2063.3138413189063
037859,2653.896052181802
046078,2046.7889159740002
006448,1723.8475699817736
085027,658.4515369381384
074960,1407.4508146982364
054468,2317.2248797484162
099368,2435.116181190812
108471,1334.996296547469
051276,2438.553522343738
134388,1817.9292258957312
056519,1374.1447858118609
140421,1106.1144951206988
080611,1096.033057054702
004511,1246.113805160114
108459,1644.1141221863568
000777,2375.0695764443035
114070,1062.2349520504472
094102,2090.1125865232425
142550,2239.9411403897893
092573,3379.665731952825
066394,2198.058492906117
005169,900.5205297605588
116101,454.8427814846471
042236,1064.8139266981111
000005,2361.216888635806
046736,1976.6645421958533
104277,2666.1298553078495
114064,2901.0785486981013
103518,1589.4505335548997
118886,1314.2698481036182
075317,2492.289939275037
109960,862.2426104860359
080836,3040.231608468955
073766,3138.7927728376612
148082,1624.9853162241293
115391,2301.5302743127
071617,2656.913298870027
091085,2736.6995689266287
033424,1751.1635825633462
138217,1636.773538215485
067707,1817.2253152435305
105196,1128.8707704427256
001482,700.417872956491
109974,1276.9496568987931
043869,2555.9097499516733
073772,1292.5763371151459
011861,3068.946194756731
120316,2086.680260844922
043699,1687.1815674810132
128992,1198.9120317381312
044848,763.9156319512596
120470,2832.308132890953
036560,822.4771287694795
126015,554.6949455807427
120302,1703.178249638303
116868,1134.8647189461096
126773,1594.550799054216
119583,1648.226963285476
085966,1445.2926292520192
057820,2264.974117256642
064542,1801.3307415901472
054481,2250.5198081717203
139123,1755.1830663382027
043843,1705.7482193817473
108498,2246.060371608541
089192,2267.89996310032
062655,1769.59546501202
120314,849.0272454576864
060042,2616.0315287196627
122503,994.1375453193066
026017,2123.060403228096
057822,2478.3391546144235
129442,1379.9295525842022
043857,2291.6351834588113
099395,2310.1628371539987
120300,1196.938339921769
120466,2204.302865460261
064556,1729.9220778384085
126017,468.7203803682384
026765,2077.9211335245764
033426,2050.920757274112
091087,2489.2231586500343
123147,1968.6809623324339
071173,1984.0625387850757
133432,1424.480135151452
135043,1920.884313011856
073764,1555.1718129935825
080834,1428.6913086016577
120328,1137.8511267382803
109962,1079.3233309302232
073770,2045.740585089209
137898,1865.646616489912
128760,893.5880938447776
109976,1405.6036365338935
009962,1919.5220295868457
138215,2151.668871518982
091093,1707.0302631301367
054442,2219.236452231543
013709,1929.5644344638933
142552,1651.3593801889124
114072,1235.5645908123893
046720,2687.002502756963
086262,2618.7130363807005
004507,1321.369100777169
057639,2131.3613230732803
114066,2127.395341125323
049407,2463.1968856266035
092565,2439.9941377963964
042234,1386.4731467452505
016895,1712.9840012764369
083440,782.8481147446586
057177,2379.7183143755433
005157,932.0621324673234
013735,1914.076263176468
108301,1939.3352259206008
116881,1893.6548255726418
139862,2872.24099750133
127484,1932.2752911005862
118674,898.8344216555208
125293,2696.2071221247556
051260,1463.9792949227985
125287,2810.6800519493613
001443,1287.8331370174944
051274,2472.6975399083935
018112,1878.1071860312086
139876,1626.29033147247
089179,3043.6862583544607
108473,846.0459439232199
087154,2500.78646145322
003532,1846.0604632057152
048043,876.2793848321378
118489,2340.030433008901
108842,1851.037369498125
024364,2194.2288222968714
115813,2124.392154353485
047199,2049.925252298659
051923,1994.6761717133497
126215,719.9422180043639
072136,1913.749603557066
024370,1584.7156209939303
107595,1727.68440423194
073566,1112.053695859418
037324,1476.458738325942
071371,3150.783973563
085596,1562.1257197714008
036984,947.0960728227415
112198,1645.6724831450645
092954,742.5061841205659
126229,1215.1243965505241
081082,2112.7175179385363
138017,1223.840960577415
036990,1245.962108749416
001682,2160.3302892343113
031999,1239.3731721467755
073572,807.1306850553575
035527,1787.1576826096104
140621,2112.880480098618
116467,1039.3900369442883
012173,2460.9345515745235
108881,951.1024164214315
055238,1762.989832972674
104063,1776.301777907977
145759,2516.8683772830655
084111,2087.7471669208703
048269,1513.6329274210932
009553,1602.0374630946671
152543,2386.2685232800077
113279,1641.2256689944134
000211,1578.2557342327593
004077,2163.997805668031
110764,2724.3227988251356
119026,2060.7392435175148
109235,2142.9889157886387
039484,2130.1612282743026
006674,2239.41939056324
066180,1914.1156781669386
040147,1190.368987246733
133803,1477.8844541920332
047628,2615.374886675716
090616,801.9762332635232
129683,1622.1673270621775
030488,1626.03325664016
126598,1503.7634578346426
053675,1714.671092931904
003724,1490.2982235599945
013537,1773.8017976772664
121591,1942.1118831752656
035296,858.3469545041771
145003,1718.2992932359089
084139,972.2483526007088
011334,1957.253303814317
058052,3686.5056438302026
110980,2161.7166237880506
087430,1148.7269591280083
131796,1667.2824230953952
140609,2014.5470428822407
122932,1035.299793348777
143300,1170.7209961918693
056686,1605.1888888381043
122675,1799.4153386599817
025668,2710.1552274968635
126413,563.1953601127499
146481,2120.1587980282834
034003,1061.614607912923
072056,2358.154979370352
129046,2984.3316926358316
036614,1548.701598849537
083911,1399.810657766269
029720,1889.3642657814528
122107,1707.4833463915074
070655,1109.673539838042
129052,1859.188528529674
126407,2626.891232130614
130265,1850.8047892269924
056692,2042.313670019406
020704,2010.70095669938
032328,2076.650553371814
007393,1937.7319661730405
122649,908.5549828667434
133022,1850.3698680380458
088878,977.2166674879685
097958,1874.3874457572801
097794,2493.5046242605913
134981,1034.668310632301
091468,1775.466090256886
127916,1912.7053000391782
074382,1414.5889641951146
056645,1908.9051506433668
038822,1691.774210193165
011268,2487.4813682612144
093519,1007.1834718399456
109355,2290.75982562592
004103,1740.0416829572766
129091,1564.554458692516
075936,2841.2201985339643
116261,1034.2063308837842
110610,1353.0494675407097
115768,1394.1673486288362
133977,1772.4523602849706
059562,1780.8892817304843
007378,2817.086240447447
056651,1814.3031746969448
053729,756.8018281464714
085421,1612.0985739303671
118502,1557.5787922107681
117631,2322.512075964198
013325,2563.7374237472277
012985,1747.5890678401897
085347,3066.727553394099
134956,1591.10208179898
017631,2168.285656556214
134942,2893.0143778812626
055402,1895.1313364665468
098302,1957.390374282066
001735,2716.4109728056937
048453,1479.283178127849
133793,1461.436981692914
026605,2374.498431638047
055833,3042.2908640141627
127269,2435.2753398667487
146683,2341.4030219938377
011917,2876.3998476923584
048862,2691.157048732605
126605,2148.725282637223
139043,2464.9779158070583
022477,1771.9473909290778
055827,3494.7429032311215
107185,2530.5154554776677
026639,1308.4855709055887
085838,2035.942609524587
112588,1728.2573329281095
113696,1658.0615506550773
038361,639.0609842732543
133546,866.9784636880216
138413,1793.488270223843
024748,3388.342760918181
137720,2163.199177436882
025324,1915.5578479314515
080001,1294.043310832584
112211,912.1511826193288
010374,835.4750020240053
123972,2240.0550267586445
137907,2851.7346534564736
106502,2089.1737392297155
128827,3236.2953781417373
080773,2410.139610478187
052635,3013.2474630714983
000615,391.4167820979521
040231,1396.0936033076032
123966,3233.1342869533482
019422,787.4472402910886
097569,1890.0217045888721
093727,1386.5755111068522
114884,2668.6670888013764
091130,838.884229051273
127296,2170.2617109343887
130932,877.4393346562405
126188,1669.0378492556076
008261,1234.263151359178
015542,1884.1952504508315
098666,1904.3341847336812
031392,1229.5005069997396
015543,1526.940658974748
105022,5174.6552224211755
051301,1170.6391415655755
043063,3240.637814049441
098667,2615.2577005207577
130927,2177.7446960418833
126189,1810.5443042336804
097540,1337.2981510595314
119379,1615.4974111849708
130933,675.0472782246912
127297,1934.9771711551634
040230,1008.0826323561732
014661,2187.6185707791155
052634,1279.6110812968775
073822,693.2461240153108
116704,1043.6435179409475
080772,2002.624862765075
097568,1529.7896453558337
013668,1797.1166968102266
142433,1630.6797039113912
019423,1377.6484454461233
010375,1156.7352546158666
006517,1537.0070969787876
040542,2449.102428602725
083509,1599.764068671129
112210,955.5961113599344
001278,1524.9692767643949
080000,1197.290889631701
080766,2813.1509311341897
123973,2099.3031338233955
133553,557.2115541118343
068543,1606.3872982164512
033221,2404.3203779633413
138406,2046.3054692894905
044917,1556.1040514074941
131422,1577.1001685659724
026638,1411.9052779950757
107184,2387.6924004611114
131436,2576.3995690931847
127532,969.4686047772507
065073,2057.737499131008
137721,1863.6199252324125
024749,3474.7988555512707
113697,1704.9429001080134
085839,1570.5582969017908
029245,1900.359569735968
132117,2340.752183134386
093915,445.0497305094785
120513,2218.7461756769017
055826,3377.746284223488
022476,2190.6580958152704
127268,2133.37386915566
055832,3252.9000822963767
048863,1372.0606982554646
057943,2243.971777061032
011916,2561.074993913671
036371,2136.835869936889
141304,2034.4678381525898
134943,2182.321390382124
070873,665.3491343984488
041310,1913.6545033985858
048452,3087.172428084494
090987,2136.1039211912966
087237,2909.5084992375623
117630,1809.6196473277657
090993,1817.5744249833494
118503,1112.8426432214028
091455,1756.892277858645
085420,1858.9952889856702
051117,1069.2155205119732
145610,2732.7850227839854
048446,1396.2791623715827
001720,2834.6368085110225
084058,2067.1484866631213
085346,3194.6286852234434
141310,2700.5852600749495
115769,722.7654978600364
094263,1347.9515978228667
051659,1484.163053869622
110611,1963.9121922365216
088892,1806.907492467568
075937,2732.903821676927
129090,1743.0564570297097
053728,2097.986060538543
056650,1788.3430501556286
007379,1307.715383578118
133976,2306.374596415053
056888,1609.5590221865034
031807,679.2941803224627
015769,2660.40577467918
074383,2048.2397629640864
004102,1531.9752358777437
054735,2489.4003432481236
093518,997.9043854184082
038823,2395.7114474528507
065265,1482.8302450754577
034994,2095.8276136577733
048491,1466.6839739321606
007386,1719.8079805024106
122648,2170.0531635795496
032329,1713.1060616685147
097959,1739.8351431021172
088879,2354.0123795324107
133023,3241.531781923901
129053,2004.885492335642
052393,1417.6736170369006
070654,1659.7684577952887
122106,1860.6886030326086
029721,2031.3657296332883
019184,1996.311768013116
056693,1993.8482853372045
126406,2634.909994645767
126412,701.136845444022
025669,2970.256568034808
139532,817.2719002762686
056687,1545.5390782680547
145189,874.0985651267437
036615,3158.7376768942486
131797,1386.3165188396365
087431,1311.150571175716
148532,1708.103244733212
058053,4077.6727330092017
057360,2182.5081479208593
111335,2212.534582291722
145002,1122.482791302748
134823,2053.9474071389495
121590,2184.3645046245333
003725,1272.2683724391047
141264,3314.9158406054535
000204,1736.4290577479762
006675,2148.597279004065
064796,2638.481112765389
119027,1792.8447725961785
065488,977.8968673037887
110765,1924.7358643137666
042751,1214.2734568683427
139491,1233.3490338069382
090617,950.5186587720518
133802,1611.4662727846464
114265,1910.0502740896457
094465,1187.68682717105
145758,3529.8038781139676
104062,2339.644656783987
108880,1486.7988638877584
116466,609.7293726345983
139485,2338.213070244716
140620,1771.444566984767
129696,1744.7273888843602
004076,2091.1836807812333
042023,2330.7649774624088
110771,1719.3948331251122
000210,1802.4967474751602
113278,2801.827500053791
125721,2549.9367662500126
138016,1492.0363760360592
081083,1812.4549097501356
073573,768.3054929568674
001683,2090.040582920047
037325,1707.5101328787352
107594,898.1518829292316
090824,3285.789575380217
080389,1055.91275596972
092955,1998.2847136536923
112199,1571.41190204989
036985,859.1829921776989
024371,1734.0064182272743
101873,2219.0872227014347
126214,621.3289216173388
074546,1597.0331721206237
060533,2477.869441187499
134610,2193.7694635445064
076437,2013.7892744927376
108843,2045.7933426805657
047826,1108.4059226208426
122066,1970.4144618779837
047198,1871.7629225871947
115812,2300.653063486641
024365,2319.1516887724397
087155,2615.319722791125
108472,1544.9398155239844
089178,2868.4206739247975
051275,1796.4060301349627
125286,2859.673279912247
048042,1640.9946994393015
016880,2382.1609753018743
108314,1065.010120403043
107027,2255.5180643281974
003533,2199.0387187122064
106339,1016.2291491878368
108300,1207.6074437247628
099419,1786.3200591234126
005156,850.4290366042452
057176,1983.2042929790514
041714,2381.512660340536
051261,2579.7731645835297
105142,3186.738993149387
116880,2258.11395027869
114067,2674.068689605527
106463,3251.228813484524
042235,1709.4752246580392
116116,1667.150109928509
064594,1800.6119574058796
092564,2639.5790389707136
094101,1161.5715392611899
029480,1638.2186364334896
006463,1653.8855538646405
142553,1812.225513490432
121976,370.41997318891805
013708,1527.7701071302286
054443,1998.9872207573248
140344,1578.539124607773
118891,1500.8880261546924
139687,823.3876429071577
086263,2569.5504732028826
114073,1124.308476850529
011679,2449.616654131276
077517,734.3984809406784
109977,1206.9075347282874
137899,2042.523939139545
073771,2236.5547909620727
091092,2020.57757547065
078156,1313.38997564005
091086,3168.063214186224
075314,1470.1303231736679
109963,1096.8181989720129
120329,1245.1494129114517
080835,2548.3489332621934
073765,1784.6472275229196
091938,1047.5908240751933
115392,2417.6796950519138
133433,1025.486271454275
071172,2341.433325047567
099394,2907.7636865357754
043856,2416.1454401764845
119580,2079.8123793624263
057823,1175.9536201590936
126016,852.2617815817913
120467,1789.3153454198607
054480,1420.5908355864653
026016,2514.584889876564
011862,2077.756928767965
120315,1576.9015494628457
043842,1443.0984701569494
108499,2809.1826710681903
085791,2370.8499751658337
133437,991.5215090431351
021999,2878.7906148347633
011682,2065.0559096897955
035734,1691.2589134637753
073761,2022.661540118261
087186,2369.8236264518546
075310,1263.8754998124607
023156,1765.450954778701
091082,2532.874103629257
089815,3077.327998832565
005191,2320.931985455566
096935,2494.39568718132
114936,2034.5235874357274
027456,752.4703884241178
068355,2176.650995508526
127330,1469.4184000170742
138210,2287.4530845356444
131552,3027.7498821812474
073775,1405.5717087232717
126748,1404.0585115229328
087192,1768.0535287134126
075304,1501.7833734562385
109973,914.4850619487215
091900,993.5227675700515
124177,618.0774679783143
026012,1822.0320970259643
036567,1476.0994388992103
111872,2070.4567453070076
064553,2298.219528447762
119584,1865.8008244092812
099390,2426.890415144321
120305,2255.3987584918623
108489,2477.535533773771
128759,2602.3558732257025
118671,1320.2652893819097
014739,1462.5898153231485
012348,2289.6550589723015
051265,1852.6251913280366
092548,2640.9824711728374
154309,2516.1268057572674
147413,2547.228022860442
108304,1985.6834122119378
097424,2274.8577707863556
053300,1433.7701455081146
003537,1584.5602892741008
048046,1003.1130069240453
135091,2308.571936641843
006329,2244.6030916198506
051271,1890.9390934424123
103523,1447.437957833371
108476,641.8080673413878
127495,610.2248574114368
087151,2677.393144917684
057628,779.5111280294587
114077,2307.1265701152442
052036,2058.132708820538
014063,3008.466887657554
092574,636.2280780925275
046043,2406.9068540640255
006467,1304.4701316346025
000002,2975.2795037667343
064590,2099.6365757736794
146725,2272.6613288376184
149416,1825.0421856480032
149370,2922.628285542357
110205,1239.5355231908413
054335,2709.0169575906007
092206,1700.4710365455678
010577,1713.8465218194144
114063,2841.8964568846914
092951,945.5755857772401
048293,2813.6640675068065
136995,1309.9414812470905
107590,1717.7418752761564
148287,1765.387290836198
063770,1844.0506195485307
012189,2248.0157065680073
042966,3492.8285660674537
085593,1755.787336109827
001687,1788.1366703161013
039318,1834.2188303053342
107584,1383.945206455333
116489,714.5770026879711
004099,1657.5986640203143
006856,1172.2992318077659
021231,1896.4011820367746
003906,1249.6096981905343
115816,2192.4412994860604
062452,1397.9611209536067
129889,1928.280358166905
098298,3272.2750635049433
108847,1576.404655238884
117967,1761.9638576506252
062446,923.5240492157881
118498,825.2558858545442
060537,1730.5611912086742
003912,1009.5971376744343
139330,1471.2543530533273
064989,2299.3146804444177
003721,1281.3460913311667
131787,898.4861492914314
121594,2269.0255779378695
134827,2150.718981357894
145760,2212.759299010503
015625,2703.9825163144233
129876,2024.0735300958534
126589,1257.7050763124637
137484,2414.071396551325
143305,1493.2988527706495
001644,3064.6973050379556
016338,1324.4491229567518
094449,2179.0394712694274
110985,2063.165213423088
148536,2243.4599162917657
046241,2132.488828923222
004072,2145.1758929793887
110775,1966.9186742546724
108884,635.7582211884053
127867,1040.0979608124014
109542,1473.5138697594787
114275,1646.7829396451525
104066,2174.6561165951643
145748,1959.0607674702742
119745,3338.059251292175
004066,1174.7439966017746
113268,490.1221813117506
000200,1900.8150351199602
133027,1921.1183857912226
149953,2864.206411335397
073371,943.0274860412563
074378,2356.52673804696
061013,1195.8991663899785
028375,1340.1462963870085
039278,1226.5121596366396
061007,606.0242790190227
032339,2021.396520220164
127720,2138.296956049026
088869,966.2867843457851
073365,1159.5545498113793
131624,3160.415763440989
029719,2491.4906320684095
097961,946.7264686812559
129043,1131.2602985927551
064631,2021.1001193401432
124201,2020.3860979999847
060331,3244.531368076589
126416,930.036343797255
139536,748.1991922360484
062526,1831.8369688300268
126402,2548.9514606409216
139522,1393.5584520858515
062532,1815.0369005269145
053937,2062.9797080647218
071228,2578.8823345600367
029043,1092.5821488862832
145199,1628.767409267564
072047,2131.110051490535
147956,1817.0672510295483
064625,2148.9882745031077
113334,3591.892226005668
093520,1358.6298507330116
048442,1330.9407040406306
051113,692.201178462989
085424,2043.045161984861
118507,757.1432367235503
107427,1557.9736698300262
043517,2196.8935792637967
107433,1937.3712973869929
048456,1457.803335926562
051661,1373.5336053009191
017634,2291.238366287324
134947,2032.9886388477164
054719,2375.885712195382
110629,940.8790317028191
141300,443.93417511045817
038827,2072.764554463967
075927,1933.3990383294515
109350,2467.6458410629407
014315,2461.3055784706985
110167,2409.3095148554835
074387,1474.049416297352
127913,1756.2939114130268
112770,2166.941216951624
066783,1468.504911381634
056640,1998.6589997121669
133972,2039.7541624555165
074393,1303.1522363568365
129094,1742.452067938046
075933,2865.344074812917
017608,1959.4454270115443
050543,2217.9987103966228
038833,1904.1321068756333
067660,1548.8787561237914
078998,2056.790501233143
065077,1243.2715570068244
138416,1328.014044662665
137725,2074.1557830422626
097587,1553.5268739074882
096699,2033.0639461860656
107180,2436.208340358043
037731,2220.2010878838614
037725,2492.3352011005754
131426,1737.3958807337638
116099,636.0138736662468
065063,2949.271728273502
137719,1224.0043829938365
118922,1345.9479263873327
143098,1735.4525813062312
122472,2625.7695966942792
029255,1853.7527191188803
026600,2821.0852136054027
109191,1090.4131539843036
130710,3727.880421340382
022472,1331.8076755659042
127278,1701.6197559936643
132675,682.5683059060921
056495,2074.80501086035
126600,1785.7032906097588
148132,2598.9074555044676
017344,1678.2035477335298
133580,310.2902305362092
060872,1654.9243443007663
118063,478.00415899998615
130937,1899.319102231655
097544,1527.7809365506844
127287,1231.9930141583234
130923,1829.3685604879845
119369,1615.6348846185933
047201,2107.88748371285
051305,755.3446047313462
122499,2406.01545639662
108502,2794.6851367565578
092366,2479.957137125748
