track_id,tempo,rms_harmonic,rms_percussive,spectral_centroid,spectral_rolloff,zero_crossings,chroma_stft_1,chroma_stft_2,chroma_stft_3,chroma_stft_4,chroma_stft_5,chroma_stft_6,chroma_stft_7,chroma_stft_8,chroma_stft_9,chroma_stft_10,chroma_stft_11,chroma_stft_12,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,KMeans_umap_Labels
197,117.45383522727272,0.042152442,0.0063963667,1136.4128988796872,2180.282684964417,35771,0.4766989,0.2934271,0.38050273,0.26886895,0.36764395,0.33504257,0.14264107,0.12891595,0.13658214,0.2713306,0.14494751,0.33848166,-296.51727,127.28967,-11.382639,18.00222,-0.90151155,-4.4924803,-7.997546,-6.0069213,-10.361583,-7.2263765,-8.0660925,-7.3572607,-5.960647,-7.532619,-12.597549,-6.391551,-7.6054792,-7.4141293,-5.2836666,-3.5436242,37
200,99.38401442307692,0.092327446,0.041625887,1900.81503511996,3811.5270684062734,64403,0.36835483,0.36221445,0.44165266,0.3782474,0.47466442,0.31578293,0.28665692,0.3848142,0.25558162,0.3182839,0.26284853,0.41465405,-123.59806,104.71749,-32.429874,42.49569,-11.974378,3.2423735,-14.019696,-1.316353,-12.482735,-4.9952826,-18.217388,-6.666632,-8.722135,-9.907044,-9.685777,-3.3902934,-8.2526245,-7.0257635,-13.96629,-8.279708,14
203,123.046875,0.07884835,0.018477896,1329.0949483450693,2414.4041455872384,34695,0.15683913,0.2637435,0.18609236,0.16622932,0.20859705,0.1148749,0.21674934,0.058240447,0.105847605,0.4192414,0.16071393,0.21548417,-268.11276,125.00066,0.6887565,14.431182,-20.656176,-16.347023,-22.49945,-12.882162,-24.52933,-11.939223,-19.564074,-12.286417,-3.911632,4.0582647,1.5317174,3.8389738,-2.7101064,-1.1532706,-1.2306013,2.7488062,14
204,107.666015625,0.099409826,0.032808274,1736.4290577479762,3256.7426875060514,53057,0.14744109,0.2731792,0.36130482,0.18334292,0.15481086,0.1952141,0.48813918,0.3704096,0.23337626,0.3454052,0.20235758,0.2451638,-165.95142,124.28938,-17.993435,19.952595,4.534984,3.0935776,-16.970383,-6.583525,-18.426205,-2.6939127,-17.68818,-0.12340674,-15.405509,-5.217076,-4.513568,-7.1665287,-2.1016397,3.8219259,-1.7273422,1.3407772,14
207,123.046875,0.04309316,0.007756179,1228.1911655347035,2203.108547455945,40345,0.26614773,0.17975022,0.20992212,0.1538053,0.2474717,0.2009243,0.14822228,0.21699445,0.117900796,0.16800307,0.18821363,0.402798,-371.3074,101.30868,1.546867,10.276417,-7.5794864,-8.728697,-9.714637,-5.4394345,-7.756988,-3.1759636,-2.575182,-3.8329105,-4.3032875,-5.2148566,-7.2297516,-4.7865543,-5.572645,-5.7843285,-8.4509945,-4.6741033,23
210,95.703125,0.12299999,0.03811659,1802.49674747516,3528.5975338964618,56173,0.2318751,0.5178393,0.4685732,0.24328123,0.34104094,0.2391285,0.41672114,0.2827672,0.28282148,0.3990724,0.19678181,0.23418292,-105.8615,111.643105,-33.524315,20.89406,-8.166428,1.5759407,-15.812557,1.842451,-19.514656,-3.6864703,-17.31992,0.43554357,-12.603516,-10.80018,-12.134509,-6.4375234,-6.46829,0.04387007,-11.894112,-1.806609,14
211,99.38401442307692,0.11313523,0.04072283,1578.255734232759,3067.514035722066,51973,0.23096392,0.2942766,0.5319506,0.23269762,0.24234307,0.28370935,0.497631,0.33104602,0.20313315,0.2582199,0.14424258,0.30834347,-130.55452,127.926476,-36.55699,24.695595,-14.898834,-3.42941,-17.677132,-8.682392,-22.726793,-9.507295,-15.940018,-5.5597177,-9.922466,-8.597345,-6.5824223,-5.434076,-8.101462,-1.649268,-5.158048,-2.2122128,14
212,99.38401442307692,0.08430063,0.039041266,2233.7663614336,5051.712804390976,67879,0.2701533,0.32696837,0.5370129,0.25643975,0.2669444,0.3043243,0.50091475,0.39378121,0.26789597,0.31215855,0.19827905,0.3562817,-113.37235,107.34288,6.8140054,20.152983,8.087084,7.2711062,-5.007361,5.9531946,-13.586635,3.483945,-8.254804,6.3597107,-5.9964075,3.3749027,-2.7802687,5.870226,-4.9043107,6.9322457,-2.0375216,5.75742,9
213,143.5546875,0.06195359,0.012296304,1114.718652356133,2087.636537204686,35605,0.11915524,0.18044151,0.3183503,0.097013764,0.072237104,0.22774757,0.6797971,0.19361165,0.2837732,0.65757203,0.26347175,0.28905916,-264.63858,161.22134,-0.33288613,15.890027,11.188584,-8.145087,-11.5802555,1.7340648,-8.987726,-8.572672,-12.384354,-4.6842766,-5.1452727,-10.50909,-19.111418,-2.0209467,-5.4097805,1.8639218,3.9725957,-3.1678958,37
255,123.046875,0.105247624,0.053475384,1246.8641261208854,2324.3683357741093,39781,0.2655977,0.43622923,0.52277106,0.33718958,0.34736404,0.2789745,0.35300747,0.27702862,0.36450058,0.6801048,0.42110032,0.37687495,-138.28984,165.52466,-22.712208,19.722149,-12.553453,14.126655,-11.063618,1.1796614,-9.607308,-0.18167233,-4.2922087,-1.3309814,-6.068895,0.53861356,-6.037962,-0.1246146,-8.716629,-1.8204799,-9.70336,-2.2027102,2
256,123.046875,0.18668093,0.12452631,2160.97357341534,4182.353511842806,76253,0.4957342,0.5746582,0.63003653,0.5698424,0.515709,0.45492396,0.5049559,0.54784733,0.5452742,0.60865796,0.649605,0.50993854,26.675632,104.90677,-38.54434,39.05789,-1.811259,9.078098,-6.6218576,13.64533,-2.5030584,7.7716303,-4.8974853,9.253699,-2.3769562,6.9811993,-5.83759,3.9086695,-11.078249,2.11033,-7.541704,1.9349031,22
368,135.99917763157896,0.065277144,0.019411115,1472.6712909314106,3064.653505640008,30571,0.23951252,0.2315553,0.40371048,0.54234844,0.8278092,0.6288836,0.35194704,0.25314006,0.22274321,0.19928119,0.18520541,0.26529142,-258.44528,120.13508,42.337746,21.624285,17.226776,23.865654,-5.2141724,16.859066,-3.3449063,6.10583,-0.68714553,12.369885,-5.0024714,7.1386423,-6.306279,2.831537,-8.315954,2.5308225,-9.112384,1.24303,32
424,117.45383522727272,0.09994102,0.046112053,1848.6030866839133,3403.939060533259,79551,0.2033608,0.18092747,0.22867619,0.72209126,0.67515206,0.28120804,0.26317003,0.21614516,0.4424149,0.2870038,0.31415367,0.53590965,-104.34833,126.48493,-59.37981,48.455,-22.967524,-0.093048654,-22.732637,-4.191784,-23.017632,-2.9625185,-5.6455073,1.0202832,-15.529327,2.8396902,-7.0190306,-6.510484,-10.308568,-4.379087,-10.813011,-0.48017746,29
459,95.703125,0.30949607,0.102747165,1904.628167232232,4288.338235027552,41813,0.30196026,0.44623092,0.8624332,0.5544003,0.32750008,0.36196768,0.46686712,0.46215326,0.29463276,0.40828714,0.30527738,0.49656418,2.6182745,113.77347,-7.8718734,30.61427,7.606271,17.845121,-3.5860674,17.03421,-3.0900621,11.50646,-7.356527,7.9996557,-4.3644347,7.0976133,-4.6225605,5.0756097,-5.926005,4.9643884,-5.7702403,5.8489976,8
534,143.5546875,0.075970985,0.01943268,997.8021453675232,1771.0434089973858,26871,0.19419225,0.1392255,0.26027706,0.47972268,0.22863422,0.18629156,0.17353058,0.2928331,0.3874677,0.3908894,0.50887007,0.27038267,-260.15665,150.71605,33.660603,55.034325,-13.822509,4.5068216,11.328481,-15.762855,-6.3954525,0.23136476,-5.8481545,-4.4061055,-8.333211,5.3259473,-2.0749817,0.9262871,-2.0095928,-3.0282075,-3.3219767,0.20204411,0
540,143.5546875,0.07490975,0.029261786,1372.5295113572529,2911.235688177769,40455,0.19629158,0.18237957,0.1790102,0.31628594,0.17273214,0.20598994,0.180079,0.40954018,0.75441074,0.33504272,0.13756885,0.13390967,-206.7143,139.13678,-5.5395517,57.51547,-9.482169,-0.12043147,11.475561,-9.22144,-18.417246,0.3680768,0.42621827,-1.0037078,-11.899551,-0.005108988,-11.746472,-1.2110201,-6.7651925,-0.69574946,-0.75382286,0.8827451,25
546,103.359375,0.06515209,0.029294828,1254.2887064559768,2551.709589526046,37487,0.2042077,0.18707165,0.29651046,0.3552785,0.22856674,0.27842104,0.43518245,0.461563,0.34442747,0.26091975,0.2098466,0.20416982,-225.02847,150.23807,-1.5916585,53.70995,-16.666643,-2.6471112,17.531834,-4.992523,-15.113549,-0.37417585,-5.1267,6.134849,-13.952157,-1.6800317,-5.277879,-5.391672,-0.053922173,-2.632883,1.249801,-1.0433308,25
574,117.45383522727272,0.18327737,0.12169148,2556.898910807836,5335.69755761038,94205,0.3586487,0.40697765,0.40629682,0.54349005,0.4727572,0.39148617,0.45789057,0.4259619,0.59372294,0.44778615,0.39077586,0.3997443,30.625975,90.11082,-21.523712,25.461512,0.58468926,3.1635857,-17.334223,8.073594,-11.996963,8.776969,-7.043511,5.5762053,-12.51657,6.494245,-10.05518,0.022780959,-12.197801,3.0961127,-9.6201,4.6118064,16
602,151.99908088235293,0.042790283,0.0046155597,747.0939935150499,1068.1536236444615,22767,0.10412693,0.23942883,0.55324906,0.2143343,0.24929675,0.52323645,0.16046391,0.082412265,0.11661178,0.28863907,0.18590021,0.1405471,-400.90445,172.5544,24.893805,22.56065,19.231575,5.2132154,-1.6291621,-7.5494075,-17.539286,-14.35772,-15.290234,-15.475024,-11.515449,-4.944693,-10.70841,-3.9042628,-5.9182267,-3.0767035,-2.968584,3.829956,37
615,112.34714673913044,0.0585239,0.0039143143,391.4167820979521,464.96230831279,12511,0.15273237,0.090746194,0.05119506,0.13757543,0.18002875,0.08166185,0.08167085,0.5683536,0.9974435,0.3672376,0.041923907,0.060995612,-447.54758,198.47191,83.425,43.048096,15.133436,6.361349,-2.9419901,0.60376626,0.14748926,0.48433456,-4.151278,-4.3753104,-10.550446,-10.7599,-11.374622,-5.753817,-3.6142328,0.8285203,-1.986114,-2.8373818,0
620,135.99917763157896,0.09589345,0.022671709,1914.0050875882364,4078.640531958026,47633,0.21518268,0.115654804,0.21892685,0.12354011,0.27617157,0.16824009,0.17983817,0.31836745,0.41112733,0.78081644,0.34038267,0.28532207,-164.15657,107.00436,-6.333769,27.463406,1.5827646,3.3171747,-10.302429,2.547595,-14.628398,-5.219989,-15.295556,-1.3855544,-10.424757,-2.7014549,-10.091147,-4.2040243,-13.990017,-6.107677,-11.771622,-4.1900673,35
621,103.359375,0.13049172,0.047076084,1733.5746632559249,3323.460590294588,60597,0.2619922,0.13933735,0.2629321,0.23413649,0.41248575,0.21965888,0.40633917,0.38599804,0.22154129,0.27109182,0.24590084,0.46655822,-118.99839,112.715164,-25.801262,24.365047,-11.54145,7.738752,-19.34405,-0.45495987,-21.244299,-3.4278784,-15.616439,-9.4559765,-14.112123,-6.878522,-8.279036,-2.3074038,-14.0928545,-8.360726,-10.925845,-5.3220525,14
625,92.28515625,0.16839887,0.033505496,1678.308972020768,3214.5008768670245,57367,0.57863665,0.27971387,0.21668442,0.12714028,0.29356775,0.35697323,0.2793426,0.3858578,0.17285448,0.19682576,0.16206709,0.21528818,-125.650314,115.7373,-27.73565,21.494993,-2.956422,3.5888343,-12.485493,-7.3709826,-15.285694,0.88276726,-11.513726,-3.0101435,-11.643105,-7.1660028,-13.589014,-8.433915,-10.483635,-4.4118347,-8.994348,-2.4869592,14
666,129.19921875,0.11382984,0.04814368,1664.843972330857,3604.779774960122,52429,0.40928784,0.24878512,0.3771256,0.60183537,0.45679212,0.57433504,0.30782837,0.2431574,0.26226085,0.24058898,0.38372782,0.33690494,-97.04166,145.1538,-42.263824,59.167065,-37.731125,21.057926,-17.833931,8.874446,-11.88579,-6.607049,-11.564912,-9.493295,-7.3581142,-8.4250145,-9.411591,-9.666626,-11.765162,-7.7049966,-6.249454,-2.483066,35
667,117.45383522727272,0.08987723,0.052910343,2103.765730797733,4302.996159560176,77459,0.3707357,0.4357524,0.48357236,0.6555872,0.46234664,0.5391554,0.70493156,0.52773434,0.30564302,0.24066477,0.31993824,0.4804744,-85.69615,127.14473,-37.22837,60.976883,-49.366062,24.858315,-19.965921,8.393132,-14.814437,-1.0910249,-7.3053594,-0.03462471,-8.157052,-7.926704,-14.614501,-6.4828143,-9.763054,-3.0727856,-3.8390458,0.32459635,33
676,129.19921875,0.17422386,0.07853725,1936.126306763316,4385.342731076927,44567,0.3485759,0.21691845,0.2580519,0.27601022,0.25362095,0.3134695,0.33008105,0.40466252,0.42945805,0.42610455,0.45645443,0.40069208,-105.693344,106.61018,24.022755,28.678093,4.334883,17.547318,-2.0648715,28.330322,-14.086585,4.459609,-10.871888,0.6278204,-1.3967129,5.412935,-5.824202,8.735525,-7.291834,4.094825,-0.70880395,0.9506025,17
690,135.99917763157896,0.2067855,0.10082351,2503.05440447907,4653.657116878873,82985,0.44505012,0.5113488,0.47250265,0.43450394,0.5200941,0.5576827,0.61396956,0.62624335,0.55106866,0.4988495,0.52487034,0.4880846,-15.240304,71.167175,-51.2999,64.00026,11.466791,28.854916,7.091237,13.740902,6.187785,5.1553493,-5.144095,11.05105,-6.1959224,3.8423233,-7.7146564,4.719316,-7.751168,2.0689564,-3.6245208,2.1657104,22
694,117.45383522727272,0.082041524,0.08498007,3030.432472088663,6404.318206574361,96421,0.4321648,0.4316536,0.38922223,0.37137356,0.3895825,0.43976408,0.48953775,0.4953452,0.44935557,0.4248134,0.39714083,0.3847922,-69.323425,67.28424,-0.054660268,21.082752,5.5174,15.2338505,-11.502304,13.899799,-10.335434,9.129087,-4.627344,10.326848,-5.978565,10.108788,-3.8597214,10.060799,-4.1765523,7.615145,-5.478022,8.6350975,5
695,129.19921875,0.13444537,0.08476114,2689.229456636822,5375.294632915376,91945,0.48554185,0.4420483,0.45269322,0.5102683,0.6077957,0.5073552,0.4136768,0.37886196,0.38784993,0.40069336,0.38524097,0.45354998,-40.441483,74.81025,-15.869138,22.056751,-9.724703,16.3985,7.081473,10.757646,-0.83265966,11.702626,-1.0541424,15.40818,-0.10996105,9.887244,-4.632945,7.909911,-6.226404,4.7861395,-5.545184,9.1893835,30
704,135.99917763157896,0.2071157,0.11945159,2991.656596711783,6532.449938879744,71925,0.46621323,0.400017,0.3887965,0.31997213,0.32465252,0.35462812,0.3874042,0.4662602,0.3878487,0.36692262,0.34634355,0.4531183,-25.67556,56.4466,-4.65385,28.139778,14.989378,20.473555,-5.110411,11.693817,-3.2675433,13.013171,-4.5064125,10.3081455,-9.284606,11.947614,-2.4031146,4.182221,-14.854187,6.370317,-1.4128077,4.038522,21
705,92.28515625,0.22693814,0.119418,3032.314403989556,6593.213268844404,71199,0.37399048,0.5256581,0.5764701,0.4373222,0.4206344,0.38715962,0.44011614,0.3671987,0.35527685,0.39816102,0.32636163,0.4023364,-21.488869,56.41263,-1.3418634,23.01144,0.13468875,25.577871,-0.5764484,21.694519,-4.2979736,7.6772985,-3.9372761,14.26081,-7.1517706,8.000877,-6.6966996,5.442406,-10.111537,4.927876,-2.6635394,2.8687518,5
706,112.34714673913044,0.20532013,0.12481231,3167.31180567346,6619.261675699681,96593,0.4655832,0.36578447,0.3049975,0.4490624,0.38911358,0.4009739,0.3349889,0.39957815,0.4286398,0.34319994,0.290886,0.30188578,-12.379785,58.51777,14.811835,32.952007,-4.910553,21.291666,-18.613823,14.71481,-2.8302846,13.320503,0.28595456,5.9926805,-8.046476,13.114275,-11.145893,7.573545,-5.7824216,-0.58865565,-4.701861,3.230366,5
707,135.99917763157896,0.32337263,0.07245746,2287.88209302834,4482.425619372095,40343,0.1916975,0.34460142,0.410352,0.4209544,0.51561385,0.5198177,0.47822756,0.43630588,0.4662765,0.4412054,0.23552306,0.21471462,-71.8679,62.466316,-22.685495,76.25537,12.426083,12.801884,3.862237,14.555389,-0.33818305,2.9098933,-9.713386,10.980515,-10.282617,5.751419,-1.2584512,6.608873,-5.9534383,-0.87853307,3.2241952,2.5558667,17
708,129.19921875,0.18746315,0.14797857,2171.530947659919,5088.34927275973,54933,0.55295,0.49229175,0.49060795,0.29246688,0.2780136,0.28992796,0.3920076,0.4923132,0.45973042,0.43192136,0.44326672,0.52605087,-59.64987,87.25762,20.560818,48.578773,2.335913,6.3288736,-4.281855,17.591438,-3.9354494,3.2835855,-6.7891035,11.48316,-4.861957,6.5565634,-5.9684973,5.7684245,-6.59669,0.18485883,-7.77895,5.3047338,24
709,92.28515625,0.1645532,0.08889768,2226.988627900499,4990.165777715342,57655,0.3662313,0.32094765,0.41596073,0.4565584,0.28507072,0.28520134,0.34131664,0.5159479,0.33858714,0.22423734,0.22691064,0.26437634,-67.88667,91.82299,-1.5060472,24.39097,-5.293319,13.431819,-16.473557,9.560133,-5.645769,8.364104,1.681953,11.478569,-5.978275,8.61777,-9.952984,5.1841555,-8.757231,4.943324,-2.46865,4.3128448,1
714,123.046875,0.28969985,0.03432945,1190.7600620597018,2569.790141181739,29135,0.17128725,0.16447788,0.3547259,0.55846614,0.6098567,0.14531998,0.084837586,0.06157248,0.14554885,0.30096015,0.70524186,0.52860594,-119.10711,133.19655,6.0785418,52.341408,5.3247247,-7.249493,10.816024,-4.807733,-1.4330281,4.3476987,6.636484,6.6407967,-8.626143,-2.5084665,-11.132725,-4.6899276,-13.622595,-2.036581,-11.768517,4.7889543,9
715,135.99917763157896,0.13605148,0.019430477,820.2505014895916,1182.5414679754067,32491,0.1763207,0.040222306,0.025083357,0.04100036,0.061985616,0.13685758,0.3755991,0.15541124,0.15318152,0.6748669,0.32903317,0.31323212,-220.6709,190.16055,0.6598219,-2.6245492,-10.615709,-4.0309715,-11.52092,2.174292,-8.562028,-12.042318,-1.8780465,-10.841239,-20.051853,-4.01138,8.0204735,9.90457,12.039514,4.71213,-1.1961324,-2.1223123,18
716,117.45383522727272,0.15763143,0.040908407,1285.0351523211043,2676.930753322279,46971,0.7420408,0.2725132,0.31370813,0.45108607,0.19683298,0.11555521,0.1549586,0.42593065,0.26742184,0.22643435,0.2904458,0.29661557,-108.9007,166.96136,-38.25394,46.586998,-22.252232,-7.742269,-0.88521796,3.6043386,-9.591021,-17.88976,-21.265297,5.2931676,-2.387748,-10.864154,-8.857559,1.1308663,-11.3653555,1.8620754,-1.9191,-16.215195,35
718,129.19921875,0.1109798,0.028718244,3095.6550055891694,6408.94240093895,92835,0.22682536,0.20915747,0.183647,0.15353921,0.13869931,0.16653134,0.36273152,0.3814453,0.35086825,0.40625274,0.49453804,0.38270298,-93.14042,51.75904,-9.633111,13.784845,-36.636402,-11.259,-18.403284,8.897018,-22.099781,-14.476404,-14.662005,3.5163267,-18.355753,6.25082,2.5049047,15.815092,-5.194107,5.3126025,-12.545201,-4.270033,36
777,112.34714673913044,0.07959332,0.04395841,2375.0695764443035,5196.040307598277,62475,0.29368758,0.31148165,0.4407455,0.42751154,0.401899,0.4771209,0.4762079,0.5389495,0.49122334,0.46063644,0.3875765,0.31534076,-173.41664,85.38625,8.27385,32.41989,-1.1121633,32.059685,-3.4919255,10.696777,-3.0644386,7.137675,-1.1661277,6.7160087,-0.38075098,6.2123456,-2.909175,5.7620215,-5.1829123,3.9909387,-2.2481544,-0.20163879,19
814,123.046875,0.11574322,0.014555585,887.015794061049,1454.2584668195682,27931,0.16362391,0.41356102,0.19492707,0.18852791,0.19975086,0.121331744,0.27381283,0.1808963,0.26332912,0.21470927,0.24524187,0.23774967,-254.55405,170.10823,6.139135,29.029512,6.6374693,-11.455583,-4.8038106,-8.044577,-8.364428,-9.287707,-7.3141346,-2.6213381,-8.673424,-2.2852886,-15.264684,-8.41605,-6.5984616,-6.4526377,-9.0877495,-6.8127346,37
821,103.359375,0.110184506,0.040182594,1263.9796587307735,2559.8115642220127,22371,0.5043621,0.510868,0.6346232,0.6916444,0.5028565,0.3414943,0.28067023,0.23049377,0.24096793,0.323532,0.35773832,0.4469488,-277.97467,105.29412,29.25912,36.61035,15.2637,10.4077835,9.676227,10.097051,3.3424366,12.924128,1.3979566,4.5359554,1.0803306,6.1173015,-1.3370532,4.9791403,0.6723298,2.8628552,-2.0400999,3.728116,6
822,117.45383522727272,0.11133848,0.094044544,1124.2326316635565,2232.2559312366866,28887,0.43412927,0.3176246,0.31037536,0.30821332,0.36326075,0.5427478,0.43007112,0.43873063,0.5168938,0.5914041,0.6871513,0.5101275,-188.68872,152.3478,13.933618,21.715113,3.9058707,10.531172,14.015898,8.640663,2.3331242,9.855954,-0.30103096,3.2731242,0.1943775,7.043718,0.28304446,1.5301327,-2.2966604,4.4735804,-2.6405048,3.3622537,6
825,112.34714673913044,0.3065917,0.17944486,2235.2949364233045,4299.201578839078,95460,0.4220113,0.43182003,0.6404138,0.63515764,0.41714916,0.3822131,0.48388767,0.6353736,0.54530966,0.62624687,0.610234,0.3839457,84.52105,106.59835,-40.251617,38.475574,-12.892031,12.909212,-16.089245,6.059105,-17.447548,6.0917115,-12.951603,7.2984347,-9.006554,6.806479,-12.728239,5.3167405,-11.745253,3.0201008,-7.3293276,0.86190575,22
853,135.99917763157896,0.1482787,0.041334786,1214.3618320864914,2222.0000725058003,43691,0.10841765,0.14166571,0.4096754,0.22659981,0.3978332,0.22005889,0.14264473,0.21111685,0.28459823,0.38722998,0.16657083,0.17765883,-137.10245,160.26854,-48.429577,25.914349,-27.479382,3.8339126,-21.947657,-11.512927,-11.87486,-19.823122,-4.919687,-18.021114,-17.505037,-6.1214857,-11.47191,-10.326046,-5.6517873,-10.411649,-6.0639477,-3.5127957,31
890,123.046875,0.01914247,0.0044072983,1258.104380995356,2561.567159663052,42861,0.28867778,0.13032664,0.24295093,0.40068215,0.5463049,0.28740036,0.60943806,0.2368437,0.20359668,0.44250852,0.3224351,0.6738611,-301.6679,154.53299,-15.536384,41.173805,-22.504887,11.700063,-18.05683,5.5727596,-10.356423,4.5379095,-7.552928,12.080567,-4.3857656,-12.295577,5.935924,-9.311706,-3.6526587,10.367668,-8.990158,-1.0637413,15
892,172.265625,0.24101606,0.057917707,1042.2738881877704,1842.31480865124,33265,0.18608218,0.28915894,0.52871585,0.23430763,0.15801576,0.21379426,0.36978537,0.572163,0.34965143,0.40978223,0.25855592,0.19115764,-97.24932,173.12164,-24.905193,22.40627,-13.402099,16.368706,-7.8308635,4.885928,-5.9107304,-2.9654953,-12.459308,0.60466546,-5.352601,-2.6644938,-8.918298,0.70631725,-1.6867175,0.4484433,-10.346892,-6.7386003,2
